County_State,County,State,SVI_CTGY,Metro_status,Census2019,FIPS,Census2019_65PlusPop,Census2019_18to64Pop
jeff davis_ga,Jeff Davis County,GA,4.0,0.0,15115.0,13161,2440.0,8737.0
thurston_ne,Thurston County,NE,4.0,0.0,7224.0,31173,854.0,3785.0
macon_ga,Macon County,GA,4.0,0.0,12947.0,13193,2344.0,8207.0
radford city_va,Radford city,VA,2.0,1.0,18249.0,51750,1722.0,14239.0
crawford_ia,Crawford County,IA,4.0,0.0,16820.0,19047,3019.0,9581.0
dodge_ga,Dodge County,GA,4.0,0.0,20605.0,13091,3840.0,12803.0
kodiak island borough_ak,Kodiak Island Borough,AK,3.0,0.0,12998.0,02150,1476.0,8281.0
york_va,York County,VA,1.0,1.0,68280.0,51199,11367.0,40863.0
perry_tn,Perry County,TN,3.0,0.0,8076.0,47135,1725.0,4558.0
ziebach_sd,Ziebach County,SD,4.0,0.0,2756.0,46137,264.0,1733.0
marion_or,Marion County,OR,4.0,1.0,347818.0,41047,56279.0,206910.0
unknown_wi,Unknown County,WI,,,,UNK,,
sitka city and borough_ak,Sitka City and Borough,AK,2.0,0.0,8493.0,02220,1364.0,5376.0
st. louis_mn,St. Louis County,MN,2.0,1.0,199070.0,27137,39916.0,121534.0
shelby_oh,Shelby County,OH,1.0,0.0,48590.0,39149,8274.0,28353.0
smith_ks,Smith County,KS,1.0,0.0,3583.0,20183,1002.0,1839.0
fayette_wv,Fayette County,WV,4.0,1.0,42406.0,54019,9227.0,24483.0
pittsburg_ok,Pittsburg County,OK,4.0,0.0,43654.0,40121,8882.0,25027.0
douglas_sd,Douglas County,SD,1.0,0.0,2921.0,46043,702.0,1458.0
district of columbia_dc,District of Columbia,DC,3.0,1.0,705749.0,11001,87343.0,490238.0
sanders_mt,Sanders County,MT,2.0,0.0,12113.0,30089,3919.0,6085.0
sharp_ar,Sharp County,AR,3.0,0.0,17442.0,05135,4604.0,9257.0
louisa_ia,Louisa County,IA,2.0,0.0,11035.0,19115,2137.0,6477.0
holmes_fl,Holmes County,FL,4.0,0.0,19617.0,12059,3921.0,11703.0
randolph_ar,Randolph County,AR,3.0,0.0,17958.0,05121,3545.0,10146.0
blaine_mt,Blaine County,MT,4.0,0.0,6681.0,30005,1058.0,3650.0
greene_il,Greene County,IL,1.0,0.0,12969.0,17061,2598.0,7602.0
hardin_tx,Hardin County,TX,2.0,1.0,57602.0,48199,9762.0,33787.0
jessamine_ky,Jessamine County,KY,3.0,1.0,54115.0,21113,8401.0,32872.0
navarro_tx,Navarro County,TX,4.0,0.0,50113.0,48349,8651.0,28229.0
orange_nc,Orange County,NC,2.0,1.0,148476.0,37135,21654.0,98271.0
dillon_sc,Dillon County,SC,4.0,0.0,30479.0,45033,5228.0,17549.0
simpson_ky,Simpson County,KY,2.0,0.0,18572.0,21213,3103.0,11059.0
howard_md,Howard County,MD,1.0,1.0,325690.0,24027,46496.0,200306.0
miner_sd,Miner County,SD,1.0,0.0,2216.0,46097,465.0,1219.0
hooker_ne,Hooker County,NE,1.0,0.0,682.0,31091,211.0,328.0
frio_tx,Frio County,TX,4.0,0.0,20306.0,48163,2499.0,13084.0
trumbull_oh,Trumbull County,OH,2.0,1.0,197974.0,39155,43681.0,114095.0
gates_nc,Gates County,NC,2.0,1.0,11562.0,37073,2418.0,6812.0
stanislaus_ca,Stanislaus County,CA,4.0,1.0,550660.0,06099,73921.0,328306.0
edwards_il,Edwards County,IL,1.0,0.0,6395.0,17047,1399.0,3555.0
custer_mt,Custer County,MT,2.0,0.0,11402.0,30017,2360.0,6687.0
humphreys_tn,Humphreys County,TN,2.0,0.0,18582.0,47085,3761.0,10825.0
comanche_ok,Comanche County,OK,4.0,1.0,120749.0,40031,15594.0,76729.0
schuyler_mo,Schuyler County,MO,2.0,0.0,4660.0,29197,910.0,2551.0
rich_ut,Rich County,UT,1.0,0.0,2483.0,49033,458.0,1296.0
lake_oh,Lake County,OH,1.0,1.0,230149.0,39085,47371.0,137344.0
hughes_sd,Hughes County,SD,2.0,0.0,17526.0,46065,3158.0,10127.0
sandusky_oh,Sandusky County,OH,2.0,0.0,58518.0,39143,11312.0,34271.0
dona ana_nm,Dona Ana County,NM,4.0,1.0,218195.0,35013,35414.0,129853.0
unknown_sc,Unknown County,SC,,,,UNK,,
hamilton_ny,Hamilton County,NY,2.0,0.0,4416.0,36041,1407.0,2406.0
hinds_ms,Hinds County,MS,4.0,1.0,231840.0,28049,34266.0,142255.0
nez perce_id,Nez Perce County,ID,3.0,1.0,40408.0,16069,8168.0,23608.0
chippewa_mi,Chippewa County,MI,3.0,0.0,37349.0,26033,7003.0,23701.0
holt_mo,Holt County,MO,1.0,0.0,4403.0,29087,1154.0,2359.0
fayette_in,Fayette County,IN,3.0,0.0,23102.0,18041,4740.0,13367.0
leon_fl,Leon County,FL,2.0,1.0,293582.0,12073,40786.0,198128.0
ross_oh,Ross County,OH,3.0,0.0,76666.0,39141,13139.0,47299.0
pennington_sd,Pennington County,SD,2.0,1.0,113775.0,46103,21084.0,66721.0
summers_wv,Summers County,WV,4.0,0.0,12573.0,54089,3283.0,7264.0
wabash_il,Wabash County,IL,2.0,0.0,11520.0,17185,2463.0,6507.0
wilson_tn,Wilson County,TN,1.0,1.0,144657.0,47189,23186.0,87569.0
liberty_tx,Liberty County,TX,4.0,1.0,88219.0,48291,11399.0,52962.0
broome_ny,Broome County,NY,3.0,1.0,190488.0,36007,36980.0,116703.0
lincoln_wa,Lincoln County,WA,1.0,0.0,10939.0,53043,2833.0,5728.0
hancock_wv,Hancock County,WV,2.0,1.0,28810.0,54029,6841.0,16509.0
madison_tx,Madison County,TX,4.0,0.0,14284.0,48313,2264.0,8986.0
grundy_mo,Grundy County,MO,3.0,0.0,9850.0,29079,2203.0,5277.0
val verde_tx,Val Verde County,TX,4.0,0.0,49025.0,48465,7003.0,28105.0
anson_nc,Anson County,NC,4.0,0.0,24446.0,37007,4730.0,14878.0
greene_nc,Greene County,NC,4.0,0.0,21069.0,37079,3592.0,13292.0
madison_ar,Madison County,AR,3.0,1.0,16576.0,05087,3211.0,9516.0
charleston_sc,Charleston County,SC,2.0,1.0,411406.0,45019,69826.0,261565.0
mariposa_ca,Mariposa County,CA,3.0,0.0,17203.0,06043,4974.0,9451.0
buchanan_ia,Buchanan County,IA,1.0,0.0,21175.0,19019,3867.0,11817.0
roane_wv,Roane County,WV,3.0,0.0,13688.0,54087,3120.0,7787.0
bent_co,Bent County,CO,4.0,0.0,5577.0,08011,1053.0,3663.0
cochran_tx,Cochran County,TX,4.0,0.0,2853.0,48079,468.0,1620.0
covington city_va,Covington city,VA,2.0,0.0,5538.0,51580,1106.0,3282.0
fulton_in,Fulton County,IN,2.0,0.0,19974.0,18049,3976.0,11323.0
lyman_sd,Lyman County,SD,3.0,0.0,3781.0,46085,612.0,2058.0
sullivan_tn,Sullivan County,TN,3.0,1.0,158348.0,47163,35185.0,92974.0
hamilton_il,Hamilton County,IL,1.0,0.0,8116.0,17065,1816.0,4527.0
waynesboro city_va,Waynesboro city,VA,3.0,1.0,22630.0,51820,4031.0,13234.0
alleghany_va,Alleghany County,VA,2.0,0.0,14860.0,51005,3785.0,8361.0
northampton_pa,Northampton County,PA,2.0,1.0,305285.0,42095,59625.0,185445.0
toombs_ga,Toombs County,GA,4.0,0.0,26830.0,13279,4549.0,15229.0
stone_ms,Stone County,MS,3.0,0.0,18336.0,28131,3082.0,11300.0
prince of wales-hyder census area_ak,Prince of Wales-Hyder Census Area,AK,4.0,0.0,6203.0,02198,1125.0,3696.0
knox_il,Knox County,IL,3.0,0.0,49699.0,17095,10904.0,28881.0
barnstable_ma,Barnstable County,MA,1.0,1.0,212990.0,25001,66917.0,114457.0
hansford_tx,Hansford County,TX,4.0,0.0,5399.0,48195,812.0,2984.0
palo alto_ia,Palo Alto County,IA,1.0,0.0,8886.0,19147,1965.0,4858.0
wallowa_or,Wallowa County,OR,3.0,0.0,7208.0,41063,2143.0,3712.0
phelps_mo,Phelps County,MO,3.0,0.0,44573.0,29161,7557.0,27678.0
albany_wy,Albany County,WY,1.0,0.0,38880.0,56001,4752.0,27875.0
williams_oh,Williams County,OH,2.0,0.0,36692.0,39171,7060.0,21326.0
dooly_ga,Dooly County,GA,4.0,0.0,13390.0,13093,2824.0,8364.0
fayette_ga,Fayette County,GA,1.0,1.0,114421.0,13113,21440.0,66660.0
lincoln_tn,Lincoln County,TN,3.0,0.0,34366.0,47103,6755.0,19964.0
dundy_ne,Dundy County,NE,2.0,0.0,1693.0,31057,443.0,944.0
lincoln_ga,Lincoln County,GA,3.0,1.0,7921.0,13181,1944.0,4500.0
payette_id,Payette County,ID,3.0,0.0,23951.0,16075,4461.0,13295.0
lamoille_vt,Lamoille County,VT,1.0,0.0,25362.0,50015,4541.0,15707.0
coshocton_oh,Coshocton County,OH,3.0,0.0,36600.0,39031,7255.0,20610.0
lincoln_ne,Lincoln County,NE,2.0,0.0,34914.0,31111,7012.0,19744.0
taos_nm,Taos County,NM,4.0,0.0,32723.0,35055,9014.0,18025.0
stephens_tx,Stephens County,TX,4.0,0.0,9366.0,48429,1890.0,5419.0
jefferson_ks,Jefferson County,KS,1.0,1.0,19043.0,20087,3594.0,11129.0
cabarrus_nc,Cabarrus County,NC,2.0,1.0,216453.0,37025,29064.0,132398.0
san mateo_ca,San Mateo County,CA,2.0,1.0,766573.0,06081,126877.0,484533.0
