County_State,County,State,SVI_CTGY,Metro_status,Census2019,FIPS,Census2019_65PlusPop,Census2019_18to64Pop
grant_wa,Grant County,WA,4.0,0.0,97733.0,53025,13730.0,55346.0
orange_fl,Orange County,FL,3.0,1.0,1393452.0,12095,171557.0,915941.0
greeley_ks,Greeley County,KS,3.0,0.0,1232.0,20071,243.0,656.0
solano_ca,Solano County,CA,3.0,1.0,447643.0,06095,73156.0,276031.0
stevens_wa,Stevens County,WA,2.0,1.0,45723.0,53065,10914.0,25123.0
greensville_va,Greensville County,VA,4.0,0.0,11336.0,51081,1734.0,7741.0
windham_vt,Windham County,VT,2.0,0.0,42222.0,50025,10086.0,24686.0
mckinley_nm,McKinley County,NM,4.0,0.0,71367.0,35031,9200.0,42082.0
faulkner_ar,Faulkner County,AR,2.0,1.0,126007.0,05045,16195.0,81081.0
warren_ny,Warren County,NY,1.0,1.0,63944.0,36113,14674.0,37687.0
powder river_mt,Powder River County,MT,1.0,0.0,1682.0,30075,466.0,933.0
atchison_mo,Atchison County,MO,1.0,0.0,5143.0,29005,1345.0,2761.0
guadalupe_nm,Guadalupe County,NM,4.0,0.0,4300.0,35019,853.0,2568.0
livingston_il,Livingston County,IL,2.0,0.0,35648.0,17105,6913.0,21052.0
cleburne_ar,Cleburne County,AR,1.0,0.0,24919.0,05023,6790.0,13432.0
butler_mo,Butler County,MO,4.0,0.0,42478.0,29023,8145.0,24444.0
gadsden_fl,Gadsden County,FL,4.0,1.0,45660.0,12039,8540.0,27264.0
unknown_vt,Unknown County,VT,,,,UNK,,
caroline_va,Caroline County,VA,2.0,1.0,30725.0,51033,5206.0,18512.0
henrico_va,Henrico County,VA,2.0,1.0,330818.0,51087,52720.0,203940.0
mifflin_pa,Mifflin County,PA,2.0,0.0,46138.0,42087,10181.0,25721.0
middlesex_nj,Middlesex County,NJ,2.0,1.0,825062.0,34023,127763.0,518507.0
lancaster_va,Lancaster County,VA,1.0,0.0,10603.0,51103,3888.0,5075.0
cheyenne_ks,Cheyenne County,KS,1.0,0.0,2657.0,20023,726.0,1375.0
logan_co,Logan County,CO,3.0,0.0,22409.0,08075,4056.0,14339.0
hunterdon_nj,Hunterdon County,NJ,1.0,1.0,124371.0,34019,24086.0,76573.0
san jacinto_tx,San Jacinto County,TX,3.0,0.0,28859.0,48407,6488.0,16249.0
cole_mo,Cole County,MO,2.0,1.0,76745.0,29051,13291.0,46475.0
grand_co,Grand County,CO,1.0,0.0,15734.0,08049,2905.0,10203.0
martinsville city_va,Martinsville city,VA,4.0,0.0,12554.0,51690,2272.0,7098.0
sweet grass_mt,Sweet Grass County,MT,1.0,0.0,3737.0,30097,1025.0,1947.0
saginaw_mi,Saginaw County,MI,3.0,1.0,190539.0,26145,37414.0,112262.0
jackson_ms,Jackson County,MS,3.0,1.0,143617.0,28059,23457.0,86988.0
ashley_ar,Ashley County,AR,4.0,0.0,19657.0,05003,4116.0,11143.0
cheatham_tn,Cheatham County,TN,1.0,1.0,40667.0,47021,6318.0,25473.0
scott_ia,Scott County,IA,2.0,1.0,172943.0,19163,28886.0,103283.0
st. joseph_in,St. Joseph County,IN,3.0,1.0,271826.0,18141,43960.0,164248.0
jefferson_il,Jefferson County,IL,4.0,0.0,37684.0,17081,7332.0,21956.0
meagher_mt,Meagher County,MT,1.0,0.0,1862.0,30059,589.0,924.0
marion_in,Marion County,IN,4.0,1.0,964582.0,18097,124220.0,603445.0
carroll_il,Carroll County,IL,1.0,0.0,14305.0,17015,3691.0,7858.0
washakie_wy,Washakie County,WY,2.0,0.0,7805.0,56043,1730.0,4291.0
arenac_mi,Arenac County,MI,3.0,0.0,14883.0,26011,3840.0,8353.0
logan_ky,Logan County,KY,3.0,0.0,27102.0,21141,5051.0,15733.0
white_tn,White County,TN,3.0,0.0,27345.0,47185,5615.0,15772.0
bath_ky,Bath County,KY,3.0,0.0,12500.0,21011,2124.0,7181.0
fall river_sd,Fall River County,SD,2.0,0.0,6713.0,46047,2007.0,3579.0
lincoln_ok,Lincoln County,OK,2.0,1.0,34877.0,40081,6496.0,20170.0
iron_wi,Iron County,WI,2.0,0.0,5687.0,55051,1823.0,3008.0
grant_sd,Grant County,SD,1.0,0.0,7052.0,46051,1509.0,3953.0
lewis_id,Lewis County,ID,3.0,0.0,3838.0,16061,1031.0,1976.0
seward_ne,Seward County,NE,1.0,1.0,17284.0,31159,2969.0,10241.0
glynn_ga,Glynn County,GA,3.0,1.0,85292.0,13127,17998.0,49067.0
saratoga_ny,Saratoga County,NY,1.0,1.0,229863.0,36091,43232.0,141419.0
columbus_nc,Columbus County,NC,4.0,0.0,55508.0,37047,11419.0,32594.0
york_pa,York County,PA,2.0,1.0,449058.0,42133,80627.0,269722.0
washington_wi,Washington County,WI,1.0,1.0,136034.0,55131,25128.0,81471.0
yellowstone_mt,Yellowstone County,MT,1.0,1.0,161300.0,30111,28085.0,95637.0
colonial heights city_va,Colonial Heights city,VA,3.0,1.0,17370.0,51570,3436.0,9831.0
madison_nc,Madison County,NC,2.0,1.0,21755.0,37115,5034.0,12905.0
baylor_tx,Baylor County,TX,1.0,0.0,3509.0,48023,844.0,1863.0
green lake_wi,Green Lake County,WI,2.0,0.0,18913.0,55047,4314.0,10458.0
sullivan_mo,Sullivan County,MO,3.0,0.0,6089.0,29211,1265.0,3460.0
halifax_va,Halifax County,VA,3.0,0.0,33911.0,51083,8399.0,18676.0
carbon_wy,Carbon County,WY,3.0,0.0,14800.0,56007,2666.0,8772.0
hutchinson_sd,Hutchinson County,SD,1.0,0.0,7291.0,46067,1670.0,3774.0
cedar_mo,Cedar County,MO,3.0,0.0,14349.0,29039,3403.0,7491.0
fleming_ky,Fleming County,KY,4.0,0.0,14581.0,21069,2624.0,8401.0
murray_ok,Murray County,OK,3.0,0.0,14073.0,40099,2837.0,7999.0
marion_oh,Marion County,OH,3.0,0.0,65093.0,39101,11861.0,39530.0
king and queen_va,King and Queen County,VA,2.0,0.0,7025.0,51097,1659.0,4136.0
merrimack_nh,Merrimack County,NH,1.0,0.0,151391.0,33013,28273.0,94515.0
mckenzie_nd,McKenzie County,ND,2.0,0.0,15024.0,38053,1326.0,8916.0
marion_ia,Marion County,IA,1.0,0.0,33253.0,19125,6128.0,19304.0
pamlico_nc,Pamlico County,NC,3.0,1.0,12726.0,37137,3866.0,6939.0
millard_ut,Millard County,UT,2.0,0.0,13188.0,49027,2348.0,6750.0
volusia_fl,Volusia County,FL,3.0,1.0,553284.0,12127,137811.0,318697.0
renville_mn,Renville County,MN,1.0,0.0,14548.0,27129,3065.0,8097.0
lee_il,Lee County,IL,2.0,0.0,34096.0,17103,6878.0,20534.0
milam_tx,Milam County,TX,4.0,0.0,24823.0,48331,5245.0,13680.0
wood_wv,Wood County,WV,2.0,1.0,83518.0,54107,17464.0,48597.0
grant_ne,Grant County,NE,1.0,0.0,623.0,31075,142.0,327.0
tyler_wv,Tyler County,WV,1.0,0.0,8591.0,54095,2012.0,4920.0
unknown_mt,Unknown County,MT,,,,UNK,,
greene_al,Greene County,AL,4.0,0.0,8111.0,01063,1890.0,4453.0
montgomery_tx,Montgomery County,TX,2.0,1.0,607391.0,48339,81457.0,367494.0
snyder_pa,Snyder County,PA,1.0,0.0,40372.0,42109,7883.0,24139.0
clermont_oh,Clermont County,OH,1.0,1.0,206428.0,39025,34910.0,124631.0
iowa_ia,Iowa County,IA,1.0,0.0,16184.0,19095,3126.0,9287.0
iberville parish_la,Iberville Parish,LA,4.0,1.0,32511.0,22047,5323.0,20583.0
garrett_md,Garrett County,MD,1.0,0.0,29014.0,24023,6713.0,16972.0
bethel census area_ak,Bethel Census Area,AK,4.0,0.0,18386.0,02050,1448.0,10400.0
merced_ca,Merced County,CA,4.0,1.0,277680.0,06047,31636.0,164815.0
peoria_il,Peoria County,IL,3.0,1.0,179179.0,17143,31489.0,105281.0
calhoun_mi,Calhoun County,MI,3.0,1.0,134159.0,26025,24434.0,79364.0
wood_tx,Wood County,TX,3.0,0.0,45539.0,48499,12527.0,24425.0
lyon_ks,Lyon County,KS,3.0,0.0,33195.0,20111,5190.0,20644.0
orange_ca,Orange County,CA,2.0,1.0,3175692.0,06059,485568.0,2000448.0
midland_tx,Midland County,TX,2.0,1.0,176832.0,48329,18438.0,107890.0
monroe_wi,Monroe County,WI,2.0,0.0,46253.0,55081,8098.0,26485.0
chippewa_mn,Chippewa County,MN,2.0,0.0,11800.0,27023,2567.0,6386.0
garfield_ne,Garfield County,NE,1.0,0.0,1969.0,31071,575.0,1036.0
henry_ga,Henry County,GA,2.0,1.0,234561.0,13151,28018.0,147267.0
ocean_nj,Ocean County,NJ,2.0,1.0,607186.0,34029,138328.0,322168.0
sequoyah_ok,Sequoyah County,OK,4.0,1.0,41569.0,40135,7835.0,24092.0
taylor_wv,Taylor County,WV,2.0,0.0,16695.0,54091,3507.0,9890.0
andrews_tx,Andrews County,TX,2.0,0.0,18705.0,48003,1833.0,11069.0
hampton_sc,Hampton County,SC,4.0,0.0,19222.0,45049,3609.0,11536.0
putnam_ny,Putnam County,NY,1.0,1.0,98320.0,36079,17728.0,61477.0
bremer_ia,Bremer County,IA,1.0,1.0,25062.0,19017,4977.0,14462.0
clearfield_pa,Clearfield County,PA,3.0,0.0,79255.0,42033,16614.0,48285.0
logan_ne,Logan County,NE,1.0,0.0,748.0,31113,169.0,404.0
powell_mt,Powell County,MT,2.0,0.0,6890.0,30077,1464.0,4424.0
davidson_nc,Davidson County,NC,3.0,1.0,167609.0,37057,31089.0,100196.0
butts_ga,Butts County,GA,4.0,1.0,24936.0,13035,3942.0,15891.0
cullman_al,Cullman County,AL,3.0,0.0,83768.0,01043,15735.0,49221.0
murray_mn,Murray County,MN,1.0,0.0,8194.0,27101,2133.0,4304.0
moultrie_il,Moultrie County,IL,2.0,0.0,14501.0,17139,2813.0,8024.0
kerr_tx,Kerr County,TX,3.0,0.0,52600.0,48265,14769.0,27867.0
butler_oh,Butler County,OH,2.0,1.0,383134.0,39017,57964.0,236029.0
elk_ks,Elk County,KS,2.0,0.0,2530.0,20049,732.0,1218.0
catoosa_ga,Catoosa County,GA,1.0,1.0,67580.0,13047,12291.0,40022.0
loving_tx,Loving County,TX,4.0,0.0,169.0,48301,23.0,97.0
randolph_wv,Randolph County,WV,3.0,0.0,28695.0,54083,6376.0,16890.0
clay_tn,Clay County,TN,3.0,0.0,7615.0,47027,1923.0,4170.0
mason_il,Mason County,IL,2.0,0.0,13359.0,17125,2994.0,7576.0
ontonagon_mi,Ontonagon County,MI,2.0,0.0,5720.0,26131,2154.0,2851.0
clarion_pa,Clarion County,PA,2.0,0.0,38438.0,42031,7796.0,23451.0
boone_mo,Boone County,MO,2.0,1.0,180463.0,29019,23084.0,120649.0
lawrence_oh,Lawrence County,OH,3.0,1.0,59463.0,39087,11383.0,35231.0
power_id,Power County,ID,3.0,0.0,7681.0,16077,1203.0,4130.0
chariton_mo,Chariton County,MO,1.0,0.0,7426.0,29041,1805.0,3929.0
duval_fl,Duval County,FL,3.0,1.0,957755.0,12031,138594.0,603413.0
clay_sd,Clay County,SD,1.0,0.0,14070.0,46027,1772.0,9847.0
bradford_pa,Bradford County,PA,2.0,0.0,60323.0,42015,13213.0,33971.0
white_il,White County,IL,3.0,0.0,13537.0,17193,2893.0,7641.0
nottoway_va,Nottoway County,VA,4.0,0.0,15232.0,51135,2946.0,9324.0
james city_va,James City County,VA,1.0,1.0,76523.0,51095,19745.0,41669.0
cooke_tx,Cooke County,TX,3.0,0.0,41257.0,48097,7804.0,23708.0
zavala_tx,Zavala County,TX,4.0,0.0,11840.0,48507,1723.0,6756.0
jones_ms,Jones County,MS,4.0,0.0,68098.0,28067,11827.0,39240.0
elliott_ky,Elliott County,KY,3.0,0.0,7517.0,21063,1530.0,4653.0
catron_nm,Catron County,NM,2.0,0.0,3527.0,35003,1526.0,1587.0
montcalm_mi,Montcalm County,MI,3.0,1.0,63888.0,26117,11593.0,38263.0
laurens_sc,Laurens County,SC,4.0,1.0,67493.0,45059,12694.0,40021.0
middlesex_va,Middlesex County,VA,1.0,0.0,10582.0,51119,3387.0,5501.0
kenosha_wi,Kenosha County,WI,3.0,1.0,169561.0,55059,24706.0,106852.0
valdez-cordova census area_ak,Valdez-Cordova Census Area,AK,2.0,,9202.0,02261,1328.0,5726.0
wayne_ga,Wayne County,GA,4.0,0.0,29927.0,13305,4783.0,17882.0
dunn_wi,Dunn County,WI,1.0,0.0,45368.0,55033,7298.0,29205.0
brown_ks,Brown County,KS,2.0,0.0,9564.0,20013,1983.0,5162.0
laurel_ky,Laurel County,KY,4.0,0.0,60813.0,21125,10165.0,36590.0
columbiana_oh,Columbiana County,OH,2.0,0.0,101883.0,39029,21568.0,59723.0
johnson_mo,Johnson County,MO,2.0,0.0,54062.0,29101,6969.0,35445.0
brookings_sd,Brookings County,SD,1.0,0.0,35077.0,46011,4377.0,23459.0
perry_ky,Perry County,KY,4.0,0.0,25758.0,21193,4493.0,15353.0
coosa_al,Coosa County,AL,3.0,0.0,10663.0,01037,2568.0,6348.0
cook_il,Cook County,IL,3.0,1.0,5150233.0,17031,776229.0,3260766.0
vigo_in,Vigo County,IN,3.0,1.0,107038.0,18167,17876.0,67357.0
montgomery_mo,Montgomery County,MO,3.0,0.0,11551.0,29139,2466.0,6554.0
bowman_nd,Bowman County,ND,1.0,0.0,3024.0,38011,671.0,1615.0
rolette_nd,Rolette County,ND,4.0,0.0,14176.0,38079,1730.0,7671.0
crawford_ks,Crawford County,KS,3.0,0.0,38818.0,20037,6135.0,24211.0
curry_or,Curry County,OR,2.0,0.0,22925.0,41015,8025.0,11653.0
morgan_al,Morgan County,AL,3.0,1.0,119679.0,01103,21341.0,70993.0
clay_ne,Clay County,NE,1.0,0.0,6203.0,31035,1268.0,3393.0
walla walla_wa,Walla Walla County,WA,3.0,1.0,60760.0,53071,11364.0,36838.0
haywood_tn,Haywood County,TN,4.0,0.0,17304.0,47075,3415.0,10040.0
oxford_me,Oxford County,ME,2.0,0.0,57975.0,23017,13093.0,34357.0
caldwell_nc,Caldwell County,NC,3.0,1.0,82178.0,37027,16769.0,49073.0
grundy_ia,Grundy County,IA,1.0,1.0,12232.0,19075,2595.0,6865.0
oregon_mo,Oregon County,MO,2.0,0.0,10529.0,29149,2496.0,5674.0
choctaw_ok,Choctaw County,OK,4.0,0.0,14672.0,40023,3097.0,8028.0
augusta_va,Augusta County,VA,1.0,1.0,75558.0,51015,16541.0,45009.0
jefferson_ok,Jefferson County,OK,4.0,0.0,6002.0,40067,1288.0,3263.0
lincoln_ms,Lincoln County,MS,4.0,0.0,34153.0,28085,5963.0,20228.0
plaquemines parish_la,Plaquemines Parish,LA,3.0,1.0,23197.0,22075,3250.0,13971.0
auglaize_oh,Auglaize County,OH,1.0,0.0,45656.0,39011,8646.0,26062.0
pershing_nv,Pershing County,NV,4.0,0.0,6725.0,32027,1103.0,4532.0
coahoma_ms,Coahoma County,MS,4.0,0.0,22124.0,28027,3541.0,12614.0
mason_ky,Mason County,KY,3.0,0.0,17070.0,21161,3190.0,9933.0
jackson_ks,Jackson County,KS,2.0,1.0,13171.0,20085,2557.0,7307.0
rockcastle_ky,Rockcastle County,KY,4.0,0.0,16695.0,21203,3133.0,10022.0
clay_ks,Clay County,KS,1.0,0.0,8002.0,20027,1880.0,4252.0
howard_mo,Howard County,MO,2.0,0.0,10001.0,29089,1968.0,5848.0
dewey_ok,Dewey County,OK,1.0,0.0,4891.0,40043,888.0,2665.0
otero_nm,Otero County,NM,4.0,0.0,67490.0,35035,11687.0,40375.0
slope_nd,Slope County,ND,1.0,0.0,750.0,38087,178.0,420.0
quitman_ga,Quitman County,GA,4.0,0.0,2299.0,13239,705.0,1164.0
big horn_mt,Big Horn County,MT,4.0,0.0,13319.0,30003,1775.0,7078.0
butte_ca,Butte County,CA,4.0,1.0,219186.0,06007,40228.0,134565.0
camp_tx,Camp County,TX,4.0,0.0,13094.0,48063,2494.0,7152.0
salt lake_ut,Salt Lake County,UT,2.0,1.0,1160437.0,49035,130051.0,721241.0
fannin_tx,Fannin County,TX,3.0,0.0,35514.0,48147,6588.0,21412.0
ripley_in,Ripley County,IN,2.0,0.0,28324.0,18137,5185.0,16520.0
juneau_wi,Juneau County,WI,2.0,0.0,26687.0,55057,5564.0,15793.0
harper_ok,Harper County,OK,2.0,0.0,3688.0,40059,723.0,2022.0
norman_mn,Norman County,MN,2.0,0.0,6375.0,27107,1370.0,3460.0
columbia_ga,Columbia County,GA,1.0,1.0,156714.0,13073,21897.0,95477.0
beaver_ok,Beaver County,OK,2.0,0.0,5311.0,40007,1051.0,2869.0
harney_or,Harney County,OR,3.0,0.0,7393.0,41025,1844.0,4063.0
bowie_tx,Bowie County,TX,4.0,1.0,93245.0,48037,15832.0,55432.0
burleson_tx,Burleson County,TX,3.0,1.0,18443.0,48051,3867.0,10560.0
dodge_mn,Dodge County,MN,1.0,1.0,20934.0,27039,3174.0,12401.0
avery_nc,Avery County,NC,3.0,0.0,17557.0,37011,4020.0,10949.0
hancock_me,Hancock County,ME,1.0,0.0,54987.0,23009,13892.0,31742.0
ellsworth_ks,Ellsworth County,KS,2.0,0.0,6102.0,20053,1299.0,3686.0
kossuth_ia,Kossuth County,IA,1.0,0.0,14813.0,19109,3610.0,7944.0
carroll_ia,Carroll County,IA,1.0,0.0,20165.0,19027,4171.0,11051.0
faulk_sd,Faulk County,SD,1.0,0.0,2299.0,46049,543.0,1165.0
dawson_ga,Dawson County,GA,1.0,1.0,26108.0,13085,5278.0,15575.0
otter tail_mn,Otter Tail County,MN,1.0,0.0,58746.0,27111,14368.0,31583.0
anoka_mn,Anoka County,MN,1.0,1.0,356921.0,27003,51781.0,220381.0
greer_ok,Greer County,OK,4.0,0.0,5712.0,40055,1018.0,3561.0
marshall_mn,Marshall County,MN,1.0,0.0,9336.0,27089,2082.0,5114.0
letcher_ky,Letcher County,KY,4.0,0.0,21553.0,21133,4288.0,12589.0
saline_mo,Saline County,MO,4.0,0.0,22761.0,29195,4255.0,13438.0
sonoma_ca,Sonoma County,CA,2.0,1.0,494336.0,06097,102323.0,296508.0
merrick_ne,Merrick County,NE,1.0,1.0,7755.0,31121,1608.0,4407.0
winn parish_la,Winn Parish,LA,4.0,0.0,13904.0,22127,2657.0,8383.0
sussex_nj,Sussex County,NJ,1.0,1.0,140488.0,34037,25240.0,88003.0
larimer_co,Larimer County,CO,1.0,1.0,356899.0,08069,57774.0,229993.0
cass_il,Cass County,IL,3.0,0.0,12147.0,17017,2218.0,6968.0
uvalde_tx,Uvalde County,TX,4.0,0.0,26741.0,48463,4508.0,15063.0
wheatland_mt,Wheatland County,MT,3.0,0.0,2126.0,30107,541.0,1132.0
mcpherson_ks,McPherson County,KS,1.0,0.0,28542.0,20113,5764.0,16294.0
chippewa_wi,Chippewa County,WI,1.0,1.0,64658.0,55017,11916.0,38606.0
gray_ks,Gray County,KS,2.0,0.0,5988.0,20069,929.0,3336.0
houghton_mi,Houghton County,MI,2.0,0.0,35684.0,26061,6391.0,22049.0
colquitt_ga,Colquitt County,GA,4.0,0.0,45600.0,13071,7332.0,26577.0
tuscarawas_oh,Tuscarawas County,OH,2.0,0.0,91987.0,39157,18364.0,52632.0
maricopa_az,Maricopa County,AZ,3.0,1.0,4485414.0,04013,696331.0,2736645.0
marion_ga,Marion County,GA,4.0,1.0,8359.0,13197,1743.0,4890.0
douglas_ks,Douglas County,KS,1.0,1.0,122259.0,20045,15678.0,84555.0
mason_tx,Mason County,TX,2.0,0.0,4274.0,48319,1250.0,2161.0
lincoln_co,Lincoln County,CO,2.0,0.0,5701.0,08073,1004.0,3534.0
whitley_in,Whitley County,IN,1.0,1.0,33964.0,18183,6298.0,19877.0
del norte_ca,Del Norte County,CA,4.0,0.0,27812.0,06015,5123.0,16867.0
mccurtain_ok,McCurtain County,OK,4.0,0.0,32832.0,40089,6096.0,18467.0
winston_al,Winston County,AL,3.0,0.0,23629.0,01133,5167.0,13697.0
columbia_ny,Columbia County,NY,2.0,0.0,59461.0,36021,14500.0,34875.0
putnam_oh,Putnam County,OH,1.0,0.0,33861.0,39137,6096.0,19161.0
susquehanna_pa,Susquehanna County,PA,1.0,0.0,40328.0,42115,9795.0,23096.0
prowers_co,Prowers County,CO,4.0,0.0,12172.0,08099,2201.0,6847.0
knott_ky,Knott County,KY,4.0,0.0,14806.0,21119,2833.0,9034.0
montgomery_md,Montgomery County,MD,2.0,1.0,1050688.0,24031,168702.0,639619.0
shelby_il,Shelby County,IL,1.0,0.0,21634.0,17173,5014.0,12059.0
harrison_ms,Harrison County,MS,4.0,1.0,208080.0,28047,32081.0,126493.0
swain_nc,Swain County,NC,4.0,0.0,14271.0,37173,2803.0,8334.0
kane_ut,Kane County,UT,1.0,0.0,7886.0,49025,1847.0,4174.0
pearl river_ms,Pearl River County,MS,3.0,0.0,55535.0,28109,10601.0,32370.0
lee_ia,Lee County,IA,3.0,0.0,33657.0,19111,7057.0,19455.0
phillips_ar,Phillips County,AR,4.0,0.0,17782.0,05107,3468.0,9738.0
beaverhead_mt,Beaverhead County,MT,2.0,0.0,9453.0,30001,2108.0,5704.0
valley_id,Valley County,ID,1.0,0.0,11392.0,16085,2955.0,6355.0
henry_ia,Henry County,IA,2.0,0.0,19954.0,19087,3892.0,11774.0
lee_ga,Lee County,GA,2.0,1.0,29992.0,13177,3905.0,18217.0
jersey_il,Jersey County,IL,1.0,1.0,21773.0,17083,4317.0,13007.0
mineral_nv,Mineral County,NV,4.0,0.0,4505.0,32021,1145.0,2475.0
beaver_ut,Beaver County,UT,2.0,0.0,6710.0,49001,946.0,3588.0
prentiss_ms,Prentiss County,MS,4.0,0.0,25126.0,28117,4631.0,14872.0
knox_tx,Knox County,TX,4.0,0.0,3664.0,48275,736.0,1973.0
wyoming_pa,Wyoming County,PA,1.0,1.0,26794.0,42131,5862.0,15734.0
calhoun_ga,Calhoun County,GA,4.0,0.0,6189.0,13037,1025.0,4116.0
rush_in,Rush County,IN,2.0,0.0,16581.0,18139,3108.0,9728.0
ogle_il,Ogle County,IL,2.0,0.0,50643.0,17141,9711.0,29647.0
quitman_ms,Quitman County,MS,4.0,0.0,6792.0,28119,1231.0,4017.0
esmeralda_nv,Esmeralda County,NV,3.0,0.0,873.0,32009,312.0,438.0
clark_sd,Clark County,SD,1.0,0.0,3736.0,46025,815.0,1916.0
unknown_de,Unknown County,DE,,,,UNK,,
rock_mn,Rock County,MN,1.0,0.0,9315.0,27133,1911.0,5079.0
wabash_in,Wabash County,IN,2.0,0.0,30996.0,18169,6587.0,18016.0
forest_pa,Forest County,PA,3.0,0.0,7247.0,42053,1651.0,4817.0
panola_ms,Panola County,MS,4.0,0.0,34192.0,28107,5584.0,20189.0
lake_or,Lake County,OR,4.0,0.0,7869.0,41037,2003.0,4363.0
tillamook_or,Tillamook County,OR,3.0,0.0,27036.0,41057,7140.0,14812.0
hamilton_oh,Hamilton County,OH,3.0,1.0,817473.0,39061,128675.0,501735.0
marion_ky,Marion County,KY,4.0,0.0,19273.0,21155,3265.0,11371.0
lewis_ky,Lewis County,KY,3.0,0.0,13275.0,21135,2457.0,7909.0
putnam_mo,Putnam County,MO,3.0,0.0,4696.0,29171,1170.0,2472.0
sheboygan_wi,Sheboygan County,WI,1.0,1.0,115340.0,55117,21394.0,68717.0
unknown_ut,Unknown County,UT,,,,UNK,,
teton_id,Teton County,ID,1.0,0.0,12142.0,16081,1596.0,7656.0
ste. genevieve_mo,Ste. Genevieve County,MO,1.0,0.0,17894.0,29186,3598.0,10385.0
grayson_ky,Grayson County,KY,3.0,0.0,26427.0,21085,4781.0,15517.0
catawba_nc,Catawba County,NC,3.0,1.0,159551.0,37035,29156.0,95475.0
wasco_or,Wasco County,OR,4.0,0.0,26682.0,41065,5600.0,15189.0
wyandot_oh,Wyandot County,OH,1.0,0.0,21772.0,39175,4333.0,12534.0
grays harbor_wa,Grays Harbor County,WA,4.0,0.0,75061.0,53027,16742.0,43045.0
red willow_ne,Red Willow County,NE,1.0,0.0,10724.0,31145,2259.0,6087.0
humboldt_ia,Humboldt County,IA,1.0,0.0,9558.0,19091,2116.0,5202.0
jackson_sd,Jackson County,SD,4.0,0.0,3344.0,46071,451.0,1728.0
juniata_pa,Juniata County,PA,2.0,0.0,24763.0,42067,5113.0,14108.0
jackson_tn,Jackson County,TN,3.0,0.0,11786.0,47087,2702.0,6987.0
shawano_wi,Shawano County,WI,1.0,0.0,40899.0,55115,8825.0,23342.0
hickman_ky,Hickman County,KY,3.0,0.0,4380.0,21105,1156.0,2421.0
fulton_ny,Fulton County,NY,3.0,0.0,53383.0,36035,10752.0,31881.0
quay_nm,Quay County,NM,4.0,0.0,8253.0,35037,2122.0,4366.0
wayne_ia,Wayne County,IA,2.0,0.0,6441.0,19185,1451.0,3385.0
union_ms,Union County,MS,4.0,0.0,28815.0,28145,4858.0,16737.0
duval_tx,Duval County,TX,4.0,0.0,11157.0,48131,2031.0,6267.0
clay_nc,Clay County,NC,1.0,0.0,11231.0,37043,3581.0,5771.0
warren_nj,Warren County,NJ,1.0,1.0,105267.0,34041,19712.0,65202.0
currituck_nc,Currituck County,NC,1.0,1.0,27763.0,37053,4551.0,17124.0
lee_va,Lee County,VA,4.0,0.0,23423.0,51105,5211.0,13890.0
cooper_mo,Cooper County,MO,2.0,0.0,17709.0,29053,3246.0,10646.0
manatee_fl,Manatee County,FL,3.0,1.0,403253.0,12081,113157.0,217603.0
wood_wi,Wood County,WI,1.0,0.0,72999.0,55141,15408.0,41839.0
henry_il,Henry County,IL,1.0,1.0,48913.0,17073,10217.0,27887.0
grant_ar,Grant County,AR,2.0,1.0,18265.0,05053,3372.0,10873.0
gasconade_mo,Gasconade County,MO,1.0,0.0,14706.0,29073,3396.0,8283.0
dickinson_ks,Dickinson County,KS,2.0,0.0,18466.0,20041,3748.0,10432.0
box butte_ne,Box Butte County,NE,2.0,0.0,10783.0,31013,2084.0,5961.0
wyoming_ny,Wyoming County,NY,2.0,0.0,39859.0,36121,7423.0,24996.0
monroe_ga,Monroe County,GA,2.0,1.0,27578.0,13207,5283.0,16702.0
benton_ms,Benton County,MS,3.0,1.0,8259.0,28009,1566.0,4932.0
galax city_va,Galax city,VA,4.0,0.0,6347.0,51640,1190.0,3661.0
lee_ar,Lee County,AR,4.0,0.0,8857.0,05077,1787.0,5439.0
yuba_ca,Yuba County,CA,4.0,1.0,78668.0,06115,10270.0,46805.0
mcdonough_il,McDonough County,IL,3.0,0.0,29682.0,17109,5387.0,19172.0
hockley_tx,Hockley County,TX,4.0,0.0,23021.0,48219,3453.0,13656.0
pocahontas_wv,Pocahontas County,WV,2.0,0.0,8247.0,54075,2157.0,4665.0
randolph_il,Randolph County,IL,2.0,0.0,31782.0,17157,6157.0,19562.0
meade_ky,Meade County,KY,2.0,1.0,28572.0,21163,4187.0,18070.0
gogebic_mi,Gogebic County,MI,2.0,0.0,13975.0,26053,3998.0,7635.0
red lake_mn,Red Lake County,MN,1.0,0.0,4055.0,27125,874.0,2203.0
prairie_ar,Prairie County,AR,3.0,0.0,8062.0,05117,1928.0,4484.0
pocahontas_ia,Pocahontas County,IA,1.0,0.0,6619.0,19151,1551.0,3587.0
republic_ks,Republic County,KS,1.0,0.0,4636.0,20157,1289.0,2347.0
collin_tx,Collin County,TX,1.0,1.0,1034730.0,48085,116575.0,652886.0
colorado_tx,Colorado County,TX,3.0,0.0,21493.0,48089,4850.0,11703.0
noble_ok,Noble County,OK,2.0,0.0,11131.0,40103,2227.0,6277.0
garfield_co,Garfield County,CO,2.0,0.0,60061.0,08045,8288.0,36788.0
clinton_ky,Clinton County,KY,4.0,0.0,10218.0,21053,2018.0,5933.0
