County_State,n_zipcodes,pct_hesitant_02-24-22,pct_somewhat_hesitant_02-24-22,pct_highly_hesitant_02-24-22,county_vaccine,state,candidate_won,party,winner_votes,nonwinner_votes,total_votes,pct_trump,pct_biden,county_election,County,State,SVI_CTGY,Metro_status,Census2019,Census2019_65PlusPop,Census2019_18to64Pop,county_census,Administered_Dose1_Recip_030121,Administered_Dose1_Pop_Pct_030121,Series_Complete_Pop_Pct_SVI_030121,Booster_Doses_Vax_Pct_030121,Administered_Dose1_Recip_090121,Administered_Dose1_Pop_Pct_090121,Series_Complete_Pop_Pct_SVI_090121,Booster_Doses_Vax_Pct_090121,Administered_Dose1_Recip_030122,Administered_Dose1_Pop_Pct_030122,Series_Complete_Pop_Pct_SVI_030122,Booster_Doses_Vax_Pct_030122,county_checkpoint,socio_std,hh_std,minority_std,housing_std,overall_std,null_pct,uninsured_pct,socio_wgt,hh_wgt,minority_wgt,housing_wgt,overall_wgt,count,county_svi
hamblen_tn,7.0,0.357,0.113,0.245,hamblen_tn,TN,Donald Trump,REP,18811,5820,24631,0.764,0.236,hamblen_tn,Hamblen County,TN,4.0,1.0,64934.0,12014.0,37999.0,hamblen_tn,7314.0,11.3,13.0,0.0,25356.0,39.0,14.0,0.0,31081.0,47.9,15.0,40.7,hamblen_tn,0.1522104192965259,0.138249542713913,0.2629526723172591,0.2410254695456415,0.2284349298968301,0.0,0.1090680891120175,0.7331403765296517,0.7509122780043929,0.4152239629745842,0.537629068089112,0.6584520301223721,12,hamblen_tn
hamilton_fl,3.0,0.176,0.064,0.112,hamilton_fl,FL,Donald Trump,REP,3815,2015,5830,0.654,0.346,hamilton_fl,Hamilton County,FL,4.0,0.0,14428.0,2664.0,9020.0,hamilton_fl,1620.0,11.2,13.0,0.0,5079.0,35.2,13.0,0.0,5828.0,40.4,14.0,34.7,hamilton_fl,0.0426096624409691,0.1414950646960286,0.1413885544636953,0.1011310535888952,0.0600751473850321,0.0,0.1098885696264629,0.9399480131754152,0.8073889340528418,0.6251062372976383,0.8994915971686872,0.9401844207723036,3,hamilton_fl
hamilton_ia,13.0,0.172,0.053,0.119,hamilton_ia,IA,Donald Trump,REP,4956,2987,7943,0.624,0.376,hamilton_ia,Hamilton County,IA,1.0,0.0,14773.0,3097.0,8314.0,hamilton_ia,2706.0,18.3,1.0,0.0,8456.0,57.2,4.0,0.0,9992.0,67.6,4.0,53.6,hamilton_ia,0.1078691197702104,0.182198427545355,0.2050122849977532,0.3135722165626285,0.2173406496723519,0.0,0.0414956982131039,0.3238195698213104,0.4920640833884844,0.2831160225016545,0.5024140238252812,0.3692173990734612,5,hamilton_ia
hamilton_il,12.0,0.213,0.054,0.159,hamilton_il,IL,Donald Trump,REP,3432,891,4323,0.794,0.206,hamilton_il,Hamilton County,IL,1.0,0.0,8116.0,1816.0,4527.0,hamilton_il,1261.0,15.5,1.0,0.0,2976.0,36.7,1.0,0.0,3424.0,42.2,2.0,48.2,hamilton_il,0.0556312861616554,0.1287062288054985,0.086676659680293,0.1804118159471084,0.1532002937333998,0.0,0.0615496898187568,0.4172173336577058,0.80267794672181,0.0825804160077849,0.4085619997567206,0.3907593845031017,3,hamilton_il
hamilton_in,20.0,0.101,0.027,0.074,hamilton_in,IN,Donald Trump,REP,101587,92412,193999,0.524,0.476,hamilton_in,Hamilton County,IN,1.0,1.0,338011.0,43311.0,204705.0,hamilton_in,58126.0,17.2,1.0,0.0,220720.0,65.3,4.0,0.0,262341.0,77.6,4.0,50.5,hamilton_in,0.1582838103814786,0.2394615152815681,0.1405529285429418,0.2508513417166144,0.185528504235712,0.0,0.0496749394960375,0.1208101700438159,0.3298040532118508,0.3373694376690552,0.2006172324775779,0.1456155899334061,39,hamilton_in
hamilton_ks,3.0,0.282,0.068,0.214,hamilton_ks,KS,Donald Trump,REP,684,153,837,0.817,0.183,hamilton_ks,Hamilton County,KS,2.0,0.0,2539.0,368.0,1441.0,hamilton_ks,425.0,16.7,5.0,0.0,873.0,34.4,6.0,0.0,1196.0,47.1,7.0,34.4,hamilton_ks,,,,,,0.0,0.2133027522935779,0.5711,0.472,0.7727,0.2081,0.5034,1,hamilton_ks
hamilton_ne,12.0,0.245,0.081,0.164,hamilton_ne,NE,Donald Trump,REP,4309,1257,5566,0.774,0.226,hamilton_ne,Hamilton County,NE,1.0,1.0,9324.0,1904.0,5169.0,hamilton_ne,452.0,4.8,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,60.1,hamilton_ne,0.0719426855211841,0.2830866004129007,0.0492506175934204,0.2030262626689792,0.1173402033973579,0.0,0.0594900849858356,0.1777130747439529,0.5852044236217041,0.1209819132708651,0.3575510023970364,0.2197870668991065,3,hamilton_ne
hamilton_ny,13.0,0.177,0.029,0.149,hamilton_ny,NY,Donald Trump,REP,2225,1235,3460,0.643,0.357,hamilton_ny,Hamilton County,NY,2.0,0.0,4416.0,1407.0,2406.0,hamilton_ny,1902.0,43.1,5.0,0.0,3662.0,82.9,8.0,0.0,4026.0,91.2,8.0,55.0,hamilton_ny,0.1185650981528712,0.1419821702421352,0.1260372696202727,0.1941810044777809,0.0807104856880442,0.0,0.0675409836065573,0.5780652021857924,0.6087627103825137,0.2194893551912568,0.5623388852459017,0.521332306010929,4,hamilton_ny
hamilton_oh,57.0,0.149,0.071,0.078,hamilton_oh,OH,Joe Biden,DEM,246266,184663,430929,0.429,0.571,hamilton_oh,Hamilton County,OH,3.0,1.0,817473.0,128675.0,501735.0,hamilton_oh,98238.0,12.0,9.0,0.0,377339.0,46.2,11.0,0.0,553165.0,67.7,12.0,49.5,hamilton_oh,0.3175208830566614,0.3113113271119486,0.2317026038771052,0.2861290365518141,0.3085732194881663,0.0,0.0610095352797963,0.4435873284099123,0.5149483124537428,0.3978609069537472,0.4538012783900241,0.4377236013876215,222,hamilton_oh
hamilton_tn,30.0,0.205,0.067,0.139,hamilton_tn,TN,Donald Trump,REP,92108,79005,171113,0.538,0.462,hamilton_tn,Hamilton County,TN,2.0,1.0,367804.0,65976.0,225871.0,hamilton_tn,49930.0,13.6,5.0,0.0,195312.0,53.1,7.0,0.0,232984.0,63.3,8.0,46.7,hamilton_tn,0.2531600293280262,0.2718929524292533,0.2316015117542099,0.2477770587862393,0.250906251085661,0.024390243902439,0.0888221375711097,0.4479874693046489,0.4812228826500646,0.3815646277681753,0.4623764449888965,0.4288006930576765,80,hamilton_tn
hamilton_tx,9.0,0.327,0.075,0.251,hamilton_tx,TX,Donald Trump,REP,3616,733,4349,0.831,0.169,hamilton_tx,Hamilton County,TX,3.0,0.0,8461.0,2146.0,4476.0,hamilton_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4797.0,56.7,12.0,41.3,hamilton_tx,0.1826505132760376,0.2503503611607807,0.1424700085398093,0.2259324972936238,0.262636155165278,0.0,0.1699117184665618,0.4816647962268714,0.8075377554722457,0.4717510944491474,0.7244121175474665,0.6611768049340911,3,hamilton_tx
hamlin_sd,10.0,0.241,0.065,0.176,hamlin_sd,SD,Donald Trump,REP,2372,711,3083,0.769,0.231,hamlin_sd,Hamlin County,SD,1.0,0.0,6164.0,953.0,3202.0,hamlin_sd,135.0,2.2,1.0,0.0,0.0,0.0,2.0,0.0,3449.0,56.0,3.0,43.1,hamlin_sd,0.019657568516986,0.193322993976402,0.189646038714232,0.1175211470332042,0.0475175756957359,0.0,0.0508333333333333,0.2746595,0.5822464999999999,0.2889195,0.6947255,0.431172,2,hamlin_sd
hampden_ma,41.0,0.126,0.043,0.083,hampden_ma,MA,Donald Trump,REP,1713,1626,3339,0.513,0.487,hampden_ma,Hampden County,MA,4.0,1.0,466372.0,80807.0,286075.0,hampden_ma,69625.0,14.9,13.0,0.0,284969.0,61.1,16.0,0.0,370603.0,79.5,16.0,44.9,hampden_ma,0.3089630397436891,0.2657704356257364,0.2698437953823271,0.2862096003228433,0.3215619904625869,0.0,0.029941421737907,0.544307458496406,0.620623507192251,0.5701915764970711,0.4995612162023892,0.561048229222623,103,hampden_ma
hampshire_wv,20.0,0.317,0.15,0.167,hampshire_wv,WV,Donald Trump,REP,8033,2053,10086,0.796,0.204,hampshire_wv,Hampshire County,WV,3.0,1.0,23175.0,5430.0,13550.0,hampshire_wv,1806.0,7.8,9.0,0.0,5958.0,25.7,9.0,0.0,12165.0,52.5,11.0,39.5,hampshire_wv,0.1294031220643458,0.2305776376841431,0.0658368210046627,0.2947613560153366,0.2251619128538395,0.0,0.0873603561186491,0.7043228694944998,0.7761351324744253,0.0687869194880794,0.6563189188032359,0.6296679450413046,5,hampshire_wv
hampton_sc,12.0,0.25,0.089,0.16,hampton_sc,SC,Joe Biden,DEM,5323,3982,9305,0.428,0.572,hampton_sc,Hampton County,SC,4.0,0.0,19222.0,3609.0,11536.0,hampton_sc,2603.0,13.5,13.0,0.0,11206.0,58.3,15.0,0.0,14102.0,73.4,16.0,37.7,hampton_sc,0.1154871984247604,0.1734991267989553,0.2532872618194606,0.2612498459329689,0.1365924485467626,0.0,0.0931993739587014,0.8166565608118342,0.5685743121118796,0.5000414348462665,0.6310024839703136,0.7257600292825769,5,hampton_sc
hampton city_va,8.0,0.139,0.041,0.097,hampton city_va,VA,Joe Biden,DEM,46220,19681,65901,0.299,0.701,hampton city_va,Hampton city,VA,3.0,1.0,134510.0,21177.0,85166.0,hampton city_va,14972.0,11.1,9.0,0.0,56088.0,41.7,10.0,0.0,94943.0,70.6,12.0,24.1,hampton city_va,0.2587512716628098,0.2747670787699239,0.1650550453980842,0.2753553041829168,0.2317622151989823,0.0,0.0911471202141861,0.5179806893194574,0.5883338899419543,0.5463195186712199,0.4563350272526791,0.5330344217195371,33,hampton city_va
hancock_ga,4.0,0.198,0.105,0.093,hancock_ga,GA,Joe Biden,DEM,2976,1177,4153,0.283,0.717,hancock_ga,Hancock County,GA,4.0,0.0,8457.0,2015.0,5160.0,hancock_ga,180.0,2.1,13.0,0.0,1000.0,11.8,13.0,0.0,4544.0,53.7,15.0,42.6,hancock_ga,0.2482651908745968,0.3484622217687306,0.0523259018078045,0.5587557784936099,0.2743574311003804,0.0,0.0659636789689513,0.773993157586409,0.4379684475688342,0.5350220269478618,0.7713098066783832,0.7435263034563562,2,hancock_ga
hancock_ia,13.0,0.216,0.046,0.17,hancock_ia,IA,Donald Trump,REP,4390,1782,6172,0.711,0.289,hancock_ia,Hancock County,IA,1.0,0.0,10630.0,2420.0,5873.0,hancock_ia,1869.0,17.6,1.0,0.0,4789.0,45.1,3.0,0.0,5580.0,52.5,3.0,53.6,hancock_ia,0.1679253604035634,0.1853595065451639,0.1234011615288392,0.1428472494193243,0.1315512416006275,0.0,0.0327883908890521,0.2654503306392358,0.5347828067597354,0.2114585506980161,0.5446390337986774,0.3384942872887583,4,hancock_ia
hancock_il,20.0,0.288,0.042,0.246,hancock_il,IL,Donald Trump,REP,6906,2477,9383,0.736,0.264,hancock_il,Hancock County,IL,1.0,0.0,17708.0,4169.0,9840.0,hancock_il,3936.0,22.2,1.0,0.0,8219.0,46.4,2.0,0.0,10094.0,57.0,3.0,37.0,hancock_il,0.096645035346586,0.1798911840397913,0.0664019542167963,0.1897278087908344,0.0971137624497313,0.0,0.0295936395759717,0.4923122128975265,0.6318673862632509,0.0988926899293286,0.5413263361307421,0.4354136539310954,7,hancock_il
hancock_in,14.0,0.17,0.053,0.117,hancock_in,IN,Donald Trump,REP,28996,13915,42911,0.676,0.324,hancock_in,Hancock County,IN,1.0,1.0,78168.0,12875.0,47063.0,hancock_in,14542.0,18.6,1.0,0.0,48162.0,61.6,4.0,0.0,56793.0,72.7,4.0,44.6,hancock_in,0.2036288914777184,0.1918029222926491,0.1046906135026228,0.2877676809897564,0.2045235408890081,0.0,0.0704997968305566,0.2376667005282405,0.5322007842340513,0.1785240132737369,0.2746787809833401,0.2236815305431396,10,hancock_in
hancock_ky,5.0,0.298,0.098,0.2,hancock_ky,KY,Donald Trump,REP,3145,1442,4587,0.686,0.314,hancock_ky,Hancock County,KY,2.0,1.0,8722.0,1541.0,5018.0,hancock_ky,1657.0,19.0,5.0,0.0,4833.0,55.4,7.0,0.0,5790.0,66.4,8.0,45.2,hancock_ky,0.0622869435221647,0.1801711131119525,0.1236669856240271,0.2357155559850332,0.0636870473487349,0.0,0.0407156784034866,0.631956256451428,0.7917317352907444,0.172175329739649,0.395764055510953,0.5219516228925336,3,hancock_ky
hancock_me,43.0,0.105,0.025,0.08,hancock_me,ME,Donald Trump,REP,778,694,1472,0.529,0.471,hancock_me,Hancock County,ME,1.0,0.0,54987.0,13892.0,31742.0,hancock_me,9090.0,16.5,1.0,0.0,38665.0,70.3,4.0,0.0,46937.0,85.4,4.0,59.3,hancock_me,0.1437210408170265,0.2335034344438188,0.072540532787255,0.284136556207626,0.1765055294084712,0.0,0.1138592985093782,0.367188287710163,0.5517274417410755,0.1092013861131992,0.6559090152362442,0.4115171980711758,17,hancock_me
hancock_ms,10.0,0.281,0.088,0.193,hancock_ms,MS,Donald Trump,REP,16132,4825,20957,0.77,0.23,hancock_ms,Hancock County,MS,3.0,1.0,47632.0,9842.0,28328.0,hancock_ms,5907.0,12.4,9.0,0.0,17674.0,37.1,10.0,0.0,24761.0,52.0,11.0,32.7,hancock_ms,0.2016547603726537,0.20299149993933,0.112706933491879,0.2708007130538548,0.2480682413791664,0.0,0.1432919640751934,0.6635032580970142,0.7884397830793304,0.2061606713394637,0.5704596403232375,0.6094674597560714,7,hancock_ms
hancock_oh,23.0,0.292,0.077,0.215,hancock_oh,OH,Donald Trump,REP,26310,12461,38771,0.679,0.321,hancock_oh,Hancock County,OH,1.0,0.0,75783.0,13399.0,45655.0,hancock_oh,8468.0,11.2,1.0,0.0,0.0,0.0,2.0,0.0,40778.0,53.8,4.0,49.9,hancock_oh,0.2078371372999196,0.2294035013033942,0.1379981791035571,0.2692231845085469,0.1991340838061966,0.0,0.0472189192759941,0.388683762716343,0.4629203184040164,0.2178001307966706,0.5504017809486061,0.3854970881226053,13,hancock_oh
hancock_tn,6.0,0.328,0.098,0.23,hancock_tn,TN,Donald Trump,REP,2372,372,2744,0.864,0.136,hancock_tn,Hancock County,TN,4.0,0.0,6620.0,1439.0,3798.0,hancock_tn,839.0,12.7,13.0,0.0,1915.0,28.9,13.0,0.0,2371.0,35.8,14.0,38.8,hancock_tn,0.0082731493398826,0.0364159992311071,0.1214102343297302,0.5343605945426739,0.1543614103330232,0.0,0.113591495823842,0.8391608656036446,0.8215201214882308,0.0951802885345482,0.6107594988610477,0.686942475322703,2,hancock_tn
hancock_wv,5.0,0.182,0.074,0.108,hancock_wv,WV,Donald Trump,REP,9806,3994,13800,0.711,0.289,hancock_wv,Hancock County,WV,2.0,1.0,28810.0,6841.0,16509.0,hancock_wv,2356.0,8.2,5.0,0.0,7143.0,24.8,5.0,0.0,21442.0,74.4,8.0,43.8,hancock_wv,0.2165724552958135,0.265739743788112,0.1150867747149328,0.1668780542791652,0.2076420335749553,0.0,0.0633760107816711,0.5678894609164421,0.6404173551212938,0.1077788477088948,0.4895974932614555,0.4767830458221024,8,hancock_wv
hand_sd,8.0,0.161,0.04,0.121,hand_sd,SD,Donald Trump,REP,1433,403,1836,0.781,0.219,hand_sd,Hand County,SD,1.0,0.0,3191.0,821.0,1680.0,hand_sd,128.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,1740.0,54.5,3.0,49.6,hand_sd,0.0173241161390704,0.0127986327394765,0.0079903066274079,0.5036721602391778,0.1903531454954186,0.0,0.0511966070887609,0.2026045137837019,0.6442493183883671,0.0131252650711905,0.4463304150257497,0.2238830657376552,2,hand_sd
hanover_va,12.0,0.128,0.027,0.101,hanover_va,VA,Donald Trump,REP,44318,26649,70967,0.624,0.376,hanover_va,Hanover County,VA,1.0,1.0,107766.0,19790.0,64629.0,hanover_va,8073.0,7.5,1.0,0.0,33752.0,31.3,1.0,0.0,69718.0,64.7,4.0,31.2,hanover_va,0.1593763084887772,0.19683498957891,0.1294048028627707,0.238917792930238,0.1896225971966129,0.0,0.0503595055960325,0.197459962278241,0.3008045179944279,0.2612758341391492,0.1770509521393215,0.147643240241649,23,hanover_va
hansford_tx,3.0,0.394,0.06,0.334,hansford_tx,TX,Donald Trump,REP,1849,198,2047,0.903,0.097,hansford_tx,Hansford County,TX,4.0,0.0,5399.0,812.0,2984.0,hansford_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2550.0,47.2,15.0,32.5,hansford_tx,0.1666650683256692,0.1922623338046223,0.0067882250993908,0.1301076477383247,0.1606546606855836,0.0,0.1941590048674959,0.7124285559762034,0.8481922120064901,0.8294449972958358,0.5562042184964846,0.7990017306652245,2,hansford_tx
hanson_sd,7.0,0.173,0.046,0.127,hanson_sd,SD,Donald Trump,REP,1793,595,2388,0.751,0.249,hanson_sd,Hanson County,SD,1.0,0.0,3453.0,536.0,1874.0,hanson_sd,99.0,2.9,1.0,0.0,0.0,0.0,1.0,0.0,1900.0,55.0,3.0,38.7,hanson_sd,,,,,,0.0,0.0568148366205475,0.2783,0.579,0.0786,0.0937,0.1325,1,hanson_sd
haralson_ga,6.0,0.343,0.149,0.193,haralson_ga,GA,Donald Trump,REP,12330,1916,14246,0.866,0.134,haralson_ga,Haralson County,GA,3.0,1.0,29792.0,4832.0,17805.0,haralson_ga,771.0,2.6,9.0,0.0,3829.0,12.9,9.0,0.0,11162.0,37.5,10.0,34.0,haralson_ga,0.1128388984348925,0.1191232429041452,0.1132612687550338,0.2429668660537893,0.1145529266321904,0.0,0.1217709628401712,0.6464215602983837,0.8307843175853018,0.153501053322282,0.6645596076806188,0.6337398224892941,5,haralson_ga
hardee_fl,5.0,0.249,0.069,0.18,hardee_fl,FL,Donald Trump,REP,6122,2363,8485,0.722,0.278,hardee_fl,Hardee County,FL,4.0,0.0,26937.0,4695.0,15384.0,hardee_fl,2107.0,7.8,13.0,0.0,10187.0,37.8,14.0,0.0,13121.0,48.7,15.0,27.2,hardee_fl,0.1972662228225264,0.1941457021586279,0.1776846494964229,0.3225880696285383,0.2750929400523879,0.0,0.1139635669164095,0.8126684699573968,0.6679826942852946,0.7682380821213457,0.8038167364477744,0.8593633392096371,6,hardee_fl
hardeman_tn,12.0,0.317,0.093,0.224,hardeman_tn,TN,Donald Trump,REP,5760,4303,10063,0.572,0.428,hardeman_tn,Hardeman County,TN,4.0,0.0,25050.0,4650.0,15630.0,hardeman_tn,3625.0,14.5,13.0,0.0,10709.0,42.8,14.0,0.0,13036.0,52.0,15.0,37.4,hardeman_tn,0.059191511215714,0.2282570042736915,0.0975466948013445,0.2139322291443406,0.0723484254608672,0.0,0.0933025584852515,0.8690206869572021,0.7495821649323214,0.3782376066035521,0.6042216454111572,0.7672897934433925,6,hardeman_tn
hardeman_tx,2.0,0.151,0.039,0.111,hardeman_tx,TX,Donald Trump,REP,1330,250,1580,0.842,0.158,hardeman_tx,Hardeman County,TX,3.0,0.0,3933.0,912.0,2175.0,hardeman_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993.0,50.7,11.0,37.7,hardeman_tx,,,,,,0.0,0.1573886639676113,0.7375,0.8548,0.6797,0.7443,0.8257,1,hardeman_tx
hardin_ia,11.0,0.203,0.041,0.162,hardin_ia,IA,Donald Trump,REP,5850,3139,8989,0.651,0.349,hardin_ia,Hardin County,IA,1.0,0.0,16846.0,3801.0,9757.0,hardin_ia,2964.0,17.6,1.0,0.0,8566.0,50.8,3.0,0.0,9968.0,59.2,4.0,52.9,hardin_ia,0.0661802311872661,0.2390296780736651,0.1412960497206722,0.2839187941413295,0.1911334612253961,0.0,0.0373678986395749,0.2926044899865709,0.4722737724061423,0.2238319437146027,0.5442004145501255,0.3455073976761837,6,hardin_ia
hardin_il,5.0,0.192,0.051,0.142,hardin_il,IL,Donald Trump,REP,1691,471,2162,0.782,0.218,hardin_il,Hardin County,IL,3.0,0.0,3821.0,1021.0,2131.0,hardin_il,674.0,17.6,9.0,0.0,1552.0,40.6,10.0,0.0,1706.0,44.6,11.0,46.1,hardin_il,0.069225753878163,0.10302545801888,0.0341532575313102,0.1351281058847492,0.0458205194208882,0.0,0.0840608630581192,0.7951866300823147,0.6606954851583936,0.0457319281616363,0.7041784983786481,0.6408757545522574,2,hardin_il
hardin_ky,15.0,0.224,0.078,0.146,hardin_ky,KY,Donald Trump,REP,29832,19109,48941,0.61,0.39,hardin_ky,Hardin County,KY,3.0,1.0,110958.0,16027.0,67793.0,hardin_ky,12706.0,11.5,9.0,0.0,62725.0,56.5,11.0,0.0,82562.0,74.4,12.0,34.0,hardin_ky,0.2080959594353848,0.221484319771766,0.1823190948127302,0.2651613080479772,0.2406679951816649,0.0454545454545454,0.0491928568765611,0.5079560116318085,0.7053196286768818,0.3075005722700667,0.4698813453006747,0.4918451692577266,21,hardin_ky
hardin_oh,15.0,0.357,0.06,0.297,hardin_oh,OH,Donald Trump,REP,9949,3298,13247,0.751,0.249,hardin_oh,Hardin County,OH,2.0,0.0,31365.0,5112.0,18977.0,hardin_oh,2612.0,8.3,5.0,0.0,0.0,0.0,5.0,0.0,12774.0,40.7,6.0,43.9,hardin_oh,0.1572362387043927,0.3068933458292729,0.1107421157034494,0.2926055926621069,0.1952710326455928,0.0,0.0898801597869507,0.6258833840593494,0.5511788313994039,0.1295560300551645,0.5547123486145458,0.4971787679918838,7,hardin_oh
hardin_tn,13.0,0.372,0.088,0.284,hardin_tn,TN,Donald Trump,REP,9559,1979,11538,0.828,0.172,hardin_tn,Hardin County,TN,3.0,0.0,25652.0,5982.0,14438.0,hardin_tn,3903.0,15.2,9.0,0.0,9695.0,37.8,10.0,0.0,11797.0,46.0,11.0,40.3,hardin_tn,0.180728802353139,0.1838150882454067,0.1737941358811242,0.3475986018383848,0.2427953823009545,0.0,0.1121803577664817,0.7282271041092702,0.79197951185441,0.1678730588646152,0.4456949788521982,0.5670981684839549,6,hardin_tn
hardin_tx,11.0,0.345,0.089,0.256,hardin_tx,TX,Donald Trump,REP,23858,3777,27635,0.863,0.137,hardin_tx,Hardin County,TX,2.0,1.0,57602.0,9762.0,33787.0,hardin_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24630.0,42.8,6.0,34.3,hardin_tx,0.2024777141496632,0.1967208599190048,0.0905461871091212,0.2727650484141317,0.233605592632306,0.0,0.1466680856347221,0.4605048794764008,0.6538429024991574,0.1782524539278809,0.4702616594831409,0.4251983469022153,11,hardin_tx
harding_nm,7.0,0.221,0.057,0.163,harding_nm,NM,Donald Trump,REP,319,186,505,0.632,0.368,harding_nm,Harding County,NM,2.0,0.0,625.0,245.0,310.0,harding_nm,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,419.0,67.0,8.0,63.9,harding_nm,,,,,,0.0,0.0239651416122004,0.5893,0.5941,0.3896,0.4016,0.5139,1,harding_nm
harding_sd,12.0,0.377,0.106,0.271,harding_sd,SD,Donald Trump,REP,748,65,813,0.92,0.08,harding_sd,Harding County,SD,1.0,0.0,1298.0,236.0,752.0,harding_sd,49.0,3.8,1.0,0.0,197.0,15.2,1.0,0.0,273.0,21.0,1.0,36.5,harding_sd,,,,,,0.0,0.0678871090770404,0.2684,0.1819,0.2684,0.6127,0.2898,1,harding_sd
hardy_wv,9.0,0.25,0.083,0.168,hardy_wv,WV,Donald Trump,REP,4859,1472,6331,0.767,0.233,hardy_wv,Hardy County,WV,2.0,0.0,13776.0,3096.0,7855.0,hardy_wv,1221.0,8.9,5.0,0.0,3615.0,26.2,5.0,0.0,8323.0,60.4,8.0,43.3,hardy_wv,0.1997130691767567,0.4579638013351418,0.1264174170489705,0.177048138463338,0.2370666643232095,0.0,0.0564224823002456,0.5238893656985985,0.6041805085970235,0.4362574411212253,0.3272974931368299,0.4740961782979338,3,hardy_wv
harford_md,24.0,0.148,0.036,0.111,harford_md,MD,Donald Trump,REP,80930,67256,148186,0.546,0.454,harford_md,Harford County,MD,1.0,1.0,255441.0,42293.0,156543.0,harford_md,39733.0,15.6,1.0,0.0,165087.0,64.6,4.0,0.0,195248.0,76.4,4.0,50.0,harford_md,0.1934247453929455,0.2576572830963283,0.1971292296990844,0.2771243833386953,0.241188890321541,0.0,0.0361477940444178,0.2885563553430933,0.3862243358231251,0.310285941639279,0.3346171321581516,0.2731591809580719,57,harford_md
harlan_ky,28.0,0.328,0.074,0.254,harlan_ky,KY,Donald Trump,REP,9367,1604,10971,0.854,0.146,harlan_ky,Harlan County,KY,4.0,0.0,26010.0,4998.0,15035.0,harlan_ky,3140.0,12.1,13.0,0.0,10607.0,40.8,14.0,0.0,13462.0,51.8,15.0,41.3,harlan_ky,0.1350417881452054,0.1271891540544668,0.0698250436968909,0.2476744285255435,0.1310140755796872,0.0,0.0633153976560772,0.8767153276332277,0.8402187218987249,0.0747398651138792,0.663605767671556,0.7351484668681358,11,harlan_ky
harlan_ne,8.0,0.203,0.058,0.145,harlan_ne,NE,Donald Trump,REP,1615,319,1934,0.835,0.165,harlan_ne,Harlan County,NE,1.0,0.0,3380.0,923.0,1750.0,harlan_ne,514.0,15.2,1.0,0.0,1187.0,35.1,2.0,0.0,1366.0,40.4,2.0,59.0,harlan_ne,,,,,,0.0,0.0762070971495055,0.3678,0.7142,0.176,0.47,0.3938,1,harlan_ne
harmon_ok,6.0,0.236,0.091,0.145,harmon_ok,OK,Donald Trump,REP,747,186,933,0.801,0.199,harmon_ok,Harmon County,OK,4.0,0.0,2653.0,533.0,1457.0,harmon_ok,640.0,24.1,13.0,0.0,1251.0,47.2,14.0,0.0,1509.0,56.9,15.0,41.0,harmon_ok,,,,,,0.0,0.12752664461595,0.6843,0.939,0.64,0.6677,0.8031,1,harmon_ok
harnett_nc,16.0,0.188,0.074,0.114,harnett_nc,NC,Donald Trump,REP,35177,23116,58293,0.603,0.397,harnett_nc,Harnett County,NC,4.0,0.0,135976.0,17458.0,83532.0,harnett_nc,15678.0,11.5,13.0,0.0,49259.0,36.2,14.0,0.0,75494.0,55.5,15.0,21.1,harnett_nc,0.1533933342285608,0.2193762223933281,0.112162394224012,0.2538910310369896,0.1890499735708061,0.0,0.1080537890933638,0.6851122176110953,0.5976966638795346,0.5543046854504031,0.518339728139551,0.634905196339396,27,harnett_nc
harney_or,10.0,0.28,0.043,0.238,harney_or,OR,Donald Trump,REP,3475,1006,4481,0.775,0.225,harney_or,Harney County,OR,3.0,0.0,7393.0,1844.0,4063.0,harney_or,1133.0,15.3,9.0,0.0,3023.0,40.9,10.0,0.0,3777.0,51.1,11.0,47.3,harney_or,0.2385778279723411,0.1923330444827409,0.0505581348548381,0.1530886181268875,0.2102935567248792,0.0,0.0668234643054787,0.6836943552850028,0.8376639734366352,0.2484456834532374,0.808613420033204,0.727784947426674,2,harney_or
harper_ks,10.0,0.335,0.063,0.272,harper_ks,KS,Donald Trump,REP,2128,498,2626,0.81,0.19,harper_ks,Harper County,KS,2.0,0.0,5436.0,1277.0,2815.0,harper_ks,958.0,17.6,5.0,0.0,2290.0,42.1,6.0,0.0,2851.0,52.4,7.0,41.1,harper_ks,0.0861079748532813,0.2163608405727185,0.1766281687613841,0.2917274470003351,0.0956214585400857,0.0,0.1122862682883835,0.4926414595452142,0.7531145425700688,0.2944154415653093,0.412667265996827,0.4803881015335801,3,harper_ks
