County_State,Administered_Dose1_Recip_030121,Administered_Dose1_Pop_Pct_030121,Series_Complete_Pop_Pct_SVI_030121,Booster_Doses_Vax_Pct_030121,Administered_Dose1_Recip_090121,Administered_Dose1_Pop_Pct_090121,Series_Complete_Pop_Pct_SVI_090121,Booster_Doses_Vax_Pct_090121,Administered_Dose1_Recip_030122,Administered_Dose1_Pop_Pct_030122,Series_Complete_Pop_Pct_SVI_030122,Booster_Doses_Vax_Pct_030122,county_checkpoint,County,State,SVI_CTGY,Metro_status,Census2019,Census2019_65PlusPop,Census2019_18to64Pop,county_census,n_zipcodes,pct_hesitant_02-24-22,pct_somewhat_hesitant_02-24-22,pct_highly_hesitant_02-24-22,county_vaccine,state,candidate_won,party,winner_votes,nonwinner_votes,total_votes,pct_trump,pct_biden,county_election
brown_mn,4774.0,19.1,1.0,0.0,14906.0,59.6,4.0,0.0,17069.0,68.3,4.0,56.3,brown_mn,Brown County,MN,1.0,0.0,25008.0,5335.0,14221.0,brown_mn,10.0,0.237,0.053,0.184,brown_mn,MN,Donald Trump,REP,9552,5083,14635,0.653,0.347,brown_mn
gordon_ga,399.0,0.7,13.0,0.0,6776.0,11.7,13.0,0.0,24574.0,42.4,14.0,33.9,gordon_ga,Gordon County,GA,4.0,0.0,57963.0,8856.0,35263.0,gordon_ga,8.0,0.346,0.155,0.191,gordon_ga,GA,Donald Trump,REP,19405,4628,24033,0.807,0.193,gordon_ga
el paso_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852496.0,95.0,16.0,34.2,el paso_tx,El Paso County,TX,4.0,1.0,839238.0,105175.0,509644.0,el paso_tx,31.0,0.084,0.038,0.046,el paso_tx,TX,Joe Biden,DEM,178126,89089,267215,0.333,0.667,el paso_tx
bedford_pa,4517.0,9.4,5.0,0.0,17083.0,35.7,6.0,0.0,20570.0,43.0,6.0,46.3,bedford_pa,Bedford County,PA,2.0,0.0,47888.0,11221.0,27499.0,bedford_pa,29.0,0.326,0.097,0.229,bedford_pa,PA,Donald Trump,REP,23025,4549,27574,0.835,0.165,bedford_pa
tom green_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66804.0,56.0,12.0,37.1,tom green_tx,Tom Green County,TX,3.0,1.0,119200.0,18625.0,72242.0,tom green_tx,14.0,0.22,0.099,0.121,tom green_tx,TX,Donald Trump,REP,32313,12897,45210,0.715,0.285,tom green_tx
webster parish_la,5328.0,13.9,13.0,0.0,15221.0,39.7,14.0,0.0,18494.0,48.2,15.0,39.4,webster parish_la,Webster Parish,LA,4.0,1.0,38340.0,7760.0,21991.0,webster parish_la,12.0,0.335,0.127,0.207,webster parish_la,LA,Donald Trump,REP,11830,6386,18216,0.649,0.351,webster parish_la
kittson_mn,1095.0,25.5,1.0,0.0,2168.0,50.4,3.0,0.0,2824.0,65.7,4.0,54.5,kittson_mn,Kittson County,MN,1.0,0.0,4298.0,1069.0,2282.0,kittson_mn,10.0,0.268,0.04,0.228,kittson_mn,MN,Donald Trump,REP,1546,1093,2639,0.586,0.414,kittson_mn
jasper_ga,547.0,3.8,9.0,0.0,2146.0,15.1,9.0,0.0,5652.0,39.7,10.0,33.9,jasper_ga,Jasper County,GA,3.0,1.0,14219.0,2520.0,8404.0,jasper_ga,6.0,0.25,0.097,0.152,jasper_ga,GA,Donald Trump,REP,5822,1822,7644,0.762,0.238,jasper_ga
page_ia,3064.0,20.3,5.0,0.0,7490.0,49.6,7.0,0.0,8759.0,58.0,8.0,52.9,page_ia,Page County,IA,2.0,0.0,15107.0,3488.0,8789.0,page_ia,11.0,0.345,0.11,0.236,page_ia,IA,Donald Trump,REP,5319,2209,7528,0.707,0.293,page_ia
andrew_mo,2428.0,13.7,1.0,0.0,5927.0,33.5,1.0,0.0,7618.0,43.0,2.0,49.2,andrew_mo,Andrew County,MO,1.0,1.0,17712.0,3434.0,10219.0,andrew_mo,15.0,0.278,0.06,0.218,andrew_mo,MO,Donald Trump,REP,7255,2497,9752,0.744,0.256,andrew_mo
orange_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35088.0,42.1,10.0,34.0,orange_tx,Orange County,TX,3.0,1.0,83396.0,13729.0,49015.0,orange_tx,4.0,0.363,0.099,0.265,orange_tx,TX,Donald Trump,REP,29186,6808,35994,0.811,0.189,orange_tx
king william_va,1125.0,6.6,1.0,0.0,5891.0,34.4,2.0,0.0,9713.0,56.6,4.0,35.8,king william_va,King William County,VA,1.0,1.0,17148.0,2803.0,10433.0,king william_va,6.0,0.143,0.035,0.108,king william_va,VA,Donald Trump,REP,7320,3416,10736,0.682,0.318,king william_va
barton_mo,1154.0,9.8,9.0,0.0,3816.0,32.5,9.0,0.0,4459.0,37.9,10.0,37.6,barton_mo,Barton County,MO,3.0,0.0,11754.0,2493.0,6536.0,barton_mo,8.0,0.344,0.086,0.258,barton_mo,MO,Donald Trump,REP,5168,909,6077,0.85,0.15,barton_mo
briscoe_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0,48.0,7.0,67.3,briscoe_tx,Briscoe County,TX,2.0,0.0,1546.0,404.0,840.0,briscoe_tx,4.0,0.331,0.071,0.261,briscoe_tx,TX,Donald Trump,REP,639,86,725,0.881,0.119,briscoe_tx
cimarron_ok,253.0,11.8,5.0,0.0,562.0,26.3,5.0,0.0,843.0,39.4,6.0,27.1,cimarron_ok,Cimarron County,OK,2.0,0.0,2137.0,543.0,1048.0,cimarron_ok,5.0,0.282,0.085,0.197,cimarron_ok,OK,Donald Trump,REP,970,84,1054,0.92,0.08,cimarron_ok
jefferson davis parish_la,3136.0,10.0,13.0,0.0,10355.0,33.0,13.0,0.0,12785.0,40.8,14.0,36.7,jefferson davis parish_la,Jefferson Davis Parish,LA,4.0,0.0,31368.0,5247.0,18134.0,jefferson davis parish_la,10.0,0.365,0.108,0.257,jefferson davis parish_la,LA,Donald Trump,REP,11423,3418,14841,0.77,0.23,jefferson davis parish_la
kimball_ne,137.0,3.8,9.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,44.1,kimball_ne,Kimball County,NE,3.0,0.0,3632.0,905.0,1960.0,kimball_ne,3.0,0.252,0.069,0.184,kimball_ne,NE,Donald Trump,REP,1563,314,1877,0.833,0.167,kimball_ne
wallace_ks,295.0,19.4,1.0,0.0,511.0,33.7,2.0,0.0,589.0,38.8,2.0,46.5,wallace_ks,Wallace County,KS,1.0,0.0,1518.0,368.0,778.0,wallace_ks,3.0,0.299,0.06,0.238,wallace_ks,KS,Donald Trump,REP,762,55,817,0.933,0.067,wallace_ks
platte_mo,13734.0,13.2,1.0,0.0,54067.0,51.8,3.0,0.0,69670.0,66.7,4.0,46.9,platte_mo,Platte County,MO,1.0,1.0,104418.0,15641.0,64309.0,platte_mo,17.0,0.166,0.067,0.099,platte_mo,MO,Donald Trump,REP,28917,28353,57270,0.505,0.495,platte_mo
st. tammany parish_la,44553.0,17.1,5.0,0.0,139519.0,53.6,7.0,0.0,163320.0,62.7,8.0,40.3,st. tammany parish_la,St. Tammany Parish,LA,2.0,1.0,260419.0,45560.0,153108.0,st. tammany parish_la,16.0,0.176,0.064,0.112,st. tammany parish_la,LA,Donald Trump,REP,99666,40444,140110,0.711,0.289,st. tammany parish_la
autauga_al,4877.0,8.7,5.0,0.0,20579.0,36.8,5.0,0.0,30697.0,54.9,7.0,31.7,autauga_al,Autauga County,AL,2.0,1.0,55869.0,8924.0,33980.0,autauga_al,10.0,0.345,0.114,0.231,autauga_al,AL,Donald Trump,REP,19838,7932,27770,0.714,0.286,autauga_al
carroll_ar,3099.0,10.9,9.0,0.0,12180.0,42.9,10.0,0.0,16043.0,56.5,11.0,36.9,carroll_ar,Carroll County,AR,3.0,0.0,28380.0,6772.0,15528.0,carroll_ar,8.0,0.231,0.072,0.159,carroll_ar,AR,Donald Trump,REP,7424,4373,11797,0.629,0.371,carroll_ar
humboldt_nv,1948.0,11.6,9.0,0.0,6384.0,37.9,10.0,0.0,8044.0,47.8,11.0,34.2,humboldt_nv,Humboldt County,NV,3.0,0.0,16831.0,2427.0,9884.0,humboldt_nv,9.0,0.325,0.118,0.207,humboldt_nv,NV,Donald Trump,REP,5877,1894,7771,0.756,0.244,humboldt_nv
leflore_ms,4795.0,17.0,13.0,0.0,16180.0,57.4,15.0,0.0,19801.0,70.3,16.0,36.5,leflore_ms,Leflore County,MS,4.0,0.0,28183.0,4150.0,16227.0,leflore_ms,12.0,0.121,0.059,0.063,leflore_ms,MS,Joe Biden,DEM,7648,3245,10893,0.298,0.702,leflore_ms
pontotoc_ok,8276.0,21.6,9.0,0.0,19149.0,50.0,11.0,0.0,23312.0,60.9,12.0,36.1,pontotoc_ok,Pontotoc County,OK,3.0,0.0,38284.0,6355.0,22719.0,pontotoc_ok,10.0,0.315,0.131,0.183,pontotoc_ok,OK,Donald Trump,REP,10805,4515,15320,0.705,0.295,pontotoc_ok
monroe_ky,1483.0,13.9,9.0,0.0,4405.0,41.4,10.0,0.0,5403.0,50.7,11.0,42.8,monroe_ky,Monroe County,KY,3.0,0.0,10650.0,2048.0,6186.0,monroe_ky,6.0,0.338,0.117,0.22,monroe_ky,KY,Donald Trump,REP,4628,702,5330,0.868,0.132,monroe_ky
walker_ga,3750.0,5.4,9.0,0.0,16520.0,23.7,9.0,0.0,33876.0,48.6,11.0,32.0,walker_ga,Walker County,GA,3.0,1.0,69761.0,13199.0,41547.0,walker_ga,13.0,0.323,0.114,0.208,walker_ga,GA,Donald Trump,REP,23173,6181,29354,0.789,0.211,walker_ga
todd_ky,1217.0,9.9,13.0,0.0,4656.0,37.9,14.0,0.0,5887.0,47.9,15.0,35.5,todd_ky,Todd County,KY,4.0,0.0,12294.0,1995.0,7042.0,todd_ky,9.0,0.264,0.108,0.157,todd_ky,KY,Donald Trump,REP,4062,1301,5363,0.757,0.243,todd_ky
lake_mi,1676.0,14.1,13.0,0.0,6079.0,51.3,16.0,0.0,7653.0,64.6,16.0,43.1,lake_mi,Lake County,MI,4.0,0.0,11853.0,3538.0,6363.0,lake_mi,10.0,0.299,0.054,0.245,lake_mi,MI,Donald Trump,REP,3946,2377,6323,0.624,0.376,lake_mi
kent_mi,99491.0,15.1,5.0,0.0,0.0,0.0,8.0,0.0,400059.0,60.9,8.0,52.8,kent_mi,Kent County,MI,2.0,1.0,656955.0,92820.0,407070.0,kent_mi,38.0,0.173,0.05,0.123,kent_mi,MI,Joe Biden,DEM,187915,173133,361048,0.48,0.52,kent_mi
nye_nv,6092.0,13.1,9.0,0.0,19910.0,42.8,10.0,0.0,24864.0,53.4,11.0,42.7,nye_nv,Nye County,NV,3.0,0.0,46523.0,14096.0,24707.0,nye_nv,15.0,0.322,0.098,0.224,nye_nv,NV,Donald Trump,REP,17528,7850,25378,0.691,0.309,nye_nv
lincoln_or,8088.0,16.2,9.0,0.0,32873.0,65.8,12.0,0.0,38832.0,77.7,12.0,58.0,lincoln_or,Lincoln County,OR,3.0,0.0,49962.0,14656.0,27082.0,lincoln_or,18.0,0.143,0.032,0.11,lincoln_or,OR,Joe Biden,DEM,17385,13341,30726,0.434,0.566,lincoln_or
berkeley_sc,19985.0,8.8,9.0,0.0,98291.0,43.1,10.0,0.0,140876.0,61.8,12.0,32.0,berkeley_sc,Berkeley County,SC,3.0,1.0,227907.0,32276.0,141472.0,berkeley_sc,17.0,0.196,0.057,0.139,berkeley_sc,SC,Donald Trump,REP,57397,47061,104458,0.549,0.451,berkeley_sc
lubbock_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171995.0,55.4,11.0,35.0,lubbock_tx,Lubbock County,TX,3.0,1.0,310569.0,39476.0,197568.0,lubbock_tx,24.0,0.242,0.076,0.165,lubbock_tx,TX,Donald Trump,REP,78861,41910,120771,0.653,0.347,lubbock_tx
sumter_fl,40569.0,30.6,1.0,0.0,105754.0,79.9,4.0,0.0,118589.0,89.6,4.0,54.8,sumter_fl,Sumter County,FL,1.0,1.0,132420.0,77034.0,45991.0,sumter_fl,10.0,0.148,0.029,0.119,sumter_fl,FL,Donald Trump,REP,62761,29724,92485,0.679,0.321,sumter_fl
boone_ia,5073.0,19.3,1.0,0.0,15474.0,59.0,4.0,0.0,18015.0,68.7,4.0,52.9,boone_ia,Boone County,IA,1.0,0.0,26234.0,4987.0,15711.0,boone_ia,15.0,0.175,0.044,0.13,boone_ia,IA,Donald Trump,REP,8695,6645,15340,0.567,0.433,boone_ia
dade_ga,604.0,3.7,9.0,0.0,3485.0,21.6,9.0,0.0,8969.0,55.7,11.0,31.0,dade_ga,Dade County,GA,3.0,1.0,16116.0,3240.0,9788.0,dade_ga,5.0,0.328,0.104,0.224,dade_ga,GA,Donald Trump,REP,6066,1368,7434,0.816,0.184,dade_ga
chase_ks,566.0,21.4,5.0,0.0,1071.0,40.4,6.0,0.0,1341.0,50.6,7.0,50.8,chase_ks,Chase County,KS,2.0,0.0,2648.0,687.0,1439.0,chase_ks,10.0,0.216,0.04,0.175,chase_ks,KS,Donald Trump,REP,1114,364,1478,0.754,0.246,chase_ks
gosper_ne,60.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,59.7,gosper_ne,Gosper County,NE,1.0,0.0,1990.0,487.0,1075.0,gosper_ne,8.0,0.295,0.059,0.236,gosper_ne,NE,Donald Trump,REP,893,228,1121,0.797,0.203,gosper_ne
reeves_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19437.0,95.0,16.0,26.6,reeves_tx,Reeves County,TX,4.0,0.0,15976.0,1878.0,10517.0,reeves_tx,5.0,0.315,0.129,0.186,reeves_tx,TX,Donald Trump,REP,2254,1433,3687,0.611,0.389,reeves_tx
runnels_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5054.0,49.2,11.0,36.2,runnels_tx,Runnels County,TX,3.0,0.0,10264.0,2153.0,5732.0,runnels_tx,10.0,0.368,0.102,0.266,runnels_tx,TX,Donald Trump,REP,3807,602,4409,0.863,0.137,runnels_tx
amite_ms,1281.0,10.4,13.0,0.0,4413.0,35.9,13.0,0.0,5554.0,45.2,14.0,37.4,amite_ms,Amite County,MS,4.0,0.0,12297.0,2967.0,6836.0,amite_ms,9.0,0.292,0.135,0.156,amite_ms,MS,Donald Trump,REP,4503,2704,7207,0.625,0.375,amite_ms
rowan_nc,19601.0,13.8,13.0,0.0,57597.0,40.5,14.0,0.0,81537.0,57.4,15.0,22.8,rowan_nc,Rowan County,NC,4.0,1.0,142088.0,25371.0,85358.0,rowan_nc,17.0,0.312,0.109,0.203,rowan_nc,NC,Donald Trump,REP,49297,24111,73408,0.672,0.328,rowan_nc
halifax_nc,8758.0,17.5,13.0,0.0,24658.0,49.3,15.0,0.0,33133.0,66.3,16.0,36.0,halifax_nc,Halifax County,NC,4.0,0.0,50010.0,10690.0,28701.0,halifax_nc,9.0,0.201,0.079,0.122,halifax_nc,NC,Joe Biden,DEM,15545,10214,25759,0.397,0.603,halifax_nc
sauk_wi,12808.0,19.9,1.0,0.0,37438.0,58.1,4.0,0.0,43553.0,67.6,4.0,57.5,sauk_wi,Sauk County,WI,1.0,0.0,64442.0,12281.0,37544.0,sauk_wi,17.0,0.195,0.047,0.148,sauk_wi,WI,Joe Biden,DEM,18108,18095,36203,0.5,0.5,sauk_wi
green_ky,1211.0,11.1,9.0,0.0,4211.0,38.5,10.0,0.0,5170.0,47.3,11.0,41.2,green_ky,Green County,KY,3.0,0.0,10941.0,2307.0,6386.0,green_ky,8.0,0.311,0.094,0.217,green_ky,KY,Donald Trump,REP,4838,974,5812,0.832,0.168,green_ky
