County_State,Administered_Dose1_Recip_030121,Administered_Dose1_Pop_Pct_030121,Series_Complete_Pop_Pct_SVI_030121,Booster_Doses_Vax_Pct_030121,Administered_Dose1_Recip_090121,Administered_Dose1_Pop_Pct_090121,Series_Complete_Pop_Pct_SVI_090121,Booster_Doses_Vax_Pct_090121,Administered_Dose1_Recip_030122,Administered_Dose1_Pop_Pct_030122,Series_Complete_Pop_Pct_SVI_030122,Booster_Doses_Vax_Pct_030122,county_checkpoint,County,State,SVI_CTGY,Metro_status,Census2019,Census2019_65PlusPop,Census2019_18to64Pop,county_census,n_zipcodes,pct_hesitant_02-24-22,pct_somewhat_hesitant_02-24-22,pct_highly_hesitant_02-24-22,county_vaccine,state,candidate_won,party,winner_votes,nonwinner_votes,total_votes,pct_trump,pct_biden,county_election
buffalo_ne,1025.0,2.1,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,60.3,buffalo_ne,Buffalo County,NE,2.0,0.0,49659.0,7473.0,30607.0,buffalo_ne,13.0,0.203,0.058,0.145,buffalo_ne,NE,Donald Trump,REP,16640,7071,23711,0.702,0.298,buffalo_ne
gallatin_mt,13607.0,11.9,1.0,0.0,65248.0,57.0,3.0,0.0,79174.0,69.2,4.0,47.3,gallatin_mt,Gallatin County,MT,1.0,0.0,114434.0,15030.0,76858.0,gallatin_mt,10.0,0.202,0.04,0.162,gallatin_mt,MT,Joe Biden,DEM,37044,34463,71507,0.482,0.518,gallatin_mt
elk_pa,7844.0,26.2,1.0,0.0,16655.0,55.7,3.0,0.0,18381.0,61.5,4.0,47.5,elk_pa,Elk County,PA,1.0,0.0,29910.0,6737.0,17436.0,elk_pa,15.0,0.278,0.131,0.147,elk_pa,PA,Donald Trump,REP,12140,4766,16906,0.718,0.282,elk_pa
washington_id,1369.0,13.4,13.0,0.0,3621.0,35.5,14.0,0.0,4564.0,44.8,15.0,38.0,washington_id,Washington County,ID,4.0,0.0,10194.0,2643.0,5245.0,washington_id,4.0,0.355,0.047,0.307,washington_id,ID,Donald Trump,REP,4154,1190,5344,0.777,0.223,washington_id
monroe_ia,1321.0,17.1,5.0,0.0,3278.0,42.5,6.0,0.0,3770.0,48.9,7.0,52.6,monroe_ia,Monroe County,IA,2.0,0.0,7707.0,1564.0,4372.0,monroe_ia,7.0,0.286,0.097,0.189,monroe_ia,IA,Donald Trump,REP,2975,1113,4088,0.728,0.272,monroe_ia
lewis_ny,3670.0,14.0,5.0,0.0,11991.0,45.6,7.0,0.0,14391.0,54.7,8.0,56.9,lewis_ny,Lewis County,NY,2.0,0.0,26296.0,5000.0,15288.0,lewis_ny,23.0,0.198,0.05,0.149,lewis_ny,NY,Donald Trump,REP,8894,4050,12944,0.687,0.313,lewis_ny
carroll_md,26907.0,16.0,1.0,0.0,112634.0,66.9,4.0,0.0,135318.0,80.3,4.0,54.7,carroll_md,Carroll County,MD,1.0,1.0,168447.0,29112.0,102975.0,carroll_md,15.0,0.122,0.027,0.095,carroll_md,MD,Donald Trump,REP,60218,40109,100327,0.6,0.4,carroll_md
wayne_nc,17196.0,14.0,13.0,0.0,57647.0,46.8,14.0,0.0,80220.0,65.2,15.0,21.4,wayne_nc,Wayne County,NC,4.0,1.0,123131.0,20802.0,73229.0,wayne_nc,13.0,0.223,0.068,0.154,wayne_nc,NC,Donald Trump,REP,30709,24828,55537,0.553,0.447,wayne_nc
madison_va,2122.0,16.0,1.0,0.0,6080.0,45.8,3.0,0.0,8195.0,61.8,4.0,44.1,madison_va,Madison County,VA,1.0,0.0,13261.0,3036.0,7554.0,madison_va,21.0,0.176,0.04,0.136,madison_va,VA,Donald Trump,REP,5300,2829,8129,0.652,0.348,madison_va
adams_oh,2121.0,7.7,13.0,0.0,6630.0,23.9,13.0,0.0,10702.0,38.6,14.0,40.4,adams_oh,Adams County,OH,4.0,0.0,27698.0,5112.0,15999.0,adams_oh,10.0,0.256,0.1,0.156,adams_oh,OH,Donald Trump,REP,9870,2275,12145,0.813,0.187,adams_oh
sevier_ar,1559.0,9.2,13.0,0.0,6655.0,39.1,14.0,0.0,8955.0,52.7,15.0,29.4,sevier_ar,Sevier County,AR,4.0,0.0,17007.0,2542.0,9599.0,sevier_ar,6.0,0.35,0.082,0.268,sevier_ar,AR,Donald Trump,REP,3884,1318,5202,0.747,0.253,sevier_ar
dallas_mo,1742.0,10.3,9.0,0.0,5836.0,34.6,9.0,0.0,6769.0,40.1,10.0,40.6,dallas_mo,Dallas County,MO,3.0,1.0,16878.0,3507.0,9373.0,dallas_mo,13.0,0.344,0.082,0.262,dallas_mo,MO,Donald Trump,REP,6619,1485,8104,0.817,0.183,dallas_mo
screven_ga,1566.0,11.2,13.0,0.0,5030.0,36.0,13.0,0.0,7497.0,53.7,15.0,38.8,screven_ga,Screven County,GA,4.0,0.0,13966.0,2730.0,8278.0,screven_ga,5.0,0.147,0.062,0.085,screven_ga,GA,Donald Trump,REP,3915,2712,6627,0.591,0.409,screven_ga
harris_ga,1510.0,4.3,1.0,0.0,6894.0,19.6,1.0,0.0,19742.0,56.0,3.0,29.9,harris_ga,Harris County,GA,1.0,1.0,35236.0,6807.0,20914.0,harris_ga,12.0,0.208,0.075,0.133,harris_ga,GA,Donald Trump,REP,14319,5672,19991,0.716,0.284,harris_ga
johnson_wy,1593.0,18.9,1.0,0.0,3312.0,39.2,2.0,0.0,3994.0,47.3,3.0,46.7,johnson_wy,Johnson County,WY,1.0,0.0,8445.0,2078.0,4540.0,johnson_wy,5.0,0.334,0.074,0.26,johnson_wy,WY,Donald Trump,REP,3881,1033,4914,0.79,0.21,johnson_wy
antelope_ne,382.0,6.1,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,59.8,antelope_ne,Antelope County,NE,1.0,0.0,6298.0,1515.0,3297.0,antelope_ne,11.0,0.309,0.067,0.242,antelope_ne,NE,Donald Trump,REP,3093,490,3583,0.863,0.137,antelope_ne
wayne_oh,8934.0,7.7,5.0,0.0,38064.0,32.9,6.0,0.0,55018.0,47.5,7.0,52.2,wayne_oh,Wayne County,OH,2.0,0.0,115710.0,21182.0,66548.0,wayne_oh,22.0,0.342,0.073,0.269,wayne_oh,OH,Donald Trump,REP,36759,17524,54283,0.677,0.323,wayne_oh
pawnee_ok,2499.0,15.3,9.0,0.0,7754.0,47.3,10.0,0.0,9456.0,57.7,11.0,40.2,pawnee_ok,Pawnee County,OK,3.0,1.0,16376.0,3193.0,9357.0,pawnee_ok,12.0,0.278,0.062,0.216,pawnee_ok,OK,Donald Trump,REP,5267,1519,6786,0.776,0.224,pawnee_ok
moniteau_mo,2105.0,13.0,9.0,0.0,5504.0,34.1,9.0,0.0,6415.0,39.8,10.0,43.7,moniteau_mo,Moniteau County,MO,3.0,1.0,16132.0,2610.0,9614.0,moniteau_mo,11.0,0.282,0.106,0.176,moniteau_mo,MO,Donald Trump,REP,5744,1413,7157,0.803,0.197,moniteau_mo
jefferson_ny,19717.0,18.0,9.0,0.0,74358.0,67.7,12.0,0.0,94784.0,86.3,12.0,38.9,jefferson_ny,Jefferson County,NY,3.0,1.0,109834.0,15611.0,67874.0,jefferson_ny,41.0,0.239,0.043,0.196,jefferson_ny,NY,Donald Trump,REP,25629,18226,43855,0.584,0.416,jefferson_ny
norfolk city_va,24708.0,10.2,13.0,0.0,110024.0,45.3,14.0,0.0,195323.0,80.5,16.0,26.7,norfolk city_va,Norfolk city,VA,4.0,1.0,242742.0,28107.0,167618.0,norfolk city_va,14.0,0.126,0.04,0.086,norfolk city_va,VA,Joe Biden,DEM,64440,25441,89881,0.283,0.717,norfolk city_va
miami_oh,9340.0,8.7,1.0,0.0,36191.0,33.8,2.0,0.0,53630.0,50.1,3.0,46.1,miami_oh,Miami County,OH,1.0,1.0,106987.0,20255.0,62180.0,miami_oh,17.0,0.355,0.088,0.267,miami_oh,OH,Donald Trump,REP,41371,16601,57972,0.714,0.286,miami_oh
yalobusha_ms,2055.0,17.0,9.0,0.0,7231.0,59.7,11.0,0.0,8822.0,72.9,12.0,37.4,yalobusha_ms,Yalobusha County,MS,3.0,0.0,12108.0,2545.0,6896.0,yalobusha_ms,6.0,0.249,0.081,0.169,yalobusha_ms,MS,Donald Trump,REP,3671,2867,6538,0.561,0.439,yalobusha_ms
okeechobee_fl,4959.0,11.8,13.0,0.0,18526.0,43.9,14.0,0.0,22664.0,53.7,15.0,31.5,okeechobee_fl,Okeechobee County,FL,4.0,0.0,42168.0,8482.0,24725.0,okeechobee_fl,2.0,0.225,0.127,0.097,okeechobee_fl,FL,Donald Trump,REP,11470,4484,15954,0.719,0.281,okeechobee_fl
kandiyohi_mn,7353.0,17.0,5.0,0.0,20900.0,48.4,7.0,0.0,24928.0,57.7,8.0,56.2,kandiyohi_mn,Kandiyohi County,MN,2.0,0.0,43199.0,8244.0,24292.0,kandiyohi_mn,16.0,0.209,0.042,0.167,kandiyohi_mn,MN,Donald Trump,REP,14437,8930,23367,0.618,0.382,kandiyohi_mn
nantucket_ma,0.0,0.0,0.0,0.0,199.0,1.7,1.0,0.0,0.0,0.0,0.0,0.0,nantucket_ma,Nantucket County,MA,1.0,0.0,11399.0,1692.0,7337.0,nantucket_ma,3.0,0.054,0.018,0.035,nantucket_ma,MA,Joe Biden,DEM,5241,2065,7306,0.283,0.717,nantucket_ma
anderson_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25593.0,44.3,14.0,30.8,anderson_tx,Anderson County,TX,4.0,0.0,57735.0,8658.0,38097.0,anderson_tx,10.0,0.352,0.065,0.287,anderson_tx,TX,Donald Trump,REP,15110,4117,19227,0.786,0.214,anderson_tx
pemiscot_mo,1364.0,8.6,13.0,0.0,4893.0,31.0,13.0,0.0,6252.0,39.6,14.0,20.1,pemiscot_mo,Pemiscot County,MO,4.0,0.0,15805.0,2783.0,8992.0,pemiscot_mo,12.0,0.302,0.108,0.195,pemiscot_mo,MO,Donald Trump,REP,4120,1615,5735,0.718,0.282,pemiscot_mo
washington_md,21997.0,14.6,9.0,0.0,79816.0,52.8,11.0,0.0,99004.0,65.5,12.0,48.5,washington_md,Washington County,MD,3.0,1.0,151049.0,26429.0,91854.0,washington_md,20.0,0.171,0.058,0.113,washington_md,MD,Donald Trump,REP,40224,27555,67779,0.593,0.407,washington_md
grundy_tn,1198.0,8.9,13.0,0.0,3507.0,26.1,13.0,0.0,4675.0,34.8,14.0,37.2,grundy_tn,Grundy County,TN,4.0,0.0,13427.0,2820.0,7742.0,grundy_tn,11.0,0.412,0.161,0.251,grundy_tn,TN,Donald Trump,REP,4802,1053,5855,0.82,0.18,grundy_tn
adams_co,3829.0,0.7,9.0,0.0,308487.0,59.6,12.0,0.0,376913.0,72.8,12.0,44.7,adams_co,Adams County,CO,3.0,1.0,517421.0,55528.0,326702.0,adams_co,34.0,0.132,0.031,0.101,adams_co,CO,Joe Biden,DEM,134202,102533,236735,0.433,0.567,adams_co
delaware_ny,4840.0,11.0,9.0,0.0,23385.0,53.0,11.0,0.0,27359.0,62.0,12.0,51.5,delaware_ny,Delaware County,NY,3.0,0.0,44135.0,11116.0,25810.0,delaware_ny,47.0,0.196,0.039,0.157,delaware_ny,NY,Donald Trump,REP,13387,9584,22971,0.583,0.417,delaware_ny
chester_sc,3261.0,10.1,9.0,0.0,13245.0,41.1,10.0,0.0,17110.0,53.1,11.0,41.4,chester_sc,Chester County,SC,3.0,1.0,32244.0,6184.0,18849.0,chester_sc,11.0,0.288,0.09,0.198,chester_sc,SC,Donald Trump,REP,8660,7097,15757,0.55,0.45,chester_sc
pleasants_wv,274.0,3.7,5.0,0.0,999.0,13.4,5.0,0.0,4359.0,58.4,8.0,42.9,pleasants_wv,Pleasants County,WV,2.0,0.0,7460.0,1461.0,4616.0,pleasants_wv,5.0,0.307,0.086,0.221,pleasants_wv,WV,Donald Trump,REP,2742,749,3491,0.785,0.215,pleasants_wv
logan_nd,339.0,18.3,1.0,0.0,623.0,33.7,1.0,0.0,802.0,43.4,2.0,47.4,logan_nd,Logan County,ND,1.0,0.0,1850.0,492.0,941.0,logan_nd,7.0,0.346,0.048,0.298,logan_nd,ND,Donald Trump,REP,930,146,1076,0.864,0.136,logan_nd
clark_nv,310968.0,13.7,9.0,0.0,1248573.0,55.1,11.0,0.0,1597069.0,70.5,12.0,36.6,clark_nv,Clark County,NV,3.0,1.0,2266715.0,342659.0,1403258.0,clark_nv,73.0,0.151,0.052,0.099,clark_nv,NV,Joe Biden,DEM,521852,450658,972510,0.463,0.537,clark_nv
shiawassee_mi,8001.0,11.7,1.0,0.0,30118.0,44.2,3.0,0.0,35769.0,52.5,4.0,55.1,shiawassee_mi,Shiawassee County,MI,1.0,0.0,68122.0,12971.0,40971.0,shiawassee_mi,19.0,0.223,0.056,0.167,shiawassee_mi,MI,Donald Trump,REP,23149,16075,39224,0.59,0.41,shiawassee_mi
greene_in,4420.0,13.8,5.0,0.0,11839.0,37.1,6.0,0.0,14472.0,45.3,7.0,43.4,greene_in,Greene County,IN,2.0,0.0,31922.0,6332.0,18702.0,greene_in,16.0,0.323,0.095,0.228,greene_in,IN,Donald Trump,REP,11103,3681,14784,0.751,0.249,greene_in
bledsoe_tn,1604.0,10.6,13.0,0.0,4870.0,32.3,13.0,0.0,6364.0,42.2,14.0,38.7,bledsoe_tn,Bledsoe County,TN,4.0,0.0,15064.0,2839.0,10037.0,bledsoe_tn,9.0,0.358,0.098,0.26,bledsoe_tn,TN,Donald Trump,REP,4725,1033,5758,0.821,0.179,bledsoe_tn
berrien_ga,984.0,5.1,13.0,0.0,3314.0,17.1,13.0,0.0,7704.0,39.7,14.0,27.1,berrien_ga,Berrien County,GA,4.0,0.0,19397.0,3342.0,11418.0,berrien_ga,6.0,0.414,0.123,0.29,berrien_ga,GA,Donald Trump,REP,6419,1324,7743,0.829,0.171,berrien_ga
coweta_ga,7840.0,5.3,1.0,0.0,39340.0,26.5,1.0,0.0,75038.0,50.5,3.0,36.6,coweta_ga,Coweta County,GA,1.0,1.0,148509.0,21189.0,91566.0,coweta_ga,10.0,0.282,0.085,0.197,coweta_ga,GA,Donald Trump,REP,51501,25298,76799,0.671,0.329,coweta_ga
northumberland_va,1134.0,9.4,1.0,0.0,3017.0,24.9,1.0,0.0,7200.0,59.5,4.0,26.2,northumberland_va,Northumberland County,VA,1.0,0.0,12095.0,4540.0,5800.0,northumberland_va,8.0,0.145,0.059,0.086,northumberland_va,VA,Donald Trump,REP,4485,3330,7815,0.574,0.426,northumberland_va
jones_ia,3551.0,17.2,1.0,0.0,11292.0,54.6,4.0,0.0,12804.0,61.9,4.0,56.9,jones_ia,Jones County,IA,1.0,1.0,20681.0,4375.0,11953.0,jones_ia,15.0,0.265,0.056,0.209,jones_ia,IA,Donald Trump,REP,6572,4417,10989,0.598,0.402,jones_ia
smyth_va,3551.0,11.8,13.0,0.0,9685.0,32.2,13.0,0.0,16659.0,55.3,15.0,31.1,smyth_va,Smyth County,VA,4.0,0.0,30104.0,6802.0,17550.0,smyth_va,8.0,0.219,0.072,0.146,smyth_va,VA,Donald Trump,REP,10963,3173,14136,0.776,0.224,smyth_va
champaign_oh,4242.0,10.9,5.0,0.0,12664.0,32.6,6.0,0.0,18885.0,48.6,7.0,44.2,champaign_oh,Champaign County,OH,2.0,0.0,38885.0,7188.0,23032.0,champaign_oh,17.0,0.403,0.09,0.313,champaign_oh,OH,Donald Trump,REP,14589,5383,19972,0.73,0.27,champaign_oh
jackson_or,30934.0,14.0,9.0,0.0,117764.0,53.3,11.0,0.0,141062.0,63.8,12.0,48.5,jackson_or,Jackson County,OR,3.0,1.0,220944.0,49848.0,125957.0,jackson_or,18.0,0.195,0.033,0.162,jackson_or,OR,Donald Trump,REP,63869,63296,127165,0.502,0.498,jackson_or
tishomingo_ms,2147.0,11.1,9.0,0.0,6962.0,35.9,9.0,0.0,8622.0,44.5,10.0,38.3,tishomingo_ms,Tishomingo County,MS,3.0,0.0,19383.0,4024.0,11196.0,tishomingo_ms,8.0,0.336,0.115,0.221,tishomingo_ms,MS,Donald Trump,REP,7933,1214,9147,0.867,0.133,tishomingo_ms
fauquier_va,6468.0,9.1,1.0,0.0,27310.0,38.3,2.0,0.0,54138.0,76.0,4.0,31.3,fauquier_va,Fauquier County,VA,1.0,1.0,71222.0,12072.0,42698.0,fauquier_va,23.0,0.11,0.024,0.086,fauquier_va,VA,Donald Trump,REP,25106,18555,43661,0.575,0.425,fauquier_va
calloway_ky,3656.0,9.4,5.0,0.0,17389.0,44.6,6.0,0.0,20407.0,52.3,7.0,42.7,calloway_ky,Calloway County,KY,2.0,0.0,39001.0,6812.0,25201.0,calloway_ky,9.0,0.299,0.094,0.206,calloway_ky,KY,Donald Trump,REP,11352,6105,17457,0.65,0.35,calloway_ky
white_ar,10347.0,13.1,9.0,0.0,34714.0,44.1,10.0,0.0,40463.0,51.4,11.0,35.2,white_ar,White County,AR,3.0,0.0,78753.0,13195.0,47437.0,white_ar,18.0,0.343,0.08,0.263,white_ar,AR,Donald Trump,REP,24182,6703,30885,0.783,0.217,white_ar
washington_va,10100.0,18.8,5.0,0.0,22835.0,42.5,6.0,0.0,35525.0,66.1,8.0,36.9,washington_va,Washington County,VA,2.0,1.0,53740.0,12702.0,31375.0,washington_va,10.0,0.217,0.062,0.154,washington_va,VA,Donald Trump,REP,21679,7006,28685,0.756,0.244,washington_va
benton_or,16860.0,18.1,5.0,0.0,64502.0,69.3,8.0,0.0,75007.0,80.6,8.0,58.3,benton_or,Benton County,OR,2.0,1.0,93053.0,15639.0,62401.0,benton_or,10.0,0.148,0.048,0.101,benton_or,OR,Joe Biden,DEM,35827,16972,52799,0.321,0.679,benton_or
houston_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10875.0,47.3,15.0,39.0,houston_tx,Houston County,TX,4.0,0.0,22968.0,5176.0,13252.0,houston_tx,8.0,0.368,0.068,0.3,houston_tx,TX,Donald Trump,REP,7060,2377,9437,0.748,0.252,houston_tx
king_wa,325012.0,14.4,5.0,0.0,1706366.0,75.7,8.0,0.0,1980947.0,87.9,8.0,58.1,king_wa,King County,WA,2.0,1.0,2252782.0,304315.0,1496851.0,king_wa,87.0,0.07,0.019,0.052,king_wa,WA,Joe Biden,DEM,907310,303197,1210507,0.25,0.75,king_wa
union_tn,1792.0,9.0,9.0,0.0,6350.0,31.8,9.0,0.0,7760.0,38.9,10.0,42.9,union_tn,Union County,TN,3.0,1.0,19972.0,3715.0,11958.0,union_tn,10.0,0.354,0.096,0.258,union_tn,TN,Donald Trump,REP,6803,1320,8123,0.837,0.163,union_tn
uinta_wy,3041.0,15.0,5.0,0.0,8496.0,42.0,6.0,0.0,11935.0,59.0,8.0,38.7,uinta_wy,Uinta County,WY,2.0,0.0,20226.0,3025.0,11449.0,uinta_wy,6.0,0.296,0.051,0.245,uinta_wy,WY,Donald Trump,REP,7496,1906,9402,0.797,0.203,uinta_wy
essex_va,477.0,4.4,9.0,0.0,1620.0,14.8,9.0,0.0,5512.0,50.3,11.0,15.0,essex_va,Essex County,VA,3.0,0.0,10953.0,2600.0,6335.0,essex_va,10.0,0.11,0.035,0.075,essex_va,VA,Donald Trump,REP,3075,3103,6178,0.498,0.502,essex_va
lunenburg_va,1497.0,12.3,13.0,0.0,4539.0,37.2,14.0,0.0,6623.0,54.3,15.0,44.4,lunenburg_va,Lunenburg County,VA,4.0,0.0,12196.0,2768.0,7124.0,lunenburg_va,12.0,0.184,0.066,0.118,lunenburg_va,VA,Donald Trump,REP,3537,2463,6000,0.59,0.41,lunenburg_va
saunders_ne,2431.0,11.3,1.0,0.0,9423.0,43.7,3.0,0.0,11479.0,53.2,4.0,53.4,saunders_ne,Saunders County,NE,1.0,1.0,21578.0,4083.0,12233.0,saunders_ne,17.0,0.191,0.062,0.129,saunders_ne,NE,Donald Trump,REP,9108,3678,12786,0.712,0.288,saunders_ne
schuylkill_pa,21591.0,15.3,5.0,0.0,89143.0,63.1,8.0,0.0,95043.0,67.2,8.0,46.2,schuylkill_pa,Schuylkill County,PA,2.0,0.0,141359.0,29322.0,84239.0,schuylkill_pa,59.0,0.26,0.062,0.198,schuylkill_pa,PA,Donald Trump,REP,48871,21732,70603,0.692,0.308,schuylkill_pa
richmond_ny,74693.0,15.7,5.0,0.0,292685.0,61.5,8.0,0.0,391843.0,82.3,8.0,40.2,richmond_ny,Richmond County,NY,2.0,1.0,476143.0,79301.0,293156.0,richmond_ny,13.0,0.131,0.039,0.092,richmond_ny,NY,Donald Trump,REP,123320,92958,216278,0.57,0.43,richmond_ny
hartford_ct,97341.0,10.9,9.0,0.0,628177.0,70.4,12.0,0.0,773043.0,86.7,12.0,51.2,hartford_ct,Hartford County,CT,3.0,1.0,891720.0,155502.0,549955.0,hartford_ct,60.0,0.102,0.019,0.083,hartford_ct,CT,Joe Biden,DEM,28301,4386,32687,0.134,0.866,hartford_ct
maui_hi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,maui_hi,Maui County,HI,2.0,1.0,167417.0,31749.0,99534.0,maui_hi,14.0,0.175,0.027,0.148,maui_hi,HI,Joe Biden,DEM,47305,23739,71044,0.334,0.666,maui_hi
union_pa,8062.0,17.9,5.0,0.0,25464.0,56.7,8.0,0.0,28731.0,64.0,8.0,50.7,union_pa,Union County,PA,2.0,0.0,44923.0,8341.0,28665.0,union_pa,14.0,0.157,0.035,0.122,union_pa,PA,Donald Trump,REP,12356,7759,20115,0.614,0.386,union_pa
tallapoosa_al,4243.0,10.5,13.0,0.0,12291.0,30.4,13.0,0.0,18282.0,45.3,14.0,40.3,tallapoosa_al,Tallapoosa County,AL,4.0,0.0,40367.0,8987.0,23147.0,tallapoosa_al,12.0,0.265,0.099,0.166,tallapoosa_al,AL,Donald Trump,REP,14963,6028,20991,0.713,0.287,tallapoosa_al
mendocino_ca,19273.0,22.2,13.0,0.0,55783.0,64.3,16.0,0.0,65093.0,75.0,16.0,45.9,mendocino_ca,Mendocino County,CA,4.0,0.0,86749.0,20025.0,48405.0,mendocino_ca,28.0,0.12,0.03,0.089,mendocino_ca,CA,Joe Biden,DEM,28782,14554,43336,0.336,0.664,mendocino_ca
trinity_ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trinity_ca,Trinity County,CA,3.0,0.0,12285.0,3475.0,6679.0,trinity_ca,13.0,0.207,0.036,0.17,trinity_ca,CA,Donald Trump,REP,3188,3070,6258,0.509,0.491,trinity_ca
pottawattamie_ia,14252.0,15.3,5.0,0.0,48816.0,52.4,7.0,0.0,60619.0,65.0,8.0,45.3,pottawattamie_ia,Pottawattamie County,IA,2.0,1.0,93206.0,16732.0,54639.0,pottawattamie_ia,24.0,0.175,0.062,0.113,pottawattamie_ia,IA,Donald Trump,REP,26247,19497,45744,0.574,0.426,pottawattamie_ia
johnston_ok,1808.0,16.3,13.0,0.0,4455.0,40.2,14.0,0.0,5561.0,50.2,15.0,36.0,johnston_ok,Johnston County,OK,4.0,0.0,11085.0,2191.0,6237.0,johnston_ok,13.0,0.394,0.114,0.28,johnston_ok,OK,Donald Trump,REP,3441,810,4251,0.809,0.191,johnston_ok
fulton_il,6763.0,19.7,9.0,0.0,18110.0,52.7,11.0,0.0,20788.0,60.5,12.0,50.7,fulton_il,Fulton County,IL,3.0,0.0,34340.0,7278.0,20385.0,fulton_il,23.0,0.258,0.085,0.173,fulton_il,IL,Donald Trump,REP,9867,6857,16724,0.59,0.41,fulton_il
perry_ms,1376.0,11.5,9.0,0.0,4044.0,33.8,9.0,0.0,5101.0,42.6,10.0,32.1,perry_ms,Perry County,MS,3.0,1.0,11973.0,2235.0,7085.0,perry_ms,8.0,0.31,0.082,0.228,perry_ms,MS,Donald Trump,REP,4500,1422,5922,0.76,0.24,perry_ms
bee_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19288.0,59.2,15.0,33.3,bee_tx,Bee County,TX,4.0,0.0,32565.0,4091.0,21651.0,bee_tx,11.0,0.345,0.068,0.277,bee_tx,TX,Donald Trump,REP,6006,3414,9420,0.638,0.362,bee_tx
washington_ut,17578.0,9.9,5.0,0.0,83117.0,46.8,6.0,0.0,102550.0,57.8,8.0,43.9,washington_ut,Washington County,UT,2.0,1.0,177556.0,39067.0,93108.0,washington_ut,21.0,0.288,0.075,0.213,washington_ut,UT,Donald Trump,REP,67294,23182,90476,0.744,0.256,washington_ut
dearborn_in,7379.0,14.9,1.0,0.0,23925.0,48.4,3.0,0.0,34348.0,69.4,4.0,38.5,dearborn_in,Dearborn County,IN,1.0,1.0,49458.0,9064.0,29555.0,dearborn_in,9.0,0.363,0.05,0.312,dearborn_in,IN,Donald Trump,REP,19528,5855,25383,0.769,0.231,dearborn_in
union_nj,68575.0,12.3,9.0,0.0,368354.0,66.2,12.0,0.0,480517.0,86.4,12.0,44.2,union_nj,Union County,NJ,3.0,1.0,556341.0,81967.0,344516.0,union_nj,27.0,0.083,0.024,0.059,union_nj,NJ,Joe Biden,DEM,170245,83796,254041,0.33,0.67,union_nj
hampton city_va,14972.0,11.1,9.0,0.0,56088.0,41.7,10.0,0.0,94943.0,70.6,12.0,24.1,hampton city_va,Hampton city,VA,3.0,1.0,134510.0,21177.0,85166.0,hampton city_va,8.0,0.139,0.041,0.097,hampton city_va,VA,Joe Biden,DEM,46220,19681,65901,0.299,0.701,hampton city_va
durham_nc,60374.0,18.8,9.0,0.0,211314.0,65.7,12.0,0.0,316876.0,95.0,12.0,28.9,durham_nc,Durham County,NC,3.0,1.0,321488.0,43764.0,212065.0,durham_nc,15.0,0.078,0.03,0.048,durham_nc,NC,Joe Biden,DEM,144688,35226,179914,0.196,0.804,durham_nc
saline_ar,16851.0,13.8,5.0,0.0,58189.0,47.5,6.0,0.0,71152.0,58.1,7.0,38.8,saline_ar,Saline County,AR,2.0,1.0,122437.0,22227.0,71953.0,saline_ar,14.0,0.191,0.059,0.132,saline_ar,AR,Donald Trump,REP,39556,17403,56959,0.694,0.306,saline_ar
caldwell_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29521.0,67.6,16.0,33.3,caldwell_tx,Caldwell County,TX,4.0,1.0,43664.0,6512.0,27001.0,caldwell_tx,14.0,0.264,0.069,0.195,caldwell_tx,TX,Donald Trump,REP,8031,6942,14973,0.536,0.464,caldwell_tx
fayette_ky,70369.0,21.8,5.0,0.0,218507.0,67.6,8.0,0.0,249159.0,77.1,8.0,45.8,fayette_ky,Fayette County,KY,2.0,1.0,323152.0,44820.0,211168.0,fayette_ky,16.0,0.14,0.055,0.085,fayette_ky,KY,Joe Biden,DEM,90600,62312,152912,0.408,0.592,fayette_ky
cass_mn,6380.0,21.4,5.0,0.0,14572.0,48.9,7.0,0.0,18675.0,62.7,8.0,56.7,cass_mn,Cass County,MN,2.0,0.0,29779.0,7887.0,15699.0,cass_mn,23.0,0.221,0.043,0.178,cass_mn,MN,Donald Trump,REP,11620,6669,18289,0.635,0.365,cass_mn
oldham_ky,10045.0,15.0,1.0,0.0,37586.0,56.3,4.0,0.0,42834.0,64.1,4.0,44.3,oldham_ky,Oldham County,KY,1.0,1.0,66799.0,9129.0,40729.0,oldham_ky,10.0,0.144,0.053,0.091,oldham_ky,KY,Donald Trump,REP,22654,15322,37976,0.597,0.403,oldham_ky
weakley_tn,4180.0,12.5,9.0,0.0,11457.0,34.4,9.0,0.0,14170.0,42.5,10.0,41.1,weakley_tn,Weakley County,TN,3.0,0.0,33328.0,6344.0,20573.0,weakley_tn,11.0,0.255,0.082,0.173,weakley_tn,TN,Donald Trump,REP,10396,3339,13735,0.757,0.243,weakley_tn
