county_state,n_zipcodes,pct_hesitant_02-24-22,pct_somewhat_hesitant_02-24-22,pct_highly_hesitant_02-24-22
marshall_sd,8.0,0.271,0.071,0.2
marshall_tn,9.0,0.255,0.099,0.156
marshall_wv,10.0,0.236,0.077,0.159
martin_fl,12.0,0.141,0.045,0.096
martin_in,7.0,0.285,0.082,0.204
martin_ky,8.0,0.262,0.101,0.162
martin_mn,14.0,0.232,0.059,0.173
martin_nc,10.0,0.204,0.067,0.137
martin_tx,6.0,0.222,0.071,0.15
martinsville city_va,1.0,0.25,0.057,0.193
mason_il,11.0,0.322,0.056,0.266
mason_ky,5.0,0.187,0.052,0.136
mason_mi,10.0,0.187,0.046,0.141
mason_tx,6.0,0.225,0.074,0.151
mason_wa,11.0,0.155,0.054,0.1
mason_wv,19.0,0.29,0.105,0.185
massac_il,7.0,0.282,0.072,0.209
matagorda_tx,13.0,0.227,0.048,0.178
matanuska-susitna borough_ak,12.0,0.248,0.055,0.193
mathews_va,17.0,0.142,0.035,0.107
maui_hi,14.0,0.175,0.027,0.148
maury_tn,10.0,0.32,0.119,0.201
maverick_tx,3.0,0.134,0.04,0.094
mayes_ok,16.0,0.33,0.101,0.229
mcclain_ok,11.0,0.376,0.108,0.268
mccone_mt,5.0,0.328,0.083,0.246
mccook_sd,11.0,0.194,0.047,0.147
mccormick_sc,11.0,0.225,0.08,0.145
mccracken_ky,7.0,0.323,0.058,0.266
mccreary_ky,8.0,0.379,0.101,0.278
mcculloch_tx,8.0,0.271,0.11,0.16
mccurtain_ok,14.0,0.273,0.089,0.184
mcdonald_mo,14.0,0.31,0.09,0.22
mcdonough_il,16.0,0.227,0.056,0.17
mcdowell_nc,9.0,0.231,0.079,0.151
mcdowell_wv,34.0,0.273,0.158,0.116
mcduffie_ga,4.0,0.237,0.059,0.178
mchenry_il,22.0,0.179,0.037,0.141
mchenry_nd,18.0,0.318,0.057,0.261
mcintosh_ga,5.0,0.313,0.103,0.21
mcintosh_nd,6.0,0.345,0.058,0.287
mcintosh_ok,11.0,0.24,0.098,0.142
mckean_pa,22.0,0.304,0.059,0.244
mckenzie_nd,11.0,0.476,0.085,0.391
mckinley_nm,23.0,0.063,0.026,0.037
mclean_il,32.0,0.194,0.042,0.152
mclean_ky,7.0,0.198,0.087,0.111
mclean_nd,18.0,0.328,0.044,0.284
mclennan_tx,26.0,0.235,0.062,0.174
mcleod_mn,9.0,0.148,0.037,0.111
mcminn_tn,11.0,0.326,0.095,0.231
mcmullen_tx,5.0,0.214,0.057,0.157
mcnairy_tn,14.0,0.286,0.077,0.209
mcpherson_ks,11.0,0.246,0.061,0.185
mcpherson_ne,3.0,0.387,0.142,0.245
mcpherson_sd,6.0,0.241,0.045,0.196
meade_ks,5.0,0.401,0.07,0.331
meade_ky,10.0,0.245,0.082,0.163
meade_sd,18.0,0.2,0.056,0.144
meagher_mt,4.0,0.189,0.068,0.121
mecklenburg_nc,34.0,0.129,0.048,0.081
mecklenburg_va,13.0,0.187,0.051,0.137
mecosta_mi,16.0,0.263,0.072,0.191
medina_oh,23.0,0.213,0.048,0.166
medina_tx,15.0,0.195,0.067,0.128
meeker_mn,12.0,0.227,0.062,0.165
meigs_oh,14.0,0.221,0.054,0.167
meigs_tn,5.0,0.328,0.097,0.231
mellette_sd,6.0,0.213,0.058,0.155
menard_il,7.0,0.194,0.054,0.14
menard_tx,4.0,0.231,0.1,0.131
mendocino_ca,28.0,0.12,0.03,0.089
menifee_ky,6.0,0.294,0.076,0.218
menominee_mi,14.0,0.19,0.044,0.147
menominee_wi,4.0,0.254,0.065,0.189
merced_ca,23.0,0.19,0.044,0.146
mercer_il,15.0,0.222,0.05,0.172
mercer_ky,4.0,0.198,0.059,0.139
mercer_mo,6.0,0.313,0.07,0.243
mercer_nd,9.0,0.35,0.074,0.275
mercer_nj,25.0,0.061,0.025,0.036
mercer_oh,14.0,0.402,0.18,0.222
mercer_pa,28.0,0.232,0.085,0.147
mercer_wv,19.0,0.281,0.105,0.175
meriwether_ga,10.0,0.251,0.081,0.17
merrick_ne,8.0,0.282,0.06,0.221
merrimack_nh,30.0,0.142,0.024,0.118
mesa_co,18.0,0.253,0.071,0.183
metcalfe_ky,8.0,0.403,0.131,0.272
miami_in,12.0,0.235,0.07,0.164
miami_ks,11.0,0.217,0.067,0.15
miami_oh,17.0,0.355,0.088,0.267
miami-dade_fl,80.0,0.115,0.041,0.075
middlesex_ct,24.0,0.103,0.031,0.072
middlesex_ma,84.0,0.046,0.012,0.035
middlesex_nj,41.0,0.121,0.038,0.083
middlesex_va,12.0,0.108,0.038,0.07
midland_mi,16.0,0.251,0.065,0.187
midland_tx,7.0,0.263,0.069,0.195
mifflin_pa,12.0,0.371,0.068,0.303
milam_tx,13.0,0.361,0.085,0.276
millard_ut,12.0,0.332,0.087,0.244
mille lacs_mn,11.0,0.25,0.059,0.19
miller_ar,5.0,0.363,0.153,0.21
miller_ga,5.0,0.199,0.078,0.121
miller_mo,17.0,0.288,0.066,0.221
mills_ia,11.0,0.219,0.053,0.166
mills_tx,8.0,0.319,0.073,0.246
milwaukee_wi,36.0,0.155,0.049,0.106
miner_sd,6.0,0.178,0.033,0.145
mineral_co,3.0,0.197,0.032,0.165
mineral_mt,6.0,0.146,0.082,0.065
mineral_nv,6.0,0.199,0.04,0.158
mineral_wv,9.0,0.246,0.095,0.151
mingo_wv,18.0,0.269,0.085,0.184
minidoka_id,4.0,0.328,0.088,0.24
minnehaha_sd,21.0,0.219,0.059,0.16
missaukee_mi,8.0,0.28,0.076,0.205
mississippi_ar,16.0,0.295,0.079,0.217
mississippi_mo,5.0,0.258,0.076,0.182
missoula_mt,16.0,0.137,0.05,0.087
mitchell_ga,7.0,0.233,0.092,0.141
mitchell_ia,11.0,0.177,0.051,0.126
mitchell_ks,7.0,0.149,0.056,0.093
mitchell_nc,4.0,0.299,0.09,0.209
mitchell_tx,3.0,0.157,0.057,0.1
mobile_al,39.0,0.242,0.103,0.139
modoc_ca,13.0,0.177,0.053,0.124
moffat_co,7.0,0.245,0.049,0.196
mohave_az,25.0,0.298,0.081,0.217
moniteau_mo,11.0,0.282,0.106,0.176
monmouth_nj,52.0,0.156,0.042,0.115
mono_ca,9.0,0.241,0.086,0.155
monona_ia,14.0,0.265,0.062,0.203
monongalia_wv,14.0,0.171,0.067,0.104
monroe_al,16.0,0.212,0.063,0.15
monroe_ar,9.0,0.224,0.1,0.125
monroe_fl,11.0,0.163,0.047,0.116
monroe_ga,9.0,0.231,0.078,0.153
monroe_ia,7.0,0.286,0.097,0.189
monroe_il,9.0,0.195,0.041,0.154
monroe_in,18.0,0.158,0.04,0.118
monroe_ky,6.0,0.338,0.117,0.22
monroe_mi,24.0,0.271,0.073,0.198
monroe_mo,16.0,0.249,0.079,0.17
monroe_ms,12.0,0.311,0.11,0.202
monroe_ny,50.0,0.131,0.042,0.089
monroe_oh,16.0,0.311,0.082,0.229
monroe_pa,36.0,0.209,0.061,0.148
monroe_tn,9.0,0.296,0.076,0.22
monroe_wi,12.0,0.26,0.05,0.21
monroe_wv,13.0,0.209,0.059,0.15
montague_tx,8.0,0.208,0.05,0.158
montcalm_mi,24.0,0.304,0.086,0.218
monterey_ca,33.0,0.08,0.035,0.045
montezuma_co,8.0,0.249,0.047,0.202
montgomery_al,22.0,0.145,0.069,0.076
montgomery_ar,9.0,0.34,0.102,0.238
montgomery_ga,7.0,0.296,0.107,0.19
montgomery_ia,8.0,0.294,0.087,0.207
montgomery_il,28.0,0.319,0.08,0.239
montgomery_in,14.0,0.241,0.069,0.172
montgomery_ks,12.0,0.327,0.108,0.219
montgomery_ky,6.0,0.273,0.089,0.184
montgomery_md,49.0,0.035,0.013,0.023
montgomery_mo,10.0,0.375,0.082,0.293
montgomery_ms,6.0,0.244,0.115,0.129
montgomery_nc,8.0,0.257,0.087,0.171
montgomery_ny,19.0,0.257,0.075,0.182
montgomery_oh,40.0,0.208,0.058,0.151
montgomery_pa,69.0,0.111,0.032,0.079
montgomery_tn,13.0,0.314,0.081,0.233
montgomery_tx,26.0,0.269,0.078,0.191
montgomery_va,9.0,0.136,0.036,0.1
montmorency_mi,5.0,0.295,0.058,0.237
montour_pa,9.0,0.202,0.047,0.155
montrose_co,12.0,0.209,0.041,0.168
moody_sd,9.0,0.175,0.042,0.133
moore_nc,18.0,0.18,0.063,0.117
moore_tn,10.0,0.307,0.125,0.182
moore_tx,8.0,0.248,0.065,0.183
mora_nm,14.0,0.09,0.037,0.052
morehouse parish_la,7.0,0.291,0.117,0.174
morgan_al,14.0,0.289,0.098,0.191
morgan_co,9.0,0.264,0.062,0.202
morgan_ga,8.0,0.219,0.078,0.14
morgan_il,15.0,0.225,0.06,0.165
morgan_in,14.0,0.28,0.051,0.229
morgan_ky,7.0,0.333,0.129,0.204
morgan_mo,14.0,0.306,0.085,0.221
morgan_oh,10.0,0.239,0.074,0.165
morgan_tn,12.0,0.33,0.103,0.227
morgan_ut,2.0,0.253,0.067,0.186
morgan_wv,4.0,0.297,0.137,0.16
morrill_ne,7.0,0.33,0.058,0.271
morris_ks,8.0,0.198,0.053,0.145
morris_nj,57.0,0.095,0.024,0.071
morris_tx,6.0,0.355,0.117,0.238
morrison_mn,16.0,0.256,0.064,0.192
morrow_oh,16.0,0.267,0.068,0.199
morrow_or,7.0,0.24,0.073,0.167
morton_ks,5.0,0.417,0.077,0.339
morton_nd,8.0,0.264,0.064,0.2
motley_tx,6.0,0.483,0.091,0.392
moultrie_il,8.0,0.249,0.074,0.175
mountrail_nd,12.0,0.301,0.073,0.228
mower_mn,17.0,0.165,0.056,0.109
muhlenberg_ky,16.0,0.36,0.097,0.263
multnomah_or,42.0,0.082,0.023,0.059
murray_ga,6.0,0.327,0.124,0.202
murray_mn,16.0,0.19,0.045,0.145
murray_ok,7.0,0.367,0.083,0.284
muscatine_ia,13.0,0.181,0.064,0.117
muscogee_ga,11.0,0.214,0.077,0.137
muskegon_mi,19.0,0.203,0.051,0.152
muskingum_oh,20.0,0.365,0.072,0.292
muskogee_ok,14.0,0.268,0.121,0.148
musselshell_mt,5.0,0.35,0.079,0.271
nacogdoches_tx,11.0,0.249,0.095,0.154
nance_ne,6.0,0.257,0.054,0.203
nantucket_ma,3.0,0.054,0.018,0.035
napa_ca,11.0,0.076,0.018,0.058
nash_nc,14.0,0.208,0.059,0.148
nassau_fl,6.0,0.276,0.053,0.223
nassau_ny,70.0,0.093,0.027,0.066
natchitoches parish_la,16.0,0.237,0.071,0.166
natrona_wy,14.0,0.312,0.106,0.206
navajo_az,32.0,0.243,0.103,0.139
navarro_tx,15.0,0.264,0.118,0.146
nelson_ky,10.0,0.232,0.077,0.155
nelson_nd,10.0,0.24,0.047,0.193
nelson_va,16.0,0.101,0.036,0.065
nemaha_ks,14.0,0.344,0.084,0.259
nemaha_ne,9.0,0.276,0.048,0.228
neosho_ks,9.0,0.282,0.102,0.18
neshoba_ms,7.0,0.276,0.078,0.198
ness_ks,8.0,0.209,0.042,0.167
nevada_ar,8.0,0.272,0.115,0.157
nevada_ca,13.0,0.158,0.042,0.116
new castle_de,32.0,0.129,0.047,0.082
new hanover_nc,10.0,0.149,0.026,0.123
new haven_ct,41.0,0.095,0.039,0.056
new kent_va,6.0,0.142,0.043,0.099
new london_ct,31.0,0.099,0.028,0.07
new madrid_mo,16.0,0.233,0.074,0.159
new york_ny,70.0,0.052,0.02,0.032
newaygo_mi,19.0,0.319,0.069,0.251
newberry_sc,11.0,0.249,0.071,0.178
newport_ri,8.0,0.118,0.014,0.104
newport news city_va,8.0,0.13,0.036,0.094
newton_ar,19.0,0.219,0.061,0.158
newton_ga,11.0,0.247,0.101,0.146
newton_in,11.0,0.408,0.09,0.317
newton_mo,14.0,0.253,0.082,0.171
newton_ms,11.0,0.339,0.082,0.256
newton_tx,11.0,0.335,0.119,0.216
nez perce_id,10.0,0.312,0.06,0.252
niagara_ny,21.0,0.153,0.035,0.118
nicholas_ky,5.0,0.286,0.067,0.219
nicholas_wv,24.0,0.259,0.081,0.177
nicollet_mn,10.0,0.184,0.044,0.14
niobrara_wy,7.0,0.397,0.079,0.318
noble_in,16.0,0.364,0.107,0.257
noble_oh,15.0,0.299,0.094,0.204
noble_ok,11.0,0.226,0.08,0.146
nobles_mn,17.0,0.203,0.052,0.151
nodaway_mo,18.0,0.236,0.055,0.181
nolan_tx,8.0,0.327,0.086,0.242
nome census area_ak,14.0,0.102,0.032,0.071
norfolk_ma,41.0,0.051,0.014,0.037
norfolk city_va,14.0,0.126,0.04,0.086
norman_mn,12.0,0.209,0.054,0.155
north slope borough_ak,11.0,0.188,0.084,0.105
northampton_nc,12.0,0.154,0.059,0.095
northampton_pa,26.0,0.171,0.042,0.129
northampton_va,12.0,0.065,0.025,0.04
northumberland_pa,28.0,0.255,0.069,0.186
northumberland_va,8.0,0.145,0.059,0.086
northwest arctic borough_ak,11.0,0.144,0.086,0.058
norton_ks,8.0,0.301,0.067,0.234
norton city_va,1.0,0.133,0.038,0.094
nottoway_va,5.0,0.165,0.065,0.1
nowata_ok,7.0,0.47,0.116,0.355
noxubee_ms,6.0,0.172,0.062,0.111
nuckolls_ne,10.0,0.237,0.071,0.167
nueces_tx,27.0,0.187,0.066,0.121
nye_nv,15.0,0.322,0.098,0.224
o'brien_ia,11.0,0.237,0.064,0.174
oakland_mi,71.0,0.132,0.028,0.105
obion_tn,10.0,0.296,0.1,0.196
ocean_nj,30.0,0.168,0.049,0.119
oceana_mi,12.0,0.303,0.084,0.219
ochiltree_tx,5.0,0.271,0.088,0.182
oconee_ga,8.0,0.182,0.069,0.112
oconee_sc,12.0,0.267,0.051,0.216
oconto_wi,19.0,0.392,0.096,0.295
ogemaw_mi,8.0,0.325,0.046,0.279
oglala lakota_sd,9.0,0.1,0.036,0.064
ogle_il,26.0,0.262,0.089,0.172
oglethorpe_ga,10.0,0.233,0.095,0.138
ohio_in,5.0,0.29,0.053,0.237
ohio_ky,17.0,0.238,0.076,0.162
ohio_wv,4.0,0.239,0.06,0.179
okaloosa_fl,14.0,0.258,0.052,0.206
okanogan_wa,21.0,0.212,0.058,0.154
okeechobee_fl,2.0,0.225,0.127,0.097
okfuskee_ok,9.0,0.292,0.095,0.198
oklahoma_ok,55.0,0.184,0.057,0.126
okmulgee_ok,11.0,0.252,0.123,0.129
oktibbeha_ms,7.0,0.187,0.071,0.116
oldham_ky,10.0,0.144,0.053,0.091
oldham_tx,6.0,0.255,0.071,0.184
oliver_nd,6.0,0.375,0.077,0.298
olmsted_mn,19.0,0.14,0.043,0.096
oneida_id,4.0,0.329,0.065,0.264
oneida_ny,53.0,0.205,0.063,0.142
oneida_wi,14.0,0.221,0.055,0.167
onondaga_ny,55.0,0.119,0.038,0.081
onslow_nc,16.0,0.223,0.071,0.153
ontario_ny,25.0,0.121,0.028,0.092
ontonagon_mi,12.0,0.189,0.046,0.143
orange_ca,91.0,0.121,0.039,0.082
orange_fl,47.0,0.146,0.047,0.099
orange_in,10.0,0.198,0.073,0.125
orange_nc,13.0,0.083,0.026,0.057
orange_ny,52.0,0.181,0.088,0.093
orange_tx,4.0,0.363,0.099,0.265
orange_va,10.0,0.166,0.042,0.124
orange_vt,30.0,0.094,0.017,0.076
orangeburg_sc,21.0,0.178,0.059,0.119
oregon_mo,12.0,0.406,0.107,0.299
orleans_ny,14.0,0.169,0.074,0.094
orleans_vt,23.0,0.143,0.021,0.122
orleans parish_la,19.0,0.07,0.021,0.049
osage_ks,13.0,0.322,0.061,0.262
osage_mo,15.0,0.306,0.112,0.194
osage_ok,21.0,0.276,0.087,0.189
osborne_ks,10.0,0.25,0.055,0.196
osceola_fl,15.0,0.152,0.05,0.101
osceola_ia,8.0,0.393,0.072,0.321
osceola_mi,9.0,0.289,0.074,0.215
oscoda_mi,8.0,0.234,0.049,0.185
oswego_ny,26.0,0.179,0.059,0.121
otero_co,7.0,0.222,0.046,0.176
otero_nm,18.0,0.195,0.075,0.12
otoe_ne,16.0,0.153,0.035,0.118
otsego_mi,7.0,0.278,0.084,0.194
otsego_ny,41.0,0.131,0.043,0.088
ottawa_ks,11.0,0.299,0.087,0.212
ottawa_mi,22.0,0.186,0.05,0.136
ottawa_oh,17.0,0.174,0.038,0.136
ottawa_ok,10.0,0.428,0.136,0.292
otter tail_mn,33.0,0.217,0.05,0.167
ouachita_ar,7.0,0.249,0.09,0.158
ouachita parish_la,13.0,0.339,0.122,0.218
ouray_co,3.0,0.102,0.03,0.073
outagamie_wi,24.0,0.262,0.045,0.217
overton_tn,12.0,0.279,0.12,0.159
owen_in,14.0,0.282,0.08,0.201
owen_ky,8.0,0.251,0.061,0.19
owsley_ky,5.0,0.303,0.158,0.144
owyhee_id,11.0,0.409,0.087,0.322
oxford_me,35.0,0.213,0.065,0.148
ozark_mo,19.0,0.395,0.086,0.308
ozaukee_wi,13.0,0.127,0.043,0.084
pacific_wa,14.0,0.287,0.078,0.209
page_ia,11.0,0.345,0.11,0.236
page_va,5.0,0.168,0.049,0.118
palm beach_fl,53.0,0.139,0.038,0.1
palo alto_ia,13.0,0.243,0.057,0.186
palo pinto_tx,12.0,0.333,0.073,0.26
pamlico_nc,10.0,0.214,0.049,0.165
panola_ms,10.0,0.301,0.089,0.212
panola_tx,9.0,0.373,0.089,0.284
park_co,12.0,0.262,0.047,0.215
park_mt,11.0,0.182,0.069,0.113
park_wy,8.0,0.279,0.094,0.184
parke_in,13.0,0.45,0.075,0.374
parker_tx,18.0,0.33,0.068,0.263
parmer_tx,5.0,0.304,0.059,0.245
pasco_fl,29.0,0.222,0.062,0.161
pasquotank_nc,1.0,0.187,0.057,0.13
passaic_nj,31.0,0.121,0.056,0.066
patrick_va,12.0,0.209,0.064,0.145
paulding_ga,10.0,0.276,0.08,0.196
paulding_oh,14.0,0.315,0.074,0.241
pawnee_ks,9.0,0.308,0.065,0.243
pawnee_ne,9.0,0.255,0.047,0.208
pawnee_ok,12.0,0.278,0.062,0.216
payette_id,6.0,0.287,0.075,0.212
payne_ok,14.0,0.255,0.059,0.196
peach_ga,3.0,0.25,0.114,0.136
pearl river_ms,5.0,0.326,0.121,0.205
pecos_tx,6.0,0.221,0.057,0.164
pembina_nd,13.0,0.373,0.068,0.305
pemiscot_mo,12.0,0.302,0.108,0.195
pend oreille_wa,8.0,0.264,0.058,0.206
pender_nc,12.0,0.253,0.076,0.176
pendleton_ky,10.0,0.271,0.067,0.204
pendleton_wv,9.0,0.238,0.064,0.174
pennington_mn,7.0,0.242,0.063,0.18
pennington_sd,18.0,0.233,0.062,0.17
penobscot_me,48.0,0.153,0.031,0.123
peoria_il,28.0,0.179,0.055,0.124
pepin_wi,6.0,0.262,0.05,0.212
perkins_ne,5.0,0.441,0.106,0.335
perkins_sd,7.0,0.296,0.102,0.194
perquimans_nc,4.0,0.24,0.078,0.162
perry_al,8.0,0.337,0.126,0.211
perry_ar,8.0,0.279,0.062,0.217
perry_il,12.0,0.213,0.06,0.153
perry_in,14.0,0.279,0.08,0.199
perry_ky,23.0,0.274,0.162,0.112
perry_mo,7.0,0.409,0.074,0.335
perry_ms,8.0,0.31,0.082,0.228
perry_oh,17.0,0.373,0.113,0.26
perry_pa,16.0,0.231,0.064,0.167
perry_tn,3.0,0.337,0.134,0.203
pershing_nv,4.0,0.237,0.071,0.165
person_nc,9.0,0.151,0.05,0.102
petersburg borough_ak,1.0,0.095,0.04,0.056
petersburg city_va,2.0,0.13,0.055,0.075
petroleum_mt,3.0,0.449,0.079,0.37
pettis_mo,13.0,0.304,0.115,0.189
phelps_mo,10.0,0.335,0.122,0.213
phelps_ne,9.0,0.282,0.097,0.185
philadelphia_pa,48.0,0.101,0.042,0.059
phillips_ar,12.0,0.287,0.102,0.185
phillips_co,4.0,0.283,0.041,0.242
phillips_ks,8.0,0.251,0.053,0.198
phillips_mt,6.0,0.353,0.098,0.254
piatt_il,14.0,0.185,0.057,0.128
pickaway_oh,17.0,0.265,0.073,0.192
pickens_al,8.0,0.179,0.057,0.121
pickens_ga,9.0,0.278,0.092,0.186
pickens_sc,15.0,0.315,0.073,0.242
pickett_tn,6.0,0.316,0.097,0.219
pierce_ga,6.0,0.52,0.131,0.389
pierce_nd,9.0,0.247,0.057,0.19
pierce_ne,7.0,0.31,0.062,0.248
pierce_wa,60.0,0.156,0.043,0.112
pierce_wi,12.0,0.267,0.051,0.216
pike_al,9.0,0.281,0.177,0.105
pike_ar,10.0,0.404,0.12,0.284
pike_ga,8.0,0.354,0.115,0.239
pike_il,15.0,0.311,0.09,0.22
pike_in,10.0,0.243,0.059,0.184
pike_ky,37.0,0.152,0.08,0.072
pike_mo,12.0,0.337,0.089,0.248
pike_ms,8.0,0.264,0.115,0.149
pike_oh,12.0,0.306,0.093,0.213
pike_pa,19.0,0.242,0.048,0.195
pima_az,52.0,0.124,0.037,0.087
pinal_az,33.0,0.202,0.057,0.145
pine_mn,16.0,0.264,0.059,0.205
pinellas_fl,48.0,0.177,0.06,0.117
pipestone_mn,9.0,0.214,0.04,0.175
piscataquis_me,15.0,0.159,0.051,0.108
pitkin_co,8.0,0.062,0.021,0.041
pitt_nc,18.0,0.215,0.075,0.141
pittsburg_ok,18.0,0.311,0.072,0.239
pittsylvania_va,19.0,0.206,0.054,0.152
piute_ut,7.0,0.261,0.078,0.183
placer_ca,35.0,0.147,0.037,0.111
plaquemines parish_la,8.0,0.185,0.052,0.134
platte_mo,17.0,0.166,0.067,0.099
platte_ne,11.0,0.269,0.075,0.195
platte_wy,5.0,0.522,0.066,0.457
pleasants_wv,5.0,0.307,0.086,0.221
plumas_ca,18.0,0.184,0.036,0.148
plymouth_ia,12.0,0.267,0.098,0.169
plymouth_ma,34.0,0.105,0.036,0.069
pocahontas_ia,15.0,0.377,0.065,0.312
pocahontas_wv,12.0,0.203,0.094,0.109
poinsett_ar,9.0,0.322,0.125,0.197
pointe coupee parish_la,17.0,0.158,0.052,0.106
polk_ar,7.0,0.364,0.127,0.237
polk_fl,41.0,0.222,0.07,0.152
polk_ga,7.0,0.328,0.099,0.229
polk_ia,40.0,0.127,0.031,0.096
polk_mn,25.0,0.246,0.053,0.194
polk_mo,17.0,0.276,0.076,0.201
polk_nc,6.0,0.241,0.116,0.125
polk_ne,9.0,0.259,0.058,0.2
polk_or,11.0,0.182,0.054,0.129
polk_tn,12.0,0.388,0.059,0.329
polk_tx,9.0,0.299,0.056,0.243
polk_wi,20.0,0.339,0.067,0.272
pondera_mt,6.0,0.177,0.097,0.08
pontotoc_ms,10.0,0.35,0.103,0.247
pontotoc_ok,10.0,0.315,0.131,0.183
pope_ar,13.0,0.245,0.068,0.176
pope_il,10.0,0.237,0.065,0.172
pope_mn,12.0,0.308,0.065,0.243
poquoson city_va,1.0,0.092,0.036,0.056
portage_oh,25.0,0.226,0.077,0.149
portage_wi,21.0,0.275,0.06,0.214
porter_in,14.0,0.203,0.054,0.149
portsmouth city_va,7.0,0.134,0.063,0.071
posey_in,7.0,0.247,0.059,0.188
pottawatomie_ks,11.0,0.181,0.058,0.122
pottawatomie_ok,14.0,0.232,0.079,0.153
pottawattamie_ia,24.0,0.175,0.062,0.113
potter_pa,14.0,0.317,0.063,0.254
potter_sd,5.0,0.219,0.04,0.179
potter_tx,17.0,0.264,0.099,0.164
powder river_mt,7.0,0.295,0.086,0.209
powell_ky,4.0,0.192,0.053,0.139
powell_mt,8.0,0.239,0.056,0.183
power_id,4.0,0.211,0.038,0.173
poweshiek_ia,16.0,0.207,0.051,0.156
powhatan_va,4.0,0.129,0.027,0.102
prairie_ar,9.0,0.228,0.089,0.139
prairie_mt,3.0,0.343,0.059,0.284
pratt_ks,10.0,0.188,0.049,0.139
preble_oh,16.0,0.344,0.089,0.255
prentiss_ms,7.0,0.35,0.133,0.217
presidio_tx,4.0,0.129,0.044,0.085
presque isle_mi,7.0,0.316,0.049,0.267
preston_wv,15.0,0.223,0.085,0.138
price_wi,13.0,0.26,0.046,0.215
prince edward_va,12.0,0.2,0.073,0.127
prince george_va,7.0,0.136,0.038,0.097
prince george's_md,39.0,0.05,0.015,0.034
prince william_va,18.0,0.093,0.03,0.062
prince of wales-hyder census area_ak,12.0,0.194,0.086,0.109
providence_ri,39.0,0.135,0.038,0.097
prowers_co,6.0,0.241,0.056,0.185
pueblo_co,13.0,0.164,0.055,0.109
pulaski_ar,31.0,0.161,0.048,0.113
pulaski_ga,4.0,0.195,0.071,0.124
pulaski_il,10.0,0.286,0.077,0.209
pulaski_in,11.0,0.288,0.099,0.189
pulaski_ky,11.0,0.297,0.064,0.233
pulaski_mo,11.0,0.261,0.068,0.193
pulaski_va,8.0,0.201,0.045,0.156
pushmataha_ok,16.0,0.31,0.107,0.203
putnam_fl,16.0,0.285,0.065,0.219
putnam_ga,3.0,0.283,0.114,0.169
putnam_il,9.0,0.216,0.039,0.177
putnam_in,14.0,0.263,0.055,0.208
putnam_mo,10.0,0.252,0.068,0.184
putnam_ny,12.0,0.095,0.025,0.07
putnam_oh,14.0,0.304,0.072,0.233
putnam_tn,10.0,0.318,0.103,0.215
putnam_wv,17.0,0.187,0.076,0.11
quay_nm,9.0,0.345,0.113,0.233
queen anne's_md,15.0,0.132,0.029,0.103
queens_ny,69.0,0.061,0.023,0.037
quitman_ga,2.0,0.209,0.073,0.136
quitman_ms,9.0,0.249,0.109,0.14
rabun_ga,9.0,0.215,0.073,0.142
racine_wi,16.0,0.191,0.042,0.149
radford city_va,2.0,0.156,0.043,0.113
rains_tx,4.0,0.281,0.072,0.21
raleigh_wv,43.0,0.17,0.105,0.065
ralls_mo,9.0,0.26,0.067,0.193
ramsey_mn,26.0,0.105,0.028,0.078
ramsey_nd,13.0,0.206,0.051,0.154
randall_tx,14.0,0.273,0.098,0.175
randolph_al,8.0,0.25,0.111,0.14
randolph_ar,11.0,0.338,0.099,0.239
randolph_ga,4.0,0.258,0.092,0.166
randolph_il,18.0,0.23,0.061,0.168
randolph_in,14.0,0.328,0.109,0.219
randolph_mo,10.0,0.332,0.109,0.223
randolph_nc,22.0,0.255,0.081,0.174
randolph_wv,22.0,0.213,0.077,0.136
rankin_ms,13.0,0.197,0.086,0.111
ransom_nd,11.0,0.203,0.055,0.147
rapides parish_la,25.0,0.265,0.093,0.172
rappahannock_va,9.0,0.146,0.03,0.116
ravalli_mt,9.0,0.25,0.071,0.178
rawlins_ks,10.0,0.416,0.055,0.361
ray_mo,12.0,0.276,0.07,0.206
reagan_tx,2.0,0.245,0.058,0.187
real_tx,8.0,0.224,0.081,0.143
red lake_mn,7.0,0.183,0.047,0.136
red river_tx,7.0,0.351,0.129,0.222
red river parish_la,5.0,0.281,0.083,0.198
red willow_ne,7.0,0.21,0.055,0.155
redwood_mn,21.0,0.237,0.062,0.175
reeves_tx,5.0,0.315,0.129,0.186
refugio_tx,5.0,0.178,0.059,0.119
reno_ks,20.0,0.275,0.076,0.199
rensselaer_ny,30.0,0.123,0.041,0.082
renville_mn,16.0,0.262,0.056,0.206
renville_nd,9.0,0.321,0.083,0.237
republic_ks,11.0,0.377,0.071,0.306
reynolds_mo,12.0,0.425,0.08,0.346
rhea_tn,5.0,0.376,0.101,0.275
rice_ks,13.0,0.365,0.074,0.291
rice_mn,16.0,0.174,0.05,0.123
rich_ut,4.0,0.31,0.04,0.27
richardson_ne,9.0,0.344,0.052,0.292
richland_il,8.0,0.4,0.058,0.342
richland_mt,9.0,0.388,0.108,0.28
richland_nd,17.0,0.161,0.04,0.121
richland_oh,19.0,0.354,0.094,0.26
richland_sc,26.0,0.152,0.056,0.096
richland_wi,11.0,0.251,0.076,0.175
richland parish_la,7.0,0.295,0.09,0.205
richmond_ga,11.0,0.173,0.087,0.087
richmond_nc,8.0,0.23,0.114,0.116
richmond_ny,13.0,0.131,0.039,0.092
