County_State,Administered_Dose1_Recip_030121,Administered_Dose1_Pop_Pct_030121,Series_Complete_Pop_Pct_SVI_030121,Booster_Doses_Vax_Pct_030121,Administered_Dose1_Recip_090121,Administered_Dose1_Pop_Pct_090121,Series_Complete_Pop_Pct_SVI_090121,Booster_Doses_Vax_Pct_090121,Administered_Dose1_Recip_030122,Administered_Dose1_Pop_Pct_030122,Series_Complete_Pop_Pct_SVI_030122,Booster_Doses_Vax_Pct_030122
tyler_wv,715.0,8.3,1.0,0.0,1737.0,20.2,1.0,0.0,3977.0,46.3,3.0,46.0
unknown_mt,7204.0,0.0,0.0,0.0,28703.0,0.0,0.0,0.0,36525.0,0.0,0.0,31.9
greene_al,1036.0,12.8,13.0,0.0,3932.0,48.5,14.0,0.0,5142.0,63.4,16.0,42.1
montgomery_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381312.0,62.8,8.0,33.3
snyder_pa,5114.0,12.7,1.0,0.0,18714.0,46.4,2.0,0.0,19793.0,49.0,3.0,50.9
clermont_oh,19656.0,9.5,1.0,0.0,85935.0,41.6,3.0,0.0,123900.0,60.0,4.0,47.6
iowa_ia,3733.0,23.1,1.0,0.0,9363.0,57.9,4.0,0.0,10752.0,66.4,4.0,52.7
iberville parish_la,4022.0,12.4,13.0,0.0,16795.0,51.7,15.0,0.0,20297.0,62.4,16.0,39.5
garrett_md,5342.0,18.4,1.0,0.0,13436.0,46.3,3.0,0.0,16264.0,56.1,3.0,47.6
bethel census area_ak,6410.0,34.9,13.0,0.0,10830.0,58.9,16.0,0.0,13114.0,71.3,16.0,42.8
merced_ca,27066.0,9.7,13.0,0.0,135238.0,48.7,14.0,0.0,177754.0,64.0,15.0,32.8
peoria_il,38933.0,21.7,9.0,0.0,102929.0,57.4,11.0,0.0,118747.0,66.3,12.0,50.7
calhoun_mi,19990.0,14.9,9.0,0.0,58062.0,43.3,11.0,0.0,70776.0,52.8,12.0,49.3
wood_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21671.0,47.6,11.0,42.5
lyon_ks,5352.0,16.1,9.0,0.0,17240.0,51.9,11.0,0.0,21065.0,63.5,12.0,43.8
orange_ca,494631.0,15.6,5.0,0.0,2135533.0,67.2,8.0,0.0,2493657.0,78.5,8.0,52.6
midland_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87860.0,49.7,7.0,29.4
monroe_wi,7891.0,17.1,5.0,0.0,22010.0,47.6,7.0,0.0,27213.0,58.8,8.0,50.1
chippewa_mn,2590.0,21.9,5.0,0.0,5647.0,47.9,7.0,0.0,6677.0,56.6,8.0,60.0
garfield_ne,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,78.2
henry_ga,8367.0,3.6,5.0,0.0,46750.0,19.9,5.0,0.0,118428.0,50.5,7.0,36.3
ocean_nj,84787.0,14.0,5.0,0.0,318568.0,52.5,7.0,0.0,388784.0,64.0,8.0,49.4
sequoyah_ok,5315.0,12.8,13.0,0.0,15118.0,36.4,14.0,0.0,21791.0,52.4,14.0,35.6
taylor_wv,245.0,1.5,5.0,0.0,1068.0,6.4,5.0,0.0,8460.0,50.7,7.0,47.2
andrews_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9311.0,49.8,7.0,32.3
hampton_sc,2603.0,13.5,13.0,0.0,11206.0,58.3,15.0,0.0,14102.0,73.4,16.0,37.7
putnam_ny,12653.0,12.9,1.0,0.0,65487.0,66.6,4.0,0.0,81373.0,82.8,4.0,48.4
bremer_ia,4781.0,19.1,1.0,0.0,13757.0,54.9,4.0,0.0,15873.0,63.3,4.0,56.5
clearfield_pa,13332.0,16.8,9.0,0.0,38114.0,48.1,11.0,0.0,44123.0,55.7,11.0,45.3
logan_ne,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.1
powell_mt,1132.0,16.4,5.0,0.0,2836.0,41.2,6.0,0.0,3346.0,48.6,7.0,46.3
davidson_nc,21080.0,12.6,9.0,0.0,71251.0,42.5,10.0,0.0,102697.0,61.3,11.0,27.6
butts_ga,452.0,1.8,13.0,0.0,3087.0,12.4,13.0,0.0,9771.0,39.2,14.0,36.1
cullman_al,9388.0,11.2,9.0,0.0,26113.0,31.2,9.0,0.0,37503.0,44.8,10.0,35.7
murray_mn,1898.0,23.2,1.0,0.0,3998.0,48.8,3.0,0.0,4745.0,57.9,4.0,59.6
moultrie_il,1990.0,13.7,5.0,0.0,5794.0,40.0,6.0,0.0,6724.0,46.4,7.0,51.7
kerr_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31141.0,59.2,12.0,39.8
butler_oh,33443.0,8.7,5.0,0.0,0.0,0.0,6.0,0.0,231263.0,60.4,8.0,46.2
elk_ks,355.0,14.0,5.0,0.0,781.0,30.9,5.0,0.0,953.0,37.7,6.0,49.1
catoosa_ga,1807.0,2.7,1.0,0.0,11710.0,17.3,1.0,0.0,34403.0,50.9,3.0,31.1
loving_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
randolph_wv,4124.0,14.4,9.0,0.0,9568.0,33.3,9.0,0.0,17174.0,59.9,12.0,46.3
clay_tn,889.0,11.7,9.0,0.0,2027.0,26.6,9.0,0.0,2458.0,32.3,9.0,45.3
mason_il,2988.0,22.4,5.0,0.0,7014.0,52.5,7.0,0.0,7471.0,55.9,8.0,49.1
ontonagon_mi,1783.0,31.2,5.0,0.0,3622.0,63.3,8.0,0.0,4214.0,73.7,8.0,59.2
clarion_pa,6591.0,17.1,5.0,0.0,16752.0,43.6,6.0,0.0,18956.0,49.3,7.0,43.9
boone_mo,35117.0,19.5,5.0,0.0,106767.0,59.2,8.0,0.0,129338.0,71.7,8.0,40.9
lawrence_oh,5973.0,10.0,9.0,0.0,15610.0,26.3,9.0,0.0,34910.0,58.7,11.0,33.0
power_id,1233.0,16.1,9.0,0.0,3265.0,42.5,10.0,0.0,4315.0,56.2,12.0,38.8
chariton_mo,1276.0,17.2,1.0,0.0,2655.0,35.8,2.0,0.0,3162.0,42.6,2.0,49.8
duval_fl,138687.0,14.5,9.0,0.0,547974.0,57.2,11.0,0.0,667624.0,69.7,12.0,36.3
clay_sd,1961.0,13.9,1.0,0.0,7925.0,56.3,4.0,0.0,11458.0,81.4,4.0,47.0
bradford_pa,8024.0,13.3,5.0,0.0,24172.0,40.1,6.0,0.0,31690.0,52.5,7.0,44.1
white_il,2195.0,16.2,9.0,0.0,6357.0,47.0,10.0,0.0,7609.0,56.2,12.0,42.7
nottoway_va,856.0,5.6,13.0,0.0,2770.0,18.2,13.0,0.0,7234.0,47.5,15.0,24.9
james city_va,1839.0,2.4,1.0,0.0,7067.0,9.2,1.0,0.0,48105.0,62.9,4.0,16.2
cooke_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18617.0,45.1,10.0,33.6
zavala_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7887.0,66.6,16.0,36.6
jones_ms,9041.0,13.3,13.0,0.0,26695.0,39.2,14.0,0.0,33768.0,49.6,15.0,34.7
elliott_ky,688.0,9.2,9.0,0.0,2350.0,31.3,9.0,0.0,2933.0,39.0,10.0,44.3
catron_nm,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,1898.0,53.8,7.0,48.5
montcalm_mi,6239.0,9.8,9.0,0.0,22011.0,34.5,10.0,0.0,26900.0,42.1,11.0,52.6
laurens_sc,8113.0,12.0,13.0,0.0,23578.0,34.9,14.0,0.0,29139.0,43.2,14.0,41.5
middlesex_va,2000.0,18.9,1.0,0.0,5769.0,54.5,3.0,0.0,7372.0,69.7,4.0,52.2
kenosha_wi,28181.0,16.6,9.0,0.0,90893.0,53.6,11.0,0.0,113105.0,66.7,12.0,47.9
valdez-cordova census area_ak,2152.0,23.4,5.0,0.0,4890.0,53.1,7.0,0.0,6216.0,67.6,8.0,43.7
wayne_ga,3008.0,10.1,13.0,0.0,9119.0,30.5,13.0,0.0,14193.0,47.4,15.0,32.0
dunn_wi,5798.0,12.8,1.0,0.0,19975.0,44.0,3.0,0.0,23515.0,51.8,3.0,56.2
brown_ks,1973.0,20.6,5.0,0.0,5215.0,54.5,7.0,0.0,6431.0,67.2,8.0,47.3
laurel_ky,6600.0,10.9,13.0,0.0,22638.0,37.2,14.0,0.0,27303.0,44.9,15.0,38.4
columbiana_oh,12410.0,12.2,5.0,0.0,37182.0,36.5,6.0,0.0,53375.0,52.4,7.0,48.3
johnson_mo,6068.0,11.2,5.0,0.0,20036.0,37.1,6.0,0.0,27983.0,51.8,7.0,33.7
brookings_sd,474.0,1.4,1.0,0.0,0.0,0.0,2.0,0.0,21365.0,60.9,4.0,46.2
perry_ky,5571.0,21.6,13.0,0.0,14692.0,57.0,15.0,0.0,17982.0,69.8,16.0,39.7
coosa_al,1141.0,10.7,9.0,0.0,3365.0,31.6,9.0,0.0,5154.0,48.3,11.0,38.0
cook_il,771015.0,15.0,9.0,0.0,3571791.0,69.4,12.0,0.0,4164137.0,80.9,12.0,49.3
vigo_in,18345.0,17.1,9.0,0.0,48931.0,45.7,11.0,0.0,58237.0,54.4,11.0,42.7
montgomery_mo,2040.0,17.7,9.0,0.0,5346.0,46.3,11.0,0.0,6305.0,54.6,11.0,36.8
bowman_nd,631.0,20.9,1.0,0.0,1157.0,38.3,2.0,0.0,1398.0,46.2,2.0,53.1
rolette_nd,5055.0,35.7,13.0,0.0,8110.0,57.2,15.0,0.0,12172.0,85.9,16.0,33.2
crawford_ks,5457.0,14.1,9.0,0.0,17199.0,44.3,10.0,0.0,20484.0,52.8,11.0,44.1
curry_or,3280.0,14.3,5.0,0.0,12676.0,55.3,7.0,0.0,14652.0,63.9,8.0,49.0
morgan_al,12760.0,10.7,9.0,0.0,45818.0,38.3,10.0,0.0,61097.0,51.1,11.0,37.8
clay_ne,293.0,4.7,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,55.9
walla walla_wa,13270.0,21.8,9.0,0.0,36015.0,59.3,12.0,0.0,42527.0,70.0,12.0,47.1
haywood_tn,2497.0,14.4,13.0,0.0,8382.0,48.4,14.0,0.0,10362.0,59.9,16.0,40.0
oxford_me,6896.0,11.9,5.0,0.0,35533.0,61.3,8.0,0.0,45129.0,77.8,8.0,50.6
caldwell_nc,13133.0,16.0,9.0,0.0,35194.0,42.8,10.0,0.0,48544.0,59.1,11.0,29.3
grundy_ia,2414.0,19.7,1.0,0.0,7038.0,57.5,4.0,0.0,7984.0,65.3,4.0,54.1
oregon_mo,990.0,9.4,5.0,0.0,3130.0,29.7,5.0,0.0,3834.0,36.4,6.0,37.8
choctaw_ok,1604.0,10.9,13.0,0.0,4565.0,31.1,13.0,0.0,6052.0,41.2,14.0,35.6
augusta_va,6403.0,8.5,1.0,0.0,18737.0,24.8,1.0,0.0,40871.0,54.1,3.0,29.2
jefferson_ok,1111.0,18.5,13.0,0.0,2352.0,39.2,14.0,0.0,2966.0,49.4,15.0,38.7
lincoln_ms,4970.0,14.6,13.0,0.0,12437.0,36.4,13.0,0.0,15227.0,44.6,14.0,32.9
plaquemines parish_la,3894.0,16.8,9.0,0.0,13117.0,56.5,11.0,0.0,18106.0,78.1,12.0,29.5
auglaize_oh,3947.0,8.6,1.0,0.0,13936.0,30.5,2.0,0.0,18645.0,40.8,2.0,48.9
pershing_nv,598.0,8.9,13.0,0.0,2387.0,35.5,14.0,0.0,2807.0,41.7,14.0,42.8
coahoma_ms,2590.0,11.7,13.0,0.0,10031.0,45.3,14.0,0.0,12939.0,58.5,16.0,36.6
mason_ky,2258.0,13.2,9.0,0.0,7798.0,45.7,11.0,0.0,9624.0,56.4,12.0,46.0
jackson_ks,2682.0,20.4,5.0,0.0,7679.0,58.3,8.0,0.0,9248.0,70.2,8.0,42.8
rockcastle_ky,1686.0,10.1,13.0,0.0,5830.0,34.9,13.0,0.0,7462.0,44.7,14.0,42.7
clay_ks,1376.0,17.2,1.0,0.0,4129.0,51.6,3.0,0.0,5332.0,66.6,4.0,45.5
howard_mo,1874.0,18.7,5.0,0.0,4136.0,41.4,6.0,0.0,4943.0,49.4,7.0,43.2
dewey_ok,580.0,11.9,1.0,0.0,1174.0,24.0,1.0,0.0,1369.0,28.0,1.0,45.2
otero_nm,4703.0,7.0,13.0,0.0,28220.0,41.8,14.0,0.0,48388.0,71.7,16.0,36.0
slope_nd,55.0,7.3,1.0,0.0,85.0,11.3,1.0,0.0,108.0,14.4,1.0,45.8
quitman_ga,104.0,4.5,13.0,0.0,299.0,13.0,13.0,0.0,910.0,39.6,14.0,32.4
big horn_mt,4632.0,34.8,13.0,0.0,10109.0,75.9,16.0,0.0,13865.0,95.0,16.0,31.5
butte_ca,38718.0,17.7,13.0,0.0,108410.0,49.5,15.0,0.0,127809.0,58.3,16.0,49.7
camp_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6100.0,46.6,14.0,35.7
salt lake_ut,124387.0,10.7,5.0,0.0,729270.0,62.8,8.0,0.0,897183.0,77.3,8.0,48.0
fannin_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17674.0,49.8,11.0,35.4
ripley_in,4402.0,15.5,5.0,0.0,12013.0,42.4,6.0,0.0,14898.0,52.6,7.0,44.7
juneau_wi,5378.0,20.2,5.0,0.0,13006.0,48.7,7.0,0.0,15333.0,57.5,8.0,52.1
harper_ok,695.0,18.8,5.0,0.0,1557.0,42.2,6.0,0.0,1859.0,50.4,7.0,41.9
norman_mn,1847.0,29.0,5.0,0.0,3237.0,50.8,7.0,0.0,4192.0,65.8,8.0,49.5
columbia_ga,11398.0,7.3,1.0,0.0,41219.0,26.3,1.0,0.0,94148.0,60.1,4.0,31.7
beaver_ok,688.0,13.0,5.0,0.0,1535.0,28.9,5.0,0.0,1984.0,37.4,6.0,34.4
harney_or,1133.0,15.3,9.0,0.0,3023.0,40.9,10.0,0.0,3777.0,51.1,11.0,47.3
bowie_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43642.0,46.8,14.0,32.2
burleson_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10075.0,54.6,11.0,39.4
dodge_mn,4150.0,19.8,1.0,0.0,11170.0,53.4,3.0,0.0,13099.0,62.6,4.0,55.5
avery_nc,3439.0,19.6,9.0,0.0,9023.0,51.4,11.0,0.0,12259.0,69.8,12.0,34.6
hancock_me,9090.0,16.5,1.0,0.0,38665.0,70.3,4.0,0.0,46937.0,85.4,4.0,59.3
ellsworth_ks,774.0,12.7,5.0,0.0,3082.0,50.5,7.0,0.0,3603.0,59.0,8.0,51.2
kossuth_ia,2886.0,19.5,1.0,0.0,7272.0,49.1,3.0,0.0,8209.0,55.4,4.0,55.0
carroll_ia,4189.0,20.8,1.0,0.0,11485.0,57.0,4.0,0.0,13075.0,64.8,4.0,55.0
faulk_sd,292.0,12.7,1.0,0.0,0.0,0.0,3.0,0.0,1420.0,61.8,4.0,48.3
dawson_ga,531.0,2.0,1.0,0.0,2806.0,10.7,1.0,0.0,11546.0,44.2,2.0,34.6
otter tail_mn,11799.0,20.1,1.0,0.0,26458.0,45.0,3.0,0.0,32257.0,54.9,4.0,60.6
anoka_mn,40991.0,11.5,1.0,0.0,184365.0,51.7,3.0,0.0,222797.0,62.4,4.0,57.7
greer_ok,1050.0,18.4,13.0,0.0,2007.0,35.1,13.0,0.0,2393.0,41.9,14.0,40.2
marshall_mn,1733.0,18.6,1.0,0.0,3956.0,42.4,2.0,0.0,5061.0,54.2,3.0,45.5
letcher_ky,4483.0,20.8,13.0,0.0,10254.0,47.6,15.0,0.0,12378.0,57.4,16.0,44.1
saline_mo,4326.0,19.0,13.0,0.0,10091.0,44.3,14.0,0.0,11902.0,52.3,15.0,35.6
sonoma_ca,107187.0,21.7,5.0,0.0,364012.0,73.6,8.0,0.0,419250.0,84.8,8.0,58.2
merrick_ne,1029.0,13.3,1.0,0.0,2879.0,37.1,2.0,0.0,3463.0,44.7,3.0,57.2
winn parish_la,1852.0,13.3,13.0,0.0,5632.0,40.5,14.0,0.0,7183.0,51.7,15.0,27.9
sussex_nj,20555.0,14.6,1.0,0.0,85584.0,60.9,4.0,0.0,104356.0,74.3,4.0,51.0
larimer_co,3111.0,0.9,1.0,0.0,222418.0,62.3,4.0,0.0,266020.0,74.5,4.0,56.6
cass_il,2920.0,24.0,9.0,0.0,6614.0,54.4,11.0,0.0,7988.0,65.8,12.0,44.1
uvalde_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17121.0,64.0,16.0,39.6
wheatland_mt,317.0,14.9,9.0,0.0,687.0,32.3,9.0,0.0,834.0,39.2,10.0,49.4
mcpherson_ks,4877.0,17.1,1.0,0.0,14202.0,49.8,3.0,0.0,17432.0,61.1,4.0,46.5
chippewa_wi,11998.0,18.6,1.0,0.0,33160.0,51.3,3.0,0.0,38743.0,59.9,4.0,55.9
gray_ks,1001.0,16.7,5.0,0.0,2457.0,41.0,6.0,0.0,3043.0,50.8,7.0,41.9
houghton_mi,6165.0,17.3,5.0,0.0,16346.0,45.8,7.0,0.0,19149.0,53.7,8.0,52.9
colquitt_ga,1121.0,2.5,13.0,0.0,9100.0,20.0,13.0,0.0,21096.0,46.3,14.0,28.0
tuscarawas_oh,7846.0,8.5,5.0,0.0,26086.0,28.4,5.0,0.0,42829.0,46.6,7.0,51.2
maricopa_az,687153.0,15.3,9.0,0.0,2370180.0,52.8,11.0,0.0,2959742.0,66.0,12.0,38.7
marion_ga,196.0,2.3,13.0,0.0,1268.0,15.2,13.0,0.0,4054.0,48.5,15.0,34.1
douglas_ks,20016.0,16.4,1.0,0.0,81471.0,66.6,4.0,0.0,98064.0,80.2,4.0,47.6
mason_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2211.0,51.7,7.0,48.7
lincoln_co,0.0,0.0,0.0,0.0,1766.0,31.0,5.0,0.0,2117.0,37.1,6.0,49.6
whitley_in,5589.0,16.5,1.0,0.0,15003.0,44.2,3.0,0.0,17222.0,50.7,3.0,43.7
del norte_ca,2340.0,8.4,13.0,0.0,10983.0,39.5,14.0,0.0,13583.0,48.8,15.0,48.1
mccurtain_ok,3392.0,10.3,13.0,0.0,10768.0,32.8,13.0,0.0,13991.0,42.6,14.0,31.8
winston_al,1688.0,7.1,9.0,0.0,4604.0,19.5,9.0,0.0,6182.0,26.2,9.0,32.4
columbia_ny,8736.0,14.7,5.0,0.0,40568.0,68.2,8.0,0.0,49785.0,83.7,8.0,50.5
putnam_oh,4221.0,12.5,1.0,0.0,0.0,0.0,2.0,0.0,16937.0,50.0,3.0,48.8
susquehanna_pa,4915.0,12.2,1.0,0.0,17983.0,44.6,2.0,0.0,22110.0,54.8,3.0,46.7
prowers_co,51.0,0.4,13.0,0.0,4599.0,37.8,14.0,0.0,5667.0,46.6,15.0,41.9
knott_ky,2599.0,17.6,13.0,0.0,6461.0,43.6,14.0,0.0,7777.0,52.5,15.0,44.2
montgomery_md,180995.0,17.2,5.0,0.0,850197.0,80.9,8.0,0.0,1055737.0,95.0,8.0,52.3
shelby_il,2055.0,9.5,1.0,0.0,8214.0,38.0,2.0,0.0,9567.0,44.2,3.0,48.8
harrison_ms,33435.0,16.1,13.0,0.0,103651.0,49.8,15.0,0.0,131553.0,63.2,16.0,30.4
swain_nc,3027.0,21.2,13.0,0.0,7498.0,52.5,15.0,0.0,10570.0,74.1,16.0,35.5
kane_ut,1009.0,12.8,1.0,0.0,3612.0,45.8,3.0,0.0,4482.0,56.8,3.0,47.6
pearl river_ms,6924.0,12.5,9.0,0.0,23376.0,42.1,10.0,0.0,31204.0,56.2,11.0,33.4
lee_ia,5318.0,15.8,9.0,0.0,15789.0,46.9,11.0,0.0,18802.0,55.9,12.0,48.8
phillips_ar,1936.0,10.9,13.0,0.0,8265.0,46.5,14.0,0.0,10291.0,57.9,15.0,37.0
beaverhead_mt,1770.0,18.7,5.0,0.0,4563.0,48.3,7.0,0.0,5506.0,58.2,8.0,50.0
valley_id,2699.0,23.7,1.0,0.0,6180.0,54.2,3.0,0.0,7893.0,69.3,4.0,51.1
henry_ia,2906.0,14.6,5.0,0.0,9912.0,49.7,7.0,0.0,11481.0,57.5,8.0,52.1
lee_ga,229.0,0.8,5.0,0.0,4685.0,15.6,5.0,0.0,15714.0,52.4,7.0,33.9
jersey_il,4817.0,22.1,1.0,0.0,11587.0,53.2,3.0,0.0,13003.0,59.7,4.0,48.0
mineral_nv,1173.0,26.0,13.0,0.0,2426.0,53.9,15.0,0.0,2991.0,66.4,16.0,43.4
beaver_ut,879.0,13.1,5.0,0.0,2942.0,43.8,6.0,0.0,3735.0,55.7,7.0,39.7
prentiss_ms,2985.0,11.9,13.0,0.0,10096.0,40.2,14.0,0.0,11924.0,47.5,15.0,34.8
knox_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1594.0,43.5,14.0,30.3
wyoming_pa,3889.0,14.5,1.0,0.0,16015.0,59.8,4.0,0.0,18695.0,69.8,4.0,46.6
calhoun_ga,282.0,4.6,13.0,0.0,1239.0,20.0,13.0,0.0,3336.0,53.9,15.0,39.6
rush_in,3093.0,18.7,5.0,0.0,7128.0,43.0,7.0,0.0,8374.0,50.5,7.0,46.4
ogle_il,7777.0,15.4,5.0,0.0,28069.0,55.4,7.0,0.0,31497.0,62.2,8.0,51.7
quitman_ms,752.0,11.1,13.0,0.0,3087.0,45.5,14.0,0.0,4141.0,61.0,16.0,36.2
esmeralda_nv,107.0,12.3,9.0,0.0,359.0,41.1,10.0,0.0,443.0,50.7,11.0,27.2
clark_sd,541.0,14.5,1.0,0.0,1698.0,45.4,3.0,0.0,2183.0,58.4,3.0,36.1
unknown_de,4594.0,0.0,0.0,0.0,23265.0,0.0,0.0,0.0,32633.0,0.0,0.0,42.5
rock_mn,1705.0,18.3,1.0,0.0,4567.0,49.0,3.0,0.0,5695.0,61.1,4.0,48.6
wabash_in,5557.0,17.9,5.0,0.0,12166.0,39.3,6.0,0.0,14020.0,45.2,7.0,43.0
forest_pa,1237.0,17.1,9.0,0.0,5090.0,70.2,12.0,0.0,5618.0,77.5,12.0,57.6
panola_ms,4563.0,13.3,13.0,0.0,14147.0,41.4,14.0,0.0,18344.0,53.6,15.0,33.7
lake_or,1117.0,14.2,13.0,0.0,2817.0,35.8,14.0,0.0,3321.0,42.2,14.0,45.5
tillamook_or,3843.0,14.2,9.0,0.0,16166.0,59.8,12.0,0.0,19104.0,70.7,12.0,54.2
hamilton_oh,98238.0,12.0,9.0,0.0,377339.0,46.2,11.0,0.0,553165.0,67.7,12.0,49.5
marion_ky,1992.0,10.3,13.0,0.0,9043.0,46.9,15.0,0.0,10696.0,55.5,15.0,44.1
lewis_ky,1186.0,8.9,9.0,0.0,3993.0,30.1,9.0,0.0,5782.0,43.6,10.0,40.3
putnam_mo,555.0,11.8,9.0,0.0,1403.0,29.9,9.0,0.0,1826.0,38.9,10.0,50.9
sheboygan_wi,16602.0,14.4,1.0,0.0,63425.0,55.0,4.0,0.0,76361.0,66.2,4.0,53.7
unknown_ut,11895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53687.0,0.0,0.0,15.3
teton_id,1767.0,14.6,1.0,0.0,6755.0,55.6,3.0,0.0,9058.0,74.6,4.0,40.0
ste. genevieve_mo,2769.0,15.5,1.0,0.0,7479.0,41.8,2.0,0.0,8823.0,49.3,3.0,49.2
grayson_ky,3449.0,13.1,9.0,0.0,12041.0,45.6,10.0,0.0,14936.0,56.5,12.0,43.2
catawba_nc,24149.0,15.1,9.0,0.0,79381.0,49.8,11.0,0.0,119815.0,75.1,12.0,19.9
wasco_or,4615.0,17.3,13.0,0.0,15915.0,59.6,16.0,0.0,19155.0,71.8,16.0,48.0
wyandot_oh,2050.0,9.4,1.0,0.0,0.0,0.0,2.0,0.0,10633.0,48.8,3.0,51.8
grays harbor_wa,11995.0,16.0,13.0,0.0,41943.0,55.9,15.0,0.0,49496.0,65.9,16.0,46.3
red willow_ne,105.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,59.2
humboldt_ia,1445.0,15.1,1.0,0.0,4388.0,45.9,3.0,0.0,5058.0,52.9,3.0,50.4
jackson_sd,487.0,14.6,13.0,0.0,1207.0,36.1,14.0,0.0,1935.0,57.9,15.0,27.4
juniata_pa,3247.0,13.1,5.0,0.0,10167.0,41.1,6.0,0.0,10960.0,44.3,7.0,50.1
jackson_tn,1408.0,11.9,9.0,0.0,3627.0,30.8,9.0,0.0,4545.0,38.6,10.0,43.9
shawano_wi,7252.0,17.7,1.0,0.0,19570.0,47.8,3.0,0.0,23172.0,56.7,4.0,52.6
hickman_ky,381.0,8.7,9.0,0.0,1473.0,33.6,9.0,0.0,1797.0,41.0,10.0,41.7
fulton_ny,6257.0,11.7,9.0,0.0,25886.0,48.5,11.0,0.0,31194.0,58.4,12.0,51.5
quay_nm,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,4944.0,59.9,15.0,42.5
wayne_ia,1120.0,17.4,5.0,0.0,2482.0,38.5,6.0,0.0,2887.0,44.8,7.0,56.0
union_ms,3110.0,10.8,13.0,0.0,10300.0,35.7,14.0,0.0,12528.0,43.5,14.0,36.4
duval_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8163.0,73.2,16.0,39.0
clay_nc,1963.0,17.5,1.0,0.0,4661.0,41.5,2.0,0.0,7525.0,67.0,4.0,34.2
warren_nj,16501.0,15.7,1.0,0.0,68038.0,64.6,4.0,0.0,87478.0,83.1,4.0,45.8
currituck_nc,5760.0,20.7,1.0,0.0,14217.0,51.2,3.0,0.0,21842.0,78.7,4.0,24.8
lee_va,3529.0,15.1,13.0,0.0,10537.0,45.0,14.0,0.0,13502.0,57.6,15.0,33.9
cooper_mo,2914.0,16.5,5.0,0.0,7124.0,40.2,6.0,0.0,8873.0,50.1,7.0,41.2
manatee_fl,58163.0,14.4,9.0,0.0,239426.0,59.4,11.0,0.0,286530.0,71.1,12.0,42.4
wood_wi,12428.0,17.0,1.0,0.0,39888.0,54.6,4.0,0.0,48742.0,66.8,4.0,54.3
henry_il,9430.0,19.3,1.0,0.0,27843.0,56.9,3.0,0.0,31563.0,64.5,4.0,49.0
grant_ar,1995.0,10.9,5.0,0.0,8113.0,44.4,6.0,0.0,9645.0,52.8,7.0,36.5
gasconade_mo,2880.0,19.6,1.0,0.0,7184.0,48.9,3.0,0.0,8173.0,55.6,4.0,39.5
dickinson_ks,2929.0,15.9,5.0,0.0,8860.0,48.0,7.0,0.0,11978.0,64.9,8.0,32.8
box butte_ne,70.0,0.6,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,56.5
wyoming_ny,4685.0,11.8,5.0,0.0,18294.0,45.9,7.0,0.0,21605.0,54.2,8.0,52.7
monroe_ga,428.0,1.6,5.0,0.0,2847.0,10.3,5.0,0.0,13202.0,47.9,7.0,36.4
benton_ms,795.0,9.6,9.0,0.0,3757.0,45.5,10.0,0.0,4879.0,59.1,12.0,34.7
galax city_va,0.0,0.0,0.0,0.0,94.0,1.5,13.0,0.0,0.0,0.0,0.0,0.0
lee_ar,791.0,8.9,13.0,0.0,2943.0,33.2,13.0,0.0,3717.0,42.0,14.0,40.1
yuba_ca,8345.0,10.6,13.0,0.0,36829.0,46.8,14.0,0.0,47155.0,59.9,16.0,35.0
mcdonough_il,5316.0,17.9,9.0,0.0,14801.0,49.9,10.0,0.0,15881.0,53.5,11.0,47.0
hockley_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11167.0,48.5,15.0,32.2
