county_state,state,candidate_won,party,winner_votes,total_votes,pct_trump,pct_biden
black hawk_ia,IA,Joe Biden,DEM,35647,66593,0.465,0.535
johnson_ia,IA,Joe Biden,DEM,59177,83851,0.294,0.706
linn_ia,IA,Joe Biden,DEM,70874,127458,0.444,0.556
polk_ia,IA,Joe Biden,DEM,146250,258755,0.435,0.565
scott_ia,IA,Joe Biden,DEM,46926,92599,0.493,0.507
story_ia,IA,Joe Biden,DEM,29175,51038,0.428,0.572
douglas_ks,KS,Joe Biden,DEM,39436,57540,0.315,0.685
johnson_ks,KS,Joe Biden,DEM,184259,349386,0.473,0.527
riley_ks,KS,Joe Biden,DEM,11940,23855,0.499,0.501
shawnee_ks,KS,Joe Biden,DEM,43015,86122,0.501,0.499
wyandotte_ks,KS,Joe Biden,DEM,35566,55107,0.355,0.645
fayette_ky,KY,Joe Biden,DEM,90600,152912,0.408,0.592
jefferson_ky,KY,Joe Biden,DEM,228358,386629,0.409,0.591
caddo parish_la,LA,Joe Biden,DEM,55110,104912,0.475,0.525
east baton rouge parish_la,LA,Joe Biden,DEM,115577,208182,0.445,0.555
east carroll parish_la,LA,Joe Biden,DEM,1900,3036,0.374,0.626
iberville parish_la,LA,Joe Biden,DEM,8514,16719,0.491,0.509
madison parish_la,LA,Joe Biden,DEM,2654,4670,0.432,0.568
orleans parish_la,LA,Joe Biden,DEM,147854,177819,0.169,0.831
st. helena parish_la,LA,Joe Biden,DEM,3346,6158,0.457,0.543
st. james parish_la,LA,Joe Biden,DEM,6510,12590,0.483,0.517
st. john the baptist parish_la,LA,Joe Biden,DEM,13582,21432,0.366,0.634
tensas parish_la,LA,Joe Biden,DEM,1329,2554,0.48,0.52
cumberland_me,ME,Joe Biden,DEM,4074,6002,0.321,0.679
penobscot_me,ME,Joe Biden,DEM,512,845,0.394,0.606
york_me,ME,Joe Biden,DEM,6117,9658,0.367,0.633
anne arundel_md,MD,Joe Biden,DEM,172823,309617,0.442,0.558
baltimore_md,MD,Joe Biden,DEM,258409,414932,0.377,0.623
charles_md,MD,Joe Biden,DEM,62171,89498,0.305,0.695
frederick_md,MD,Joe Biden,DEM,77675,145615,0.467,0.533
howard_md,MD,Joe Biden,DEM,129433,183062,0.293,0.707
kent_md,MD,Joe Biden,DEM,5329,10794,0.506,0.494
montgomery_md,MD,Joe Biden,DEM,419569,533743,0.214,0.786
prince george's_md,MD,Joe Biden,DEM,379208,424855,0.107,0.893
talbot_md,MD,Joe Biden,DEM,11062,22555,0.51,0.49
baltimore city_md,MD,Joe Biden,DEM,207260,237461,0.127,0.873
barnstable_ma,MA,Joe Biden,DEM,16491,28427,0.42,0.58
essex_ma,MA,Joe Biden,DEM,1650,2512,0.343,0.657
nantucket_ma,MA,Joe Biden,DEM,5241,7306,0.283,0.717
franklin_ma,MA,Joe Biden,DEM,12475,20346,0.387,0.613
norfolk_ma,MA,Joe Biden,DEM,4100,6853,0.402,0.598
plymouth_ma,MA,Joe Biden,DEM,21266,37336,0.43,0.57
worcester_ma,MA,Joe Biden,DEM,48584,71370,0.319,0.681
genesee_mi,MI,Joe Biden,DEM,119390,221360,0.461,0.539
ingham_mi,MI,Joe Biden,DEM,94212,144550,0.348,0.652
kalamazoo_mi,MI,Joe Biden,DEM,83686,143414,0.416,0.584
kent_mi,MI,Joe Biden,DEM,187915,361048,0.48,0.52
leelanau_mi,MI,Joe Biden,DEM,8795,16900,0.48,0.52
marquette_mi,MI,Joe Biden,DEM,20465,37462,0.454,0.546
muskegon_mi,MI,Joe Biden,DEM,45643,92444,0.506,0.494
oakland_mi,MI,Joe Biden,DEM,434148,770351,0.436,0.564
saginaw_mi,MI,Joe Biden,DEM,51088,103349,0.506,0.494
washtenaw_mi,MI,Joe Biden,DEM,157136,216418,0.274,0.726
wayne_mi,MI,Joe Biden,DEM,597170,872469,0.316,0.684
blue earth_mn,MN,Joe Biden,DEM,18330,36051,0.492,0.508
carlton_mn,MN,Joe Biden,DEM,10098,20369,0.504,0.496
clay_mn,MN,Joe Biden,DEM,16357,32239,0.493,0.507
cook_mn,MN,Joe Biden,DEM,2496,3806,0.344,0.656
dakota_mn,MN,Joe Biden,DEM,146155,262259,0.443,0.557
hennepin_mn,MN,Joe Biden,DEM,532623,755969,0.295,0.705
lake_mn,MN,Joe Biden,DEM,3647,7202,0.494,0.506
nicollet_mn,MN,Joe Biden,DEM,9622,19125,0.497,0.503
olmsted_mn,MN,Joe Biden,DEM,49491,91385,0.458,0.542
ramsey_mn,MN,Joe Biden,DEM,211620,295977,0.285,0.715
st. louis_mn,MN,Joe Biden,DEM,67704,119531,0.434,0.566
washington_mn,MN,Joe Biden,DEM,89165,166786,0.465,0.535
winona_mn,MN,Joe Biden,DEM,13333,27173,0.509,0.491
adams_ms,MS,Joe Biden,DEM,7917,13759,0.425,0.575
bolivar_ms,MS,Joe Biden,DEM,8904,13755,0.353,0.647
claiborne_ms,MS,Joe Biden,DEM,3772,4453,0.153,0.847
clay_ms,MS,Joe Biden,DEM,5844,10206,0.427,0.573
coahoma_ms,MS,Joe Biden,DEM,6020,8507,0.292,0.708
copiah_ms,MS,Joe Biden,DEM,6470,12897,0.498,0.502
hinds_ms,MS,Joe Biden,DEM,73550,100191,0.266,0.734
holmes_ms,MS,Joe Biden,DEM,6588,8115,0.188,0.812
humphreys_ms,MS,Joe Biden,DEM,3016,4189,0.28,0.72
issaquena_ms,MS,Joe Biden,DEM,355,676,0.475,0.525
jasper_ms,MS,Joe Biden,DEM,4341,8742,0.503,0.497
jefferson_ms,MS,Joe Biden,DEM,3327,3911,0.149,0.851
jefferson davis_ms,MS,Joe Biden,DEM,3599,6213,0.421,0.579
kemper_ms,MS,Joe Biden,DEM,2887,4732,0.39,0.61
leflore_ms,MS,Joe Biden,DEM,7648,10893,0.298,0.702
marshall_ms,MS,Joe Biden,DEM,8057,15830,0.491,0.509
noxubee_ms,MS,Joe Biden,DEM,4040,5341,0.244,0.756
oktibbeha_ms,MS,Joe Biden,DEM,10299,19812,0.48,0.52
pike_ms,MS,Joe Biden,DEM,8646,17360,0.502,0.498
quitman_ms,MS,Joe Biden,DEM,2150,3229,0.334,0.666
sharkey_ms,MS,Joe Biden,DEM,1465,2183,0.329,0.671
sunflower_ms,MS,Joe Biden,DEM,6781,9683,0.3,0.7
tallahatchie_ms,MS,Joe Biden,DEM,3105,5691,0.454,0.546
tunica_ms,MS,Joe Biden,DEM,2580,3565,0.276,0.724
warren_ms,MS,Joe Biden,DEM,10442,21056,0.504,0.496
washington_ms,MS,Joe Biden,DEM,12503,18025,0.306,0.694
wilkinson_ms,MS,Joe Biden,DEM,2749,4130,0.334,0.666
yazoo_ms,MS,Joe Biden,DEM,5496,10441,0.474,0.526
boone_mo,MO,Joe Biden,DEM,50064,91168,0.451,0.549
jackson_mo,MO,Joe Biden,DEM,199842,333063,0.4,0.6
st. louis_mo,MO,Joe Biden,DEM,328151,536446,0.388,0.612
st. louis city_mo,MO,Joe Biden,DEM,110089,133867,0.178,0.822
big horn_mt,MT,Joe Biden,DEM,2491,4784,0.479,0.521
blaine_mt,MT,Joe Biden,DEM,1589,3117,0.49,0.51
deer lodge_mt,MT,Joe Biden,DEM,2562,4891,0.476,0.524
gallatin_mt,MT,Joe Biden,DEM,37044,71507,0.482,0.518
glacier_mt,MT,Joe Biden,DEM,3610,5639,0.36,0.64
missoula_mt,MT,Joe Biden,DEM,43357,71986,0.398,0.602
silver bow_mt,MT,Joe Biden,DEM,10392,18827,0.448,0.552
douglas_ne,NE,Joe Biden,DEM,150350,276540,0.456,0.544
lancaster_ne,NE,Joe Biden,DEM,82293,157215,0.477,0.523
clark_nv,NV,Joe Biden,DEM,521852,972510,0.463,0.537
washoe_nv,NV,Joe Biden,DEM,128128,252142,0.492,0.508
sullivan_nh,NH,Joe Biden,DEM,216,412,0.476,0.524
merrimack_nh,NH,Joe Biden,DEM,8725,16697,0.477,0.523
atlantic_nj,NJ,Joe Biden,DEM,73808,140441,0.474,0.526
bergen_nj,NJ,Joe Biden,DEM,285967,497460,0.425,0.575
burlington_nj,NJ,Joe Biden,DEM,154595,262650,0.411,0.589
camden_nj,NJ,Joe Biden,DEM,175065,265599,0.341,0.659
cumberland_nj,NJ,Joe Biden,DEM,32742,62575,0.477,0.523
essex_nj,NJ,Joe Biden,DEM,266820,345311,0.227,0.773
gloucester_nj,NJ,Joe Biden,DEM,86702,173453,0.5,0.5
hudson_nj,NJ,Joe Biden,DEM,181452,250458,0.276,0.724
mercer_nj,NJ,Joe Biden,DEM,122532,177223,0.309,0.691
middlesex_nj,NJ,Joe Biden,DEM,226250,375692,0.398,0.602
morris_nj,NJ,Joe Biden,DEM,153881,300917,0.489,0.511
passaic_nj,NJ,Joe Biden,DEM,129097,224330,0.425,0.575
somerset_nj,NJ,Joe Biden,DEM,111173,186891,0.405,0.595
union_nj,NJ,Joe Biden,DEM,170245,254041,0.33,0.67
bernalillo_nm,NM,Joe Biden,DEM,193757,317590,0.39,0.61
cibola_nm,NM,Joe Biden,DEM,4745,8903,0.467,0.533
do�a ana_nm,NM,Joe Biden,DEM,47957,82641,0.42,0.58
grant_nm,NM,Joe Biden,DEM,7590,14435,0.474,0.526
guadalupe_nm,NM,Joe Biden,DEM,1234,2189,0.436,0.564
los alamos_nm,NM,Joe Biden,DEM,7554,12293,0.386,0.614
mckinley_nm,NM,Joe Biden,DEM,18029,26486,0.319,0.681
mora_nm,NM,Joe Biden,DEM,1745,2686,0.35,0.65
rio arriba_nm,NM,Joe Biden,DEM,10990,16628,0.339,0.661
sandoval_nm,NM,Joe Biden,DEM,40588,76562,0.47,0.53
san miguel_nm,NM,Joe Biden,DEM,7888,11531,0.316,0.684
santa fe_nm,NM,Joe Biden,DEM,62530,82227,0.24,0.76
socorro_nm,NM,Joe Biden,DEM,3722,7160,0.48,0.52
taos_nm,NM,Joe Biden,DEM,13121,17181,0.236,0.764
albany_ny,NY,Joe Biden,DEM,99474,153586,0.352,0.648
bronx_ny,NY,Joe Biden,DEM,355374,425883,0.166,0.834
broome_ny,NY,Joe Biden,DEM,47010,92794,0.493,0.507
clinton_ny,NY,Joe Biden,DEM,18364,35437,0.482,0.518
columbia_ny,NY,Joe Biden,DEM,20386,35522,0.426,0.574
dutchess_ny,NY,Joe Biden,DEM,81443,150745,0.46,0.54
erie_ny,NY,Joe Biden,DEM,267174,473021,0.435,0.565
essex_ny,NY,Joe Biden,DEM,9947,19271,0.484,0.516
kings_ny,NY,Joe Biden,DEM,703310,913690,0.23,0.77
monroe_ny,NY,Joe Biden,DEM,225746,379864,0.406,0.594
nassau_ny,NY,Joe Biden,DEM,396504,730983,0.458,0.542
new york_ny,NY,Joe Biden,DEM,603040,695263,0.133,0.867
onondaga_ny,NY,Joe Biden,DEM,138894,234735,0.408,0.592
queens_ny,NY,Joe Biden,DEM,569038,788262,0.278,0.722
rensselaer_ny,NY,Joe Biden,DEM,40969,79286,0.483,0.517
rockland_ny,NY,Joe Biden,DEM,75802,150369,0.496,0.504
saratoga_ny,NY,Joe Biden,DEM,68471,132655,0.484,0.516
schenectady_ny,NY,Joe Biden,DEM,42465,74862,0.433,0.567
tompkins_ny,NY,Joe Biden,DEM,33619,45735,0.265,0.735
ulster_ny,NY,Joe Biden,DEM,57970,97420,0.405,0.595
westchester_ny,NY,Joe Biden,DEM,312371,462265,0.324,0.676
anson_nc,NC,Joe Biden,DEM,5789,11194,0.483,0.517
bertie_nc,NC,Joe Biden,DEM,5939,9815,0.395,0.605
buncombe_nc,NC,Joe Biden,DEM,96515,161569,0.403,0.597
chatham_nc,NC,Joe Biden,DEM,26787,48599,0.449,0.551
cumberland_nc,NC,Joe Biden,DEM,84469,147150,0.426,0.574
durham_nc,NC,Joe Biden,DEM,144688,179914,0.196,0.804
edgecombe_nc,NC,Joe Biden,DEM,16089,25477,0.368,0.632
forsyth_nc,NC,Joe Biden,DEM,113033,201270,0.438,0.562
guilford_nc,NC,Joe Biden,DEM,173086,284486,0.392,0.608
halifax_nc,NC,Joe Biden,DEM,15545,25759,0.397,0.603
hertford_nc,NC,Joe Biden,DEM,7097,10634,0.333,0.667
hoke_nc,NC,Joe Biden,DEM,11804,21639,0.455,0.545
mecklenburg_nc,NC,Joe Biden,DEM,378107,567053,0.333,0.667
nash_nc,NC,Joe Biden,DEM,25947,52271,0.504,0.496
new hanover_nc,NC,Joe Biden,DEM,66138,131830,0.498,0.502
northampton_nc,NC,Joe Biden,DEM,6069,10109,0.4,0.6
orange_nc,NC,Joe Biden,DEM,63594,84997,0.252,0.748
pasquotank_nc,NC,Joe Biden,DEM,9832,19897,0.506,0.494
pitt_nc,NC,Joe Biden,DEM,47252,87573,0.46,0.54
vance_nc,NC,Joe Biden,DEM,12431,20999,0.408,0.592
wake_nc,NC,Joe Biden,DEM,393336,631830,0.377,0.623
warren_nc,NC,Joe Biden,DEM,6400,10293,0.378,0.622
washington_nc,NC,Joe Biden,DEM,3396,6205,0.453,0.547
watauga_nc,NC,Joe Biden,DEM,17122,32220,0.469,0.531
wilson_nc,NC,Joe Biden,DEM,20754,40735,0.491,0.509
rolette_nd,ND,Joe Biden,DEM,2482,3804,0.348,0.652
sioux_nd,ND,Joe Biden,DEM,804,1186,0.322,0.678
athens_oh,OH,Joe Biden,DEM,14772,26059,0.433,0.567
cuyahoga_oh,OH,Joe Biden,DEM,416176,625670,0.335,0.665
franklin_oh,OH,Joe Biden,DEM,409144,630577,0.351,0.649
hamilton_oh,OH,Joe Biden,DEM,246266,430929,0.429,0.571
lucas_oh,OH,Joe Biden,DEM,115411,200623,0.425,0.575
montgomery_oh,OH,Joe Biden,DEM,135064,268505,0.497,0.503
summit_oh,OH,Joe Biden,DEM,151668,280473,0.459,0.541
benton_or,OR,Joe Biden,DEM,35827,52799,0.321,0.679
clackamas_or,OR,Joe Biden,DEM,139043,257679,0.46,0.54
clatsop_or,OR,Joe Biden,DEM,12916,23910,0.46,0.54
deschutes_or,OR,Joe Biden,DEM,65962,125234,0.473,0.527
hood river_or,OR,Joe Biden,DEM,8764,13090,0.33,0.67
lane_or,OR,Joe Biden,DEM,134366,222253,0.395,0.605
lincoln_or,OR,Joe Biden,DEM,17385,30726,0.434,0.566
marion_or,OR,Joe Biden,DEM,80872,165534,0.511,0.489
multnomah_or,OR,Joe Biden,DEM,367249,463659,0.208,0.792
washington_or,OR,Joe Biden,DEM,209940,320326,0.345,0.655
allegheny_pa,PA,Joe Biden,DEM,430759,724800,0.406,0.594
bucks_pa,PA,Joe Biden,DEM,204712,396234,0.483,0.517
centre_pa,PA,Joe Biden,DEM,40055,77493,0.483,0.517
chester_pa,PA,Joe Biden,DEM,182372,315753,0.422,0.578
dauphin_pa,PA,Joe Biden,DEM,78983,147368,0.464,0.536
delaware_pa,PA,Joe Biden,DEM,206423,329006,0.373,0.627
erie_pa,PA,Joe Biden,DEM,68286,137083,0.502,0.498
lackawanna_pa,PA,Joe Biden,DEM,61991,115410,0.463,0.537
lehigh_pa,PA,Joe Biden,DEM,98288,184713,0.468,0.532
monroe_pa,PA,Joe Biden,DEM,44060,83829,0.474,0.526
montgomery_pa,PA,Joe Biden,DEM,319511,510157,0.374,0.626
northampton_pa,PA,Joe Biden,DEM,85087,171399,0.504,0.496
philadelphia_pa,PA,Joe Biden,DEM,603790,741377,0.186,0.814
newport_ri,RI,Joe Biden,DEM,7866,10712,0.266,0.734
providence_ri,RI,Joe Biden,DEM,45941,57167,0.196,0.804
bristol_ri,RI,Joe Biden,DEM,6813,11657,0.416,0.584
allendale_sc,SC,Joe Biden,DEM,2718,3593,0.244,0.756
bamberg_sc,SC,Joe Biden,DEM,4010,6482,0.381,0.619
charleston_sc,SC,Joe Biden,DEM,121485,218857,0.445,0.555
fairfield_sc,SC,Joe Biden,DEM,7382,12136,0.392,0.608
hampton_sc,SC,Joe Biden,DEM,5323,9305,0.428,0.572
jasper_sc,SC,Joe Biden,DEM,7185,14394,0.501,0.499
lee_sc,SC,Joe Biden,DEM,5329,8431,0.368,0.632
marion_sc,SC,Joe Biden,DEM,8872,14704,0.397,0.603
marlboro_sc,SC,Joe Biden,DEM,6290,11446,0.45,0.55
orangeburg_sc,SC,Joe Biden,DEM,27295,41205,0.338,0.662
richland_sc,SC,Joe Biden,DEM,132570,193822,0.316,0.684
sumter_sc,SC,Joe Biden,DEM,27379,48920,0.44,0.56
williamsburg_sc,SC,Joe Biden,DEM,10289,15985,0.356,0.644
buffalo_sd,SD,Joe Biden,DEM,352,549,0.359,0.641
clay_sd,SD,Joe Biden,DEM,3083,5698,0.459,0.541
dewey_sd,SD,Joe Biden,DEM,1131,1966,0.425,0.575
oglala lakota_sd,SD,Joe Biden,DEM,2829,3200,0.116,0.884
todd_sd,SD,Joe Biden,DEM,1963,2539,0.227,0.773
ziebach_sd,SD,Joe Biden,DEM,481,906,0.469,0.531
davidson_tn,TN,Joe Biden,DEM,199703,309658,0.355,0.645
haywood_tn,TN,Joe Biden,DEM,4012,7439,0.461,0.539
shelby_tn,TN,Joe Biden,DEM,246105,382055,0.356,0.644
bexar_tx,TX,Joe Biden,DEM,448452,768952,0.417,0.583
brooks_tx,TX,Joe Biden,DEM,1470,2484,0.408,0.592
cameron_tx,TX,Joe Biden,DEM,64063,114174,0.439,0.561
culberson_tx,TX,Joe Biden,DEM,438,864,0.493,0.507
dallas_tx,TX,Joe Biden,DEM,598576,921638,0.351,0.649
dimmit_tx,TX,Joe Biden,DEM,2264,3666,0.382,0.618
duval_tx,TX,Joe Biden,DEM,2575,5053,0.49,0.51
el paso_tx,TX,Joe Biden,DEM,178126,267215,0.333,0.667
fort bend_tx,TX,Joe Biden,DEM,195552,357514,0.453,0.547
harris_tx,TX,Joe Biden,DEM,918193,1640818,0.44,0.56
hays_tx,TX,Joe Biden,DEM,59524,109357,0.456,0.544
hidalgo_tx,TX,Joe Biden,DEM,128199,220884,0.42,0.58
jim hogg_tx,TX,Joe Biden,DEM,1197,2036,0.412,0.588
maverick_tx,TX,Joe Biden,DEM,8332,15346,0.457,0.543
presidio_tx,TX,Joe Biden,DEM,1463,2217,0.34,0.66
starr_tx,TX,Joe Biden,DEM,9123,17525,0.479,0.521
tarrant_tx,TX,Joe Biden,DEM,411567,834697,0.507,0.493
travis_tx,TX,Joe Biden,DEM,435860,610349,0.286,0.714
webb_tx,TX,Joe Biden,DEM,41820,68397,0.389,0.611
willacy_tx,TX,Joe Biden,DEM,3108,5549,0.44,0.56
williamson_tx,TX,Joe Biden,DEM,143795,289312,0.503,0.497
zavala_tx,TX,Joe Biden,DEM,2864,4379,0.346,0.654
grand_ut,UT,Joe Biden,DEM,2806,5185,0.459,0.541
salt lake_ut,UT,Joe Biden,DEM,289906,541175,0.464,0.536
summit_ut,UT,Joe Biden,DEM,15244,26088,0.416,0.584
bennington_vt,VT,Joe Biden,DEM,4369,7096,0.384,0.616
rutland_vt,VT,Joe Biden,DEM,4679,8000,0.415,0.585
addison_vt,VT,Joe Biden,DEM,445,870,0.489,0.511
washington_vt,VT,Joe Biden,DEM,306,609,0.498,0.502
windham_vt,VT,Joe Biden,DEM,187,282,0.337,0.663
windsor_vt,VT,Joe Biden,DEM,1266,1890,0.33,0.67
chittenden_vt,VT,Joe Biden,DEM,473,853,0.445,0.555
essex_vt,VT,Joe Biden,DEM,9573,13414,0.286,0.714
grand isle_vt,VT,Joe Biden,DEM,831,1409,0.41,0.59
albemarle_va,VA,Joe Biden,DEM,42466,64657,0.343,0.657
arlington_va,VA,Joe Biden,DEM,105344,130699,0.194,0.806
brunswick_va,VA,Joe Biden,DEM,4552,7948,0.427,0.573
charles city_va,VA,Joe Biden,DEM,2624,4441,0.409,0.591
chesterfield_va,VA,Joe Biden,DEM,106935,203884,0.476,0.524
fairfax_va,VA,Joe Biden,DEM,419943,600823,0.301,0.699
greensville_va,VA,Joe Biden,DEM,2627,4574,0.426,0.574
henrico_va,VA,Joe Biden,DEM,116572,183152,0.364,0.636
james city_va,VA,Joe Biden,DEM,25553,49622,0.485,0.515
loudoun_va,VA,Joe Biden,DEM,138372,224862,0.385,0.615
montgomery_va,VA,Joe Biden,DEM,23218,45037,0.484,0.516
northampton_va,VA,Joe Biden,DEM,3667,6732,0.455,0.545
prince edward_va,VA,Joe Biden,DEM,4973,9574,0.481,0.519
prince william_va,VA,Joe Biden,DEM,142863,228056,0.374,0.626
stafford_va,VA,Joe Biden,DEM,40245,79625,0.495,0.505
surry_va,VA,Joe Biden,DEM,2397,4471,0.464,0.536
sussex_va,VA,Joe Biden,DEM,2827,5088,0.444,0.556
alexandria city_va,VA,Joe Biden,DEM,66240,82508,0.197,0.803
charlottesville city_va,VA,Joe Biden,DEM,20696,24205,0.145,0.855
chesapeake city_va,VA,Joe Biden,DEM,66377,127108,0.478,0.522
danville city_va,VA,Joe Biden,DEM,11710,19389,0.396,0.604
emporia city_va,VA,Joe Biden,DEM,1612,2381,0.323,0.677
fairfax city_va,VA,Joe Biden,DEM,9174,13483,0.32,0.68
falls church city_va,VA,Joe Biden,DEM,7146,8819,0.19,0.81
franklin city_va,VA,Joe Biden,DEM,2525,4058,0.378,0.622
fredericksburg city_va,VA,Joe Biden,DEM,8517,12862,0.338,0.662
hampton city_va,VA,Joe Biden,DEM,46220,65901,0.299,0.701
harrisonburg city_va,VA,Joe Biden,DEM,11022,17086,0.355,0.645
hopewell city_va,VA,Joe Biden,DEM,5430,9608,0.435,0.565
lexington city_va,VA,Joe Biden,DEM,1791,2762,0.352,0.648
lynchburg city_va,VA,Joe Biden,DEM,18048,36363,0.504,0.496
manassas city_va,VA,Joe Biden,DEM,10356,16968,0.39,0.61
manassas park city_va,VA,Joe Biden,DEM,3992,6087,0.344,0.656
martinsville city_va,VA,Joe Biden,DEM,3766,6013,0.374,0.626
newport news city_va,VA,Joe Biden,DEM,53099,81203,0.346,0.654
norfolk city_va,VA,Joe Biden,DEM,64440,89881,0.283,0.717
petersburg city_va,VA,Joe Biden,DEM,12389,14118,0.122,0.878
portsmouth city_va,VA,Joe Biden,DEM,30948,44582,0.306,0.694
radford city_va,VA,Joe Biden,DEM,3358,6320,0.469,0.531
richmond city_va,VA,Joe Biden,DEM,92175,111159,0.171,0.829
roanoke city_va,VA,Joe Biden,DEM,26773,43323,0.382,0.618
staunton city_va,VA,Joe Biden,DEM,6981,12990,0.463,0.537
suffolk city_va,VA,Joe Biden,DEM,28676,49642,0.422,0.578
virginia beach city_va,VA,Joe Biden,DEM,117393,227561,0.484,0.516
williamsburg city_va,VA,Joe Biden,DEM,4790,6883,0.304,0.696
winchester city_va,VA,Joe Biden,DEM,6610,12106,0.454,0.546
clallam_wa,WA,Joe Biden,DEM,24721,49264,0.498,0.502
clark_wa,WA,Joe Biden,DEM,140324,275403,0.49,0.51
island_wa,WA,Joe Biden,DEM,29213,53925,0.458,0.542
jefferson_wa,WA,Joe Biden,DEM,17204,24792,0.306,0.694
king_wa,WA,Joe Biden,DEM,907310,1210507,0.25,0.75
kitsap_wa,WA,Joe Biden,DEM,90277,158672,0.431,0.569
pierce_wa,WA,Joe Biden,DEM,249506,464081,0.462,0.538
san juan_wa,WA,Joe Biden,DEM,9725,13197,0.263,0.737
skagit_wa,WA,Joe Biden,DEM,38252,73423,0.479,0.521
snohomish_wa,WA,Joe Biden,DEM,256728,438796,0.415,0.585
thurston_wa,WA,Joe Biden,DEM,96608,168134,0.425,0.575
whatcom_wa,WA,Joe Biden,DEM,83660,138620,0.396,0.604
whitman_wa,WA,Joe Biden,DEM,11184,21126,0.471,0.529
ashland_wi,WI,Joe Biden,DEM,4801,8757,0.452,0.548
bayfield_wi,WI,Joe Biden,DEM,6147,10880,0.435,0.565
dane_wi,WI,Joe Biden,DEM,260185,344791,0.245,0.755
door_wi,WI,Joe Biden,DEM,10044,20117,0.501,0.499
douglas_wi,WI,Joe Biden,DEM,13218,24677,0.464,0.536
eau claire_wi,WI,Joe Biden,DEM,31620,58275,0.457,0.543
green_wi,WI,Joe Biden,DEM,10851,21406,0.493,0.507
iowa_wi,WI,Joe Biden,DEM,7828,13992,0.441,0.559
la crosse_wi,WI,Joe Biden,DEM,37846,67884,0.442,0.558
menominee_wi,WI,Joe Biden,DEM,1303,1590,0.181,0.819
milwaukee_wi,WI,Joe Biden,DEM,317270,458971,0.309,0.691
portage_wi,WI,Joe Biden,DEM,20428,40603,0.497,0.503
rock_wi,WI,Joe Biden,DEM,46658,85360,0.453,0.547
sauk_wi,WI,Joe Biden,DEM,18108,36203,0.5,0.5
albany_wy,WY,Joe Biden,DEM,9092,18617,0.512,0.488
teton_wy,WY,Joe Biden,DEM,9848,14677,0.329,0.671
dallas_al,AL,Joe Biden,DEM,12230,17864,0.315,0.685
greene_al,AL,Joe Biden,DEM,3884,4775,0.187,0.813
hale_al,AL,Joe Biden,DEM,4687,7922,0.408,0.592
jefferson_al,AL,Joe Biden,DEM,181688,325848,0.442,0.558
lowndes_al,AL,Joe Biden,DEM,4972,6835,0.273,0.727
macon_al,AL,Joe Biden,DEM,7108,8723,0.185,0.815
marengo_al,AL,Joe Biden,DEM,5488,10900,0.497,0.503
montgomery_al,AL,Joe Biden,DEM,64529,99139,0.349,0.651
perry_al,AL,Joe Biden,DEM,3860,5230,0.262,0.738
russell_al,AL,Joe Biden,DEM,11228,21329,0.474,0.526
sumter_al,AL,Joe Biden,DEM,4648,6291,0.261,0.739
wilcox_al,AL,Joe Biden,DEM,4048,5903,0.314,0.686
bullock_al,AL,Joe Biden,DEM,3446,4613,0.253,0.747
crittenden_ar,AR,Joe Biden,DEM,8514,16367,0.48,0.52
desha_ar,AR,Joe Biden,DEM,2016,4164,0.516,0.484
jefferson_ar,AR,Joe Biden,DEM,14981,25158,0.405,0.595
lee_ar,AR,Joe Biden,DEM,1423,2848,0.5,0.5
phillips_ar,AR,Joe Biden,DEM,3623,6242,0.42,0.58
pulaski_ar,AR,Joe Biden,DEM,101947,169956,0.4,0.6
st. francis_ar,AR,Joe Biden,DEM,3604,7108,0.493,0.507
chicot_ar,AR,Joe Biden,DEM,2260,4103,0.449,0.551
fresno_ca,CA,Joe Biden,DEM,193025,364809,0.471,0.529
humboldt_ca,CA,Joe Biden,DEM,44768,68828,0.35,0.65
imperial_ca,CA,Joe Biden,DEM,34678,56718,0.389,0.611
inyo_ca,CA,Joe Biden,DEM,4634,9481,0.511,0.489
lake_ca,CA,Joe Biden,DEM,14941,28800,0.481,0.519
los angeles_ca,CA,Joe Biden,DEM,3028885,4263443,0.29,0.71
alameda_ca,CA,Joe Biden,DEM,617659,769864,0.198,0.802
marin_ca,CA,Joe Biden,DEM,128288,155801,0.177,0.823
mendocino_ca,CA,Joe Biden,DEM,28782,43336,0.336,0.664
merced_ca,CA,Joe Biden,DEM,48991,90541,0.459,0.541
mono_ca,CA,Joe Biden,DEM,4013,6737,0.404,0.596
monterey_ca,CA,Joe Biden,DEM,113953,163883,0.305,0.695
napa_ca,CA,Joe Biden,DEM,49817,72122,0.309,0.691
nevada_ca,CA,Joe Biden,DEM,36359,64738,0.438,0.562
alpine_ca,CA,Joe Biden,DEM,476,741,0.358,0.642
orange_ca,CA,Joe Biden,DEM,814009,1521725,0.465,0.535
riverside_ca,CA,Joe Biden,DEM,527945,996156,0.47,0.53
sacramento_ca,CA,Joe Biden,DEM,440808,718290,0.386,0.614
san benito_ca,CA,Joe Biden,DEM,17628,28821,0.388,0.612
san bernardino_ca,CA,Joe Biden,DEM,455859,840931,0.458,0.542
san diego_ca,CA,Joe Biden,DEM,964650,1601722,0.398,0.602
san francisco_ca,CA,Joe Biden,DEM,378156,443458,0.147,0.853
san joaquin_ca,CA,Joe Biden,DEM,161137,288443,0.441,0.559
san luis obispo_ca,CA,Joe Biden,DEM,88310,159681,0.447,0.553
