county_state,state,candidate_won,party,winner_votes,total_votes,pct_trump,pct_biden
san mateo_ca,CA,Joe Biden,DEM,291410,374138,0.221,0.779
santa barbara_ca,CA,Joe Biden,DEM,129963,200288,0.351,0.649
santa clara_ca,CA,Joe Biden,DEM,617967,850522,0.273,0.727
santa cruz_ca,CA,Joe Biden,DEM,114246,144796,0.211,0.789
solano_ca,CA,Joe Biden,DEM,131639,205831,0.36,0.64
sonoma_ca,CA,Joe Biden,DEM,199938,268252,0.255,0.745
butte_ca,CA,Joe Biden,DEM,50426,102042,0.506,0.494
stanislaus_ca,CA,Joe Biden,DEM,105841,214876,0.507,0.493
ventura_ca,CA,Joe Biden,DEM,251388,422698,0.405,0.595
yolo_ca,CA,Joe Biden,DEM,67598,97264,0.305,0.695
contra costa_ca,CA,Joe Biden,DEM,416386,581230,0.284,0.716
clear creek_co,CO,Joe Biden,DEM,3604,6548,0.45,0.55
costilla_co,CO,Joe Biden,DEM,1311,2094,0.374,0.626
denver_co,CO,Joe Biden,DEM,313293,393827,0.204,0.796
eagle_co,CO,Joe Biden,DEM,18588,29140,0.362,0.638
adams_co,CO,Joe Biden,DEM,134202,236735,0.433,0.567
garfield_co,CO,Joe Biden,DEM,15427,30904,0.501,0.499
gilpin_co,CO,Joe Biden,DEM,2223,4186,0.469,0.531
gunnison_co,CO,Joe Biden,DEM,7132,11190,0.363,0.637
jefferson_co,CO,Joe Biden,DEM,218396,377357,0.421,0.579
lake_co,CO,Joe Biden,DEM,2303,3961,0.419,0.581
la plata_co,CO,Joe Biden,DEM,20548,35667,0.424,0.576
larimer_co,CO,Joe Biden,DEM,126120,224338,0.438,0.562
arapahoe_co,CO,Joe Biden,DEM,213607,350183,0.39,0.61
ouray_co,CO,Joe Biden,DEM,2365,4020,0.412,0.588
pitkin_co,CO,Joe Biden,DEM,8989,11957,0.248,0.752
pueblo_co,CO,Joe Biden,DEM,43772,88299,0.504,0.496
routt_co,CO,Joe Biden,DEM,10582,16876,0.373,0.627
saguache_co,CO,Joe Biden,DEM,1884,3389,0.444,0.556
san juan_co,CO,Joe Biden,DEM,342,563,0.393,0.607
san miguel_co,CO,Joe Biden,DEM,3924,5147,0.238,0.762
summit_co,CO,Joe Biden,DEM,12631,18479,0.316,0.684
broomfield_co,CO,Joe Biden,DEM,29077,46632,0.376,0.624
boulder_co,CO,Joe Biden,DEM,159089,206111,0.228,0.772
chaffee_co,CO,Joe Biden,DEM,7160,13717,0.478,0.522
tolland_ct,CT,Joe Biden,DEM,5103,9257,0.449,0.551
windham_ct,CT,Joe Biden,DEM,5365,8348,0.357,0.643
fairfield_ct,CT,Joe Biden,DEM,22861,35414,0.354,0.646
hartford_ct,CT,Joe Biden,DEM,28301,32687,0.134,0.866
litchfield_ct,CT,Joe Biden,DEM,2673,5342,0.5,0.5
new haven_ct,CT,Joe Biden,DEM,35521,42102,0.156,0.844
new london_ct,CT,Joe Biden,DEM,6912,9123,0.242,0.758
pima_az,AZ,Joe Biden,DEM,304981,520735,0.414,0.586
santa cruz_az,AZ,Joe Biden,DEM,13138,19561,0.328,0.672
apache_az,AZ,Joe Biden,DEM,23293,35183,0.338,0.662
coconino_az,AZ,Joe Biden,DEM,44698,73346,0.391,0.609
maricopa_az,AZ,Joe Biden,DEM,1040774,2069475,0.497,0.503
sussex_de,DE,Donald Trump,REP,71230,129352,0.551,0.449
baker_fl,FL,Donald Trump,REP,11911,14059,0.847,0.153
bay_fl,FL,Donald Trump,REP,66097,93024,0.711,0.289
bradford_fl,FL,Donald Trump,REP,10334,13632,0.758,0.242
brevard_fl,FL,Donald Trump,REP,207883,360764,0.576,0.424
calhoun_fl,FL,Donald Trump,REP,5274,6526,0.808,0.192
charlotte_fl,FL,Donald Trump,REP,73243,116340,0.63,0.37
citrus_fl,FL,Donald Trump,REP,65352,93208,0.701,0.299
clay_fl,FL,Donald Trump,REP,84480,124405,0.679,0.321
collier_fl,FL,Donald Trump,REP,128950,207818,0.62,0.38
columbia_fl,FL,Donald Trump,REP,23836,33042,0.721,0.279
desoto_fl,FL,Donald Trump,REP,8313,12659,0.657,0.343
dixie_fl,FL,Donald Trump,REP,6759,8167,0.828,0.172
escambia_fl,FL,Donald Trump,REP,96674,170372,0.567,0.433
flagler_fl,FL,Donald Trump,REP,43043,71716,0.6,0.4
franklin_fl,FL,Donald Trump,REP,4675,6849,0.683,0.317
gilchrist_fl,FL,Donald Trump,REP,7895,9685,0.815,0.185
glades_fl,FL,Donald Trump,REP,3782,5193,0.728,0.272
gulf_fl,FL,Donald Trump,REP,6113,8163,0.749,0.251
hamilton_fl,FL,Donald Trump,REP,3815,5830,0.654,0.346
hardee_fl,FL,Donald Trump,REP,6122,8485,0.722,0.278
hendry_fl,FL,Donald Trump,REP,7906,12940,0.611,0.389
hernando_fl,FL,Donald Trump,REP,70412,108922,0.646,0.354
highlands_fl,FL,Donald Trump,REP,34873,52170,0.668,0.332
holmes_fl,FL,Donald Trump,REP,8080,9068,0.891,0.109
indian river_fl,FL,Donald Trump,REP,58872,97484,0.604,0.396
jackson_fl,FL,Donald Trump,REP,15488,22419,0.691,0.309
jefferson_fl,FL,Donald Trump,REP,4479,8451,0.53,0.47
lafayette_fl,FL,Donald Trump,REP,3128,3658,0.855,0.145
lake_fl,FL,Donald Trump,REP,125859,211314,0.596,0.404
lee_fl,FL,Donald Trump,REP,233247,393899,0.592,0.408
levy_fl,FL,Donald Trump,REP,16749,23145,0.724,0.276
liberty_fl,FL,Donald Trump,REP,2846,3561,0.799,0.201
madison_fl,FL,Donald Trump,REP,5576,9380,0.594,0.406
manatee_fl,FL,Donald Trump,REP,124987,216958,0.576,0.424
marion_fl,FL,Donald Trump,REP,127826,204376,0.625,0.375
martin_fl,FL,Donald Trump,REP,61168,98726,0.62,0.38
monroe_fl,FL,Donald Trump,REP,25693,48029,0.535,0.465
nassau_fl,FL,Donald Trump,REP,42566,58811,0.724,0.276
okaloosa_fl,FL,Donald Trump,REP,79798,116373,0.686,0.314
okeechobee_fl,FL,Donald Trump,REP,11470,15954,0.719,0.281
pasco_fl,FL,Donald Trump,REP,179621,301970,0.595,0.405
polk_fl,FL,Donald Trump,REP,194586,343256,0.567,0.433
putnam_fl,FL,Donald Trump,REP,25514,36373,0.701,0.299
st. johns_fl,FL,Donald Trump,REP,110946,176622,0.628,0.372
st. lucie_fl,FL,Donald Trump,REP,86831,172169,0.504,0.496
santa rosa_fl,FL,Donald Trump,REP,77385,106928,0.724,0.276
sarasota_fl,FL,Donald Trump,REP,148370,270575,0.548,0.452
sumter_fl,FL,Donald Trump,REP,62761,92485,0.679,0.321
suwannee_fl,FL,Donald Trump,REP,16410,21057,0.779,0.221
taylor_fl,FL,Donald Trump,REP,7751,10127,0.765,0.235
union_fl,FL,Donald Trump,REP,5133,6245,0.822,0.178
volusia_fl,FL,Donald Trump,REP,173821,307439,0.565,0.435
wakulla_fl,FL,Donald Trump,REP,12874,18404,0.7,0.3
walton_fl,FL,Donald Trump,REP,32947,43711,0.754,0.246
washington_fl,FL,Donald Trump,REP,9876,12327,0.801,0.199
appling_ga,GA,Donald Trump,REP,6570,8390,0.783,0.217
atkinson_ga,GA,Donald Trump,REP,2300,3155,0.729,0.271
bacon_ga,GA,Donald Trump,REP,4017,4667,0.861,0.139
baker_ga,GA,Donald Trump,REP,897,1555,0.577,0.423
banks_ga,GA,Donald Trump,REP,7795,8801,0.886,0.114
barrow_ga,GA,Donald Trump,REP,26804,37921,0.707,0.293
bartow_ga,GA,Donald Trump,REP,37672,50464,0.747,0.253
ben hill_ga,GA,Donald Trump,REP,4111,6564,0.626,0.374
berrien_ga,GA,Donald Trump,REP,6419,7743,0.829,0.171
bleckley_ga,GA,Donald Trump,REP,4329,5708,0.758,0.242
brantley_ga,GA,Donald Trump,REP,6993,7749,0.902,0.098
brooks_ga,GA,Donald Trump,REP,4261,7101,0.6,0.4
bryan_ga,GA,Donald Trump,REP,14240,21335,0.667,0.333
bulloch_ga,GA,Donald Trump,REP,18387,30090,0.611,0.389
burke_ga,GA,Donald Trump,REP,5400,10683,0.505,0.495
butts_ga,GA,Donald Trump,REP,8406,11771,0.714,0.286
camden_ga,GA,Donald Trump,REP,15249,23686,0.644,0.356
candler_ga,GA,Donald Trump,REP,3133,4431,0.707,0.293
carroll_ga,GA,Donald Trump,REP,37476,54472,0.688,0.312
catoosa_ga,GA,Donald Trump,REP,25167,32593,0.772,0.228
charlton_ga,GA,Donald Trump,REP,3419,4568,0.748,0.252
chattahoochee_ga,GA,Donald Trump,REP,880,1582,0.556,0.444
chattooga_ga,GA,Donald Trump,REP,8064,10050,0.802,0.198
cherokee_ga,GA,Donald Trump,REP,99585,144815,0.688,0.312
clinch_ga,GA,Donald Trump,REP,2105,2861,0.736,0.264
coffee_ga,GA,Donald Trump,REP,10578,15214,0.695,0.305
colquitt_ga,GA,Donald Trump,REP,11777,16086,0.732,0.268
columbia_ga,GA,Donald Trump,REP,50013,80575,0.621,0.379
cook_ga,GA,Donald Trump,REP,4900,7035,0.697,0.303
coweta_ga,GA,Donald Trump,REP,51501,76799,0.671,0.329
crawford_ga,GA,Donald Trump,REP,4428,6102,0.726,0.274
crisp_ga,GA,Donald Trump,REP,4985,8033,0.621,0.379
dade_ga,GA,Donald Trump,REP,6066,7434,0.816,0.184
dawson_ga,GA,Donald Trump,REP,13398,16081,0.833,0.167
decatur_ga,GA,Donald Trump,REP,6755,11625,0.581,0.419
dodge_ga,GA,Donald Trump,REP,5843,8071,0.724,0.276
dooly_ga,GA,Donald Trump,REP,2159,4105,0.526,0.474
early_ga,GA,Donald Trump,REP,2710,5188,0.522,0.478
echols_ga,GA,Donald Trump,REP,1256,1441,0.872,0.128
effingham_ga,GA,Donald Trump,REP,23361,31571,0.74,0.26
elbert_ga,GA,Donald Trump,REP,6226,9171,0.679,0.321
emanuel_ga,GA,Donald Trump,REP,6553,9505,0.689,0.311
evans_ga,GA,Donald Trump,REP,2888,4247,0.68,0.32
fannin_ga,GA,Donald Trump,REP,12169,14849,0.82,0.18
fayette_ga,GA,Donald Trump,REP,37956,71994,0.527,0.473
floyd_ga,GA,Donald Trump,REP,28906,41341,0.699,0.301
forsyth_ga,GA,Donald Trump,REP,85123,129311,0.658,0.342
franklin_ga,GA,Donald Trump,REP,9069,10765,0.842,0.158
gilmer_ga,GA,Donald Trump,REP,13429,16525,0.813,0.187
glascock_ga,GA,Donald Trump,REP,1402,1565,0.896,0.104
glynn_ga,GA,Donald Trump,REP,25617,41988,0.61,0.39
gordon_ga,GA,Donald Trump,REP,19405,24033,0.807,0.193
grady_ga,GA,Donald Trump,REP,7034,10707,0.657,0.343
greene_ga,GA,Donald Trump,REP,7066,11244,0.628,0.372
habersham_ga,GA,Donald Trump,REP,16637,20431,0.814,0.186
hall_ga,GA,Donald Trump,REP,64183,90537,0.709,0.291
haralson_ga,GA,Donald Trump,REP,12330,14246,0.866,0.134
harris_ga,GA,Donald Trump,REP,14319,19991,0.716,0.284
hart_ga,GA,Donald Trump,REP,9465,12728,0.744,0.256
heard_ga,GA,Donald Trump,REP,4519,5394,0.838,0.162
houston_ga,GA,Donald Trump,REP,41540,74838,0.555,0.445
irwin_ga,GA,Donald Trump,REP,3134,4168,0.752,0.248
jackson_ga,GA,Donald Trump,REP,29502,37675,0.783,0.217
jasper_ga,GA,Donald Trump,REP,5822,7644,0.762,0.238
jeff davis_ga,GA,Donald Trump,REP,4695,5771,0.814,0.186
jenkins_ga,GA,Donald Trump,REP,2161,3455,0.625,0.375
johnson_ga,GA,Donald Trump,REP,2850,4100,0.695,0.305
jones_ga,GA,Donald Trump,REP,9940,14934,0.666,0.334
lamar_ga,GA,Donald Trump,REP,6331,9045,0.7,0.3
lanier_ga,GA,Donald Trump,REP,2509,3576,0.702,0.298
laurens_ga,GA,Donald Trump,REP,14493,22731,0.638,0.362
lee_ga,GA,Donald Trump,REP,12007,16714,0.718,0.282
lincoln_ga,GA,Donald Trump,REP,3173,4641,0.684,0.316
long_ga,GA,Donald Trump,REP,3527,5657,0.623,0.377
lowndes_ga,GA,Donald Trump,REP,25692,46355,0.554,0.446
lumpkin_ga,GA,Donald Trump,REP,12163,15531,0.783,0.217
mcduffie_ga,GA,Donald Trump,REP,6169,10455,0.59,0.41
mcintosh_ga,GA,Donald Trump,REP,4016,6696,0.6,0.4
madison_ga,GA,Donald Trump,REP,11326,14937,0.758,0.242
marion_ga,GA,Donald Trump,REP,2275,3625,0.628,0.372
meriwether_ga,GA,Donald Trump,REP,6524,10877,0.6,0.4
miller_ga,GA,Donald Trump,REP,2066,2834,0.729,0.271
mitchell_ga,GA,Donald Trump,REP,4935,8962,0.551,0.449
monroe_ga,GA,Donald Trump,REP,11057,15590,0.709,0.291
montgomery_ga,GA,Donald Trump,REP,2960,3967,0.746,0.254
morgan_ga,GA,Donald Trump,REP,8231,11706,0.703,0.297
murray_ga,GA,Donald Trump,REP,12944,15389,0.841,0.159
oconee_ga,GA,Donald Trump,REP,16595,25168,0.659,0.341
oglethorpe_ga,GA,Donald Trump,REP,5592,8133,0.688,0.312
paulding_ga,GA,Donald Trump,REP,54517,85372,0.639,0.361
peach_ga,GA,Donald Trump,REP,6506,12553,0.518,0.482
pickens_ga,GA,Donald Trump,REP,14110,17167,0.822,0.178
pierce_ga,GA,Donald Trump,REP,7898,9047,0.873,0.127
pike_ga,GA,Donald Trump,REP,9127,10720,0.851,0.149
polk_ga,GA,Donald Trump,REP,13587,17396,0.781,0.219
pulaski_ga,GA,Donald Trump,REP,2815,4081,0.69,0.31
putnam_ga,GA,Donald Trump,REP,8291,11855,0.699,0.301
quitman_ga,GA,Donald Trump,REP,604,1106,0.546,0.454
rabun_ga,GA,Donald Trump,REP,7474,9568,0.781,0.219
schley_ga,GA,Donald Trump,REP,1800,2275,0.791,0.209
screven_ga,GA,Donald Trump,REP,3915,6627,0.591,0.409
seminole_ga,GA,Donald Trump,REP,2613,3888,0.672,0.328
spalding_ga,GA,Donald Trump,REP,18104,30211,0.599,0.401
stephens_ga,GA,Donald Trump,REP,9367,11885,0.788,0.212
tattnall_ga,GA,Donald Trump,REP,6054,8185,0.74,0.26
taylor_ga,GA,Donald Trump,REP,2420,3842,0.63,0.37
telfair_ga,GA,Donald Trump,REP,2825,4334,0.652,0.348
thomas_ga,GA,Donald Trump,REP,12969,21872,0.593,0.407
tift_ga,GA,Donald Trump,REP,10784,16279,0.662,0.338
toombs_ga,GA,Donald Trump,REP,7873,10914,0.721,0.279
towns_ga,GA,Donald Trump,REP,6384,7979,0.8,0.2
treutlen_ga,GA,Donald Trump,REP,2101,3077,0.683,0.317
troup_ga,GA,Donald Trump,REP,18142,30047,0.604,0.396
turner_ga,GA,Donald Trump,REP,2349,3791,0.62,0.38
twiggs_ga,GA,Donald Trump,REP,2370,4444,0.533,0.467
union_ga,GA,Donald Trump,REP,12650,15558,0.813,0.187
upson_ga,GA,Donald Trump,REP,8606,12905,0.667,0.333
walker_ga,GA,Donald Trump,REP,23173,29354,0.789,0.211
walton_ga,GA,Donald Trump,REP,37839,51093,0.741,0.259
ware_ga,GA,Donald Trump,REP,9903,14189,0.698,0.302
wayne_ga,GA,Donald Trump,REP,9987,12779,0.782,0.218
webster_ga,GA,Donald Trump,REP,748,1391,0.538,0.462
wheeler_ga,GA,Donald Trump,REP,1583,2285,0.693,0.307
white_ga,GA,Donald Trump,REP,12222,14816,0.825,0.175
whitfield_ga,GA,Donald Trump,REP,25644,36766,0.697,0.303
wilcox_ga,GA,Donald Trump,REP,2402,3279,0.733,0.267
wilkes_ga,GA,Donald Trump,REP,2823,5030,0.561,0.439
wilkinson_ga,GA,Donald Trump,REP,2665,4770,0.559,0.441
worth_ga,GA,Donald Trump,REP,6830,9285,0.736,0.264
ada_id,ID,Donald Trump,REP,130699,259389,0.504,0.496
adams_id,ID,Donald Trump,REP,1941,2586,0.751,0.249
bannock_id,ID,Donald Trump,REP,23331,39553,0.59,0.41
bear lake_id,ID,Donald Trump,REP,2914,3315,0.879,0.121
benewah_id,ID,Donald Trump,REP,3878,4973,0.78,0.22
bingham_id,ID,Donald Trump,REP,15295,20094,0.761,0.239
boise_id,ID,Donald Trump,REP,3485,4820,0.723,0.277
bonner_id,ID,Donald Trump,REP,18369,27352,0.672,0.328
bonneville_id,ID,Donald Trump,REP,37805,53995,0.7,0.3
boundary_id,ID,Donald Trump,REP,4937,6313,0.782,0.218
butte_id,ID,Donald Trump,REP,1202,1415,0.849,0.151
camas_id,ID,Donald Trump,REP,507,754,0.672,0.328
canyon_id,ID,Donald Trump,REP,61759,90438,0.683,0.317
caribou_id,ID,Donald Trump,REP,2906,3416,0.851,0.149
cassia_id,ID,Donald Trump,REP,7907,9629,0.821,0.179
clark_id,ID,Donald Trump,REP,264,311,0.849,0.151
clearwater_id,ID,Donald Trump,REP,3453,4419,0.781,0.219
custer_id,ID,Donald Trump,REP,2089,2739,0.763,0.237
elmore_id,ID,Donald Trump,REP,7246,10205,0.71,0.29
franklin_id,ID,Donald Trump,REP,5845,6664,0.877,0.123
fremont_id,ID,Donald Trump,REP,5548,6719,0.826,0.174
gem_id,ID,Donald Trump,REP,7951,9958,0.798,0.202
gooding_id,ID,Donald Trump,REP,4659,6050,0.77,0.23
idaho_id,ID,Donald Trump,REP,7826,9602,0.815,0.185
jefferson_id,ID,Donald Trump,REP,12099,14173,0.854,0.146
jerome_id,ID,Donald Trump,REP,5734,7812,0.734,0.266
kootenai_id,ID,Donald Trump,REP,62837,89878,0.699,0.301
lemhi_id,ID,Donald Trump,REP,3592,4738,0.758,0.242
lewis_id,ID,Donald Trump,REP,1489,1870,0.796,0.204
lincoln_id,ID,Donald Trump,REP,1469,1940,0.757,0.243
madison_id,ID,Donald Trump,REP,13559,17112,0.792,0.208
minidoka_id,ID,Donald Trump,REP,6265,7993,0.784,0.216
nez perce_id,ID,Donald Trump,REP,13738,20967,0.655,0.345
oneida_id,ID,Donald Trump,REP,2148,2451,0.876,0.124
owyhee_id,ID,Donald Trump,REP,3819,4742,0.805,0.195
payette_id,ID,Donald Trump,REP,8862,11293,0.785,0.215
power_id,ID,Donald Trump,REP,2116,3086,0.686,0.314
shoshone_id,ID,Donald Trump,REP,4216,6049,0.697,0.303
twin falls_id,ID,Donald Trump,REP,25897,36680,0.706,0.294
valley_id,ID,Donald Trump,REP,3947,7063,0.559,0.441
washington_id,ID,Donald Trump,REP,4154,5344,0.777,0.223
adams_il,IL,Donald Trump,REP,24220,33527,0.722,0.278
alexander_il,IL,Donald Trump,REP,1486,2618,0.568,0.432
bond_il,IL,Donald Trump,REP,5625,8144,0.691,0.309
boone_il,IL,Donald Trump,REP,13883,24979,0.556,0.444
brown_il,IL,Donald Trump,REP,1931,2525,0.765,0.235
bureau_il,IL,Donald Trump,REP,10411,17434,0.597,0.403
calhoun_il,IL,Donald Trump,REP,2046,2773,0.738,0.262
carroll_il,IL,Donald Trump,REP,5105,8024,0.636,0.364
cass_il,IL,Donald Trump,REP,3625,5326,0.681,0.319
christian_il,IL,Donald Trump,REP,11563,16204,0.714,0.286
clark_il,IL,Donald Trump,REP,6226,8355,0.745,0.255
clay_il,IL,Donald Trump,REP,5629,6899,0.816,0.184
clinton_il,IL,Donald Trump,REP,14304,19214,0.744,0.256
coles_il,IL,Donald Trump,REP,14037,22606,0.621,0.379
crawford_il,IL,Donald Trump,REP,7043,9441,0.746,0.254
cumberland_il,IL,Donald Trump,REP,4601,5850,0.786,0.214
de witt_il,IL,Donald Trump,REP,5632,8024,0.702,0.298
douglas_il,IL,Donald Trump,REP,6227,8760,0.711,0.289
edgar_il,IL,Donald Trump,REP,6193,8196,0.756,0.244
edwards_il,IL,Donald Trump,REP,2833,3368,0.841,0.159
effingham_il,IL,Donald Trump,REP,15006,19083,0.786,0.214
fayette_il,IL,Donald Trump,REP,8055,10076,0.799,0.201
ford_il,IL,Donald Trump,REP,5048,6967,0.725,0.275
franklin_il,IL,Donald Trump,REP,13622,18669,0.73,0.27
fulton_il,IL,Donald Trump,REP,9867,16724,0.59,0.41
gallatin_il,IL,Donald Trump,REP,2019,2675,0.755,0.245
greene_il,IL,Donald Trump,REP,4770,6227,0.766,0.234
grundy_il,IL,Donald Trump,REP,16523,26753,0.618,0.382
hamilton_il,IL,Donald Trump,REP,3432,4323,0.794,0.206
hancock_il,IL,Donald Trump,REP,6906,9383,0.736,0.264
hardin_il,IL,Donald Trump,REP,1691,2162,0.782,0.218
henderson_il,IL,Donald Trump,REP,2394,3656,0.655,0.345
henry_il,IL,Donald Trump,REP,15300,25700,0.595,0.405
iroquois_il,IL,Donald Trump,REP,10877,14044,0.774,0.226
jasper_il,IL,Donald Trump,REP,4494,5586,0.805,0.195
jefferson_il,IL,Donald Trump,REP,12476,17436,0.716,0.284
jersey_il,IL,Donald Trump,REP,8712,11960,0.728,0.272
jo daviess_il,IL,Donald Trump,REP,7166,12495,0.574,0.426
johnson_il,IL,Donald Trump,REP,5059,6450,0.784,0.216
kankakee_il,IL,Donald Trump,REP,28532,50039,0.57,0.43
knox_il,IL,Donald Trump,REP,12009,23205,0.518,0.482
lasalle_il,IL,Donald Trump,REP,30113,53683,0.561,0.439
lawrence_il,IL,Donald Trump,REP,4886,6422,0.761,0.239
lee_il,IL,Donald Trump,REP,9630,16440,0.586,0.414
livingston_il,IL,Donald Trump,REP,12208,17174,0.711,0.289
logan_il,IL,Donald Trump,REP,9136,13294,0.687,0.313
mcdonough_il,IL,Donald Trump,REP,7027,12285,0.572,0.428
mchenry_il,IL,Donald Trump,REP,82260,164578,0.5,0.5
macon_il,IL,Donald Trump,REP,28589,49387,0.579,0.421
macoupin_il,IL,Donald Trump,REP,16153,24070,0.671,0.329
madison_il,IL,Donald Trump,REP,76031,137558,0.553,0.447
marion_il,IL,Donald Trump,REP,12678,17492,0.725,0.275
marshall_il,IL,Donald Trump,REP,4197,6345,0.661,0.339
mason_il,IL,Donald Trump,REP,4654,6766,0.688,0.312
massac_il,IL,Donald Trump,REP,4997,6818,0.733,0.267
menard_il,IL,Donald Trump,REP,4764,6954,0.685,0.315
mercer_il,IL,Donald Trump,REP,5418,8914,0.608,0.392
monroe_il,IL,Donald Trump,REP,14142,21206,0.667,0.333
montgomery_il,IL,Donald Trump,REP,9544,13761,0.694,0.306
morgan_il,IL,Donald Trump,REP,9950,15333,0.649,0.351
moultrie_il,IL,Donald Trump,REP,4964,6744,0.736,0.264
ogle_il,IL,Donald Trump,REP,16248,26340,0.617,0.383
perry_il,IL,Donald Trump,REP,7313,10071,0.726,0.274
piatt_il,IL,Donald Trump,REP,6248,9851,0.634,0.366
pike_il,IL,Donald Trump,REP,6332,7965,0.795,0.205
pope_il,IL,Donald Trump,REP,1722,2175,0.792,0.208
pulaski_il,IL,Donald Trump,REP,1699,2631,0.646,0.354
putnam_il,IL,Donald Trump,REP,1993,3390,0.588,0.412
randolph_il,IL,Donald Trump,REP,11076,14910,0.743,0.257
richland_il,IL,Donald Trump,REP,6089,8063,0.755,0.245
saline_il,IL,Donald Trump,REP,8103,11089,0.731,0.269
sangamon_il,IL,Donald Trump,REP,53485,104751,0.511,0.489
schuyler_il,IL,Donald Trump,REP,2773,3918,0.708,0.292
scott_il,IL,Donald Trump,REP,2114,2741,0.771,0.229
shelby_il,IL,Donald Trump,REP,9426,12097,0.779,0.221
stark_il,IL,Donald Trump,REP,2004,2886,0.694,0.306
stephenson_il,IL,Donald Trump,REP,12521,22048,0.568,0.432
tazewell_il,IL,Donald Trump,REP,42513,69051,0.616,0.384
union_il,IL,Donald Trump,REP,6161,8904,0.692,0.308
vermilion_il,IL,Donald Trump,REP,20725,31642,0.655,0.345
wabash_il,IL,Donald Trump,REP,4237,5607,0.756,0.244
warren_il,IL,Donald Trump,REP,4676,7924,0.59,0.41
washington_il,IL,Donald Trump,REP,6115,7921,0.772,0.228
wayne_il,IL,Donald Trump,REP,7176,8499,0.844,0.156
white_il,IL,Donald Trump,REP,5791,7431,0.779,0.221
whiteside_il,IL,Donald Trump,REP,14527,27375,0.531,0.469
williamson_il,IL,Donald Trump,REP,22801,33729,0.676,0.324
woodford_il,IL,Donald Trump,REP,14799,21498,0.688,0.312
adams_in,IN,Donald Trump,REP,10686,14209,0.752,0.248
allen_in,IN,Donald Trump,REP,92083,169082,0.545,0.455
bartholomew_in,IN,Donald Trump,REP,22410,36235,0.618,0.382
benton_in,IN,Donald Trump,REP,3007,4114,0.731,0.269
blackford_in,IN,Donald Trump,REP,3841,5350,0.718,0.282
boone_in,IN,Donald Trump,REP,22351,38520,0.58,0.42
brown_in,IN,Donald Trump,REP,5777,8981,0.643,0.357
carroll_in,IN,Donald Trump,REP,7086,9495,0.746,0.254
cass_in,IN,Donald Trump,REP,10552,15198,0.694,0.306
clark_in,IN,Donald Trump,REP,33668,57869,0.582,0.418
clay_in,IN,Donald Trump,REP,9499,12267,0.774,0.226
clinton_in,IN,Donald Trump,REP,9334,12949,0.721,0.279
crawford_in,IN,Donald Trump,REP,3483,4944,0.704,0.296
daviess_in,IN,Donald Trump,REP,9576,11954,0.801,0.199
dearborn_in,IN,Donald Trump,REP,19528,25383,0.769,0.231
decatur_in,IN,Donald Trump,REP,9575,12287,0.779,0.221
dekalb_in,IN,Donald Trump,REP,14237,19628,0.725,0.275
delaware_in,IN,Donald Trump,REP,26827,48191,0.557,0.443
dubois_in,IN,Donald Trump,REP,15033,21770,0.691,0.309
elkhart_in,IN,Donald Trump,REP,46972,74387,0.631,0.369
fayette_in,IN,Donald Trump,REP,7755,10136,0.765,0.235
floyd_in,IN,Donald Trump,REP,23400,41802,0.56,0.44
fountain_in,IN,Donald Trump,REP,6154,7986,0.771,0.229
franklin_in,IN,Donald Trump,REP,9691,12000,0.808,0.192
fulton_in,IN,Donald Trump,REP,6694,9147,0.732,0.268
gibson_in,IN,Donald Trump,REP,11817,16161,0.731,0.269
grant_in,IN,Donald Trump,REP,18543,27159,0.683,0.317
greene_in,IN,Donald Trump,REP,11103,14784,0.751,0.249
hamilton_in,IN,Donald Trump,REP,101587,193999,0.524,0.476
hancock_in,IN,Donald Trump,REP,28996,42911,0.676,0.324
harrison_in,IN,Donald Trump,REP,14565,20236,0.72,0.28
hendricks_in,IN,Donald Trump,REP,53802,88505,0.608,0.392
henry_in,IN,Donald Trump,REP,15043,21030,0.715,0.285
howard_in,IN,Donald Trump,REP,26449,40630,0.651,0.349
huntington_in,IN,Donald Trump,REP,13147,17829,0.737,0.263
jackson_in,IN,Donald Trump,REP,14555,19238,0.757,0.243
jasper_in,IN,Donald Trump,REP,11383,15475,0.736,0.264
jay_in,IN,Donald Trump,REP,6361,8461,0.752,0.248
jefferson_in,IN,Donald Trump,REP,9663,14697,0.657,0.343
jennings_in,IN,Donald Trump,REP,9490,12251,0.775,0.225
johnson_in,IN,Donald Trump,REP,51219,77618,0.66,0.34
knox_in,IN,Donald Trump,REP,11655,16011,0.728,0.272
kosciusko_in,IN,Donald Trump,REP,26499,35787,0.74,0.26
lagrange_in,IN,Donald Trump,REP,8110,10633,0.763,0.237
laporte_in,IN,Donald Trump,REP,25997,49392,0.526,0.474
lawrence_in,IN,Donald Trump,REP,15601,21025,0.742,0.258
madison_in,IN,Donald Trump,REP,31215,51793,0.603,0.397
marshall_in,IN,Donald Trump,REP,13844,19927,0.695,0.305
martin_in,IN,Donald Trump,REP,4029,5144,0.783,0.217
miami_in,IN,Donald Trump,REP,10925,14473,0.755,0.245
montgomery_in,IN,Donald Trump,REP,12659,17198,0.736,0.264
morgan_in,IN,Donald Trump,REP,27512,36159,0.761,0.239
newton_in,IN,Donald Trump,REP,4942,6591,0.75,0.25
noble_in,IN,Donald Trump,REP,14195,19190,0.74,0.26
