,County_State,Pct_Hesitant_Feb22,Pct_Somewhat_Hesitant_Feb22,Pct_Highly_Hesitant_Feb22,Pct_Uninsured,SVI_Socio,SVI_HHDisab,SVI_Minority,SVI_HousingTransp,SVI_Overall,Dose1_Pop_Pct_030121,Series_Complete_Pop_Pct_030121,Dose1_Pop_Pct_090121,Series_Complete_Pop_Pct_090121,Dose1_Pop_Pct_030122,Series_Complete_Pop_Pct_030122,Booster_Doses_Vax_Pct_030122,SVI_Ctgy,Metro_Status,Census2019,Census2019_65PlusPop,Census2019_18to64Pop,State,Candidate_Won,Pct_Trump,Pct_Biden,Hesitant_nzip,Somewhat_Hesitant_nzip,Highly_Hesitant_nzip,Census2019_Pct_65Plus,Missing_March21,Missing_Sept21,Missing_March22,Dose1_Pop_Pct_090121_impute,Series_Complete_Pop_Pct_090121_impute,Cluster,county
0,abbeville_sc,0.293,0.108,0.185,0.1151397169160887,0.7996462748915115,0.7933535304376039,0.3522141217504157,0.6742094780386909,0.7523021941030945,16.2,10.2,36.8,32.5,44.5,39.7,43.9,4.0,0.0,24527.0,5483.0,14184.0,SC,1.0,0.661,0.339,3.809,1.404,2.405,0.2235495576303665,0,0,0,36.8,32.5,0,Abbeville County
1,acadia parish_la,0.29,0.083,0.207,0.1133326940288965,0.784555579529472,0.737875346822657,0.3234094712952308,0.7091665068405575,0.7311749200869454,13.1,6.6,48.6,39.4,58.6,52.3,34.1,4.0,1.0,62045.0,9796.0,36244.0,LA,1.0,0.795,0.205,4.35,1.245,3.105,0.1578854057538883,0,0,0,48.6,39.4,0,Acadia Parish
2,accomack_va,0.214,0.087,0.126,0.166147455867082,0.6459355506688657,0.6526003451224727,0.6163166788833914,0.6778905137132735,0.7098665933663184,20.7,10.4,61.4,53.5,81.4,71.8,42.1,4.0,0.0,32316.0,7934.0,17692.0,VA,1.0,0.541,0.459,7.062,2.871,4.158,0.2455130585468498,0,0,0,61.4,53.5,1,Accomack County
3,ada_id,0.165,0.037,0.128,0.0814815313012832,0.3113567386762081,0.3764148673248859,0.3361263332526252,0.4048140071112785,0.305790407396447,17.7,10.5,53.0,48.0,70.7,63.7,45.6,1.0,1.0,481587.0,71958.0,297899.0,ID,1.0,0.504,0.496,2.805,0.629,2.176,0.1494184851335272,0,0,0,53.0,48.0,1,Ada County
4,adair_ia,0.29,0.059,0.231,0.0621841661987647,0.3042199747332959,0.723457299270073,0.0575889949466591,0.4579240595171251,0.3267021897810219,17.1,3.8,45.9,42.2,52.9,48.9,57.7,1.0,0.0,7152.0,1648.0,3945.0,IA,1.0,0.698,0.302,3.77,0.7669999999999999,3.003,0.2304250559284116,0,0,0,45.9,42.2,0,Adair County
5,adair_ky,0.338,0.113,0.224,0.0678239176757964,0.7836824125565199,0.5535394418169534,0.1194373785146302,0.6114544254456629,0.6097647471545138,10.2,4.3,35.7,30.5,43.9,38.8,41.3,3.0,0.0,19202.0,3695.0,11690.0,KY,1.0,0.83,0.17,3.3800000000000003,1.13,2.24,0.1924278720966566,0,0,0,35.7,30.5,0,Adair County
6,adair_mo,0.266,0.062,0.204,0.0836327739387956,0.6515810582428431,0.3670075695952616,0.3222135478775913,0.5436394985192498,0.4985752142152024,17.6,6.0,42.6,37.4,51.5,44.4,44.1,2.0,0.0,25343.0,3829.0,16980.0,MO,1.0,0.62,0.38,2.394,0.558,1.836,0.151087085191177,0,0,0,42.6,37.4,0,Adair County
7,adair_ok,0.381,0.115,0.267,0.2658617103061547,0.8094466603355492,0.8823092072536517,0.5746377334599557,0.6180203002758559,0.8122278388278388,12.7,6.8,34.6,24.7,53.2,35.5,30.8,4.0,0.0,22194.0,3515.0,12684.0,OK,1.0,0.786,0.214,3.048,0.92,2.136,0.1583761376948725,0,0,0,34.6,24.7,0,Adair County
8,adams_co,0.132,0.031,0.101,0.1097190790863281,0.4891852746346419,0.4570926886132987,0.7035488474497853,0.4483759075867757,0.5104295088661578,0.7,0.3,59.6,54.0,72.8,67.2,44.7,3.0,1.0,517421.0,55528.0,326702.0,CO,0.0,0.433,0.567,4.488,1.054,3.434,0.1073168657630826,0,0,0,59.6,54.0,1,Adams County
9,adams_ia,0.219,0.051,0.168,0.0542136339237788,0.3356062533548041,0.5159227858293076,0.0692685990338164,0.520156333870102,0.3183411969940955,23.1,6.2,49.7,46.0,59.5,56.1,55.4,1.0,0.0,3602.0,852.0,1996.0,IA,1.0,0.708,0.292,2.19,0.51,1.6800000000000002,0.2365352581898945,0,0,0,49.7,46.0,1,Adams County
10,adams_id,0.321,0.067,0.255,0.1647175914406568,0.5796271709380443,0.7404961433192335,0.1166754416521522,0.5193862154764867,0.5060283901468027,14.0,4.6,38.2,34.6,47.6,43.5,47.3,2.0,0.0,4294.0,1284.0,2265.0,ID,1.0,0.751,0.249,1.605,0.335,1.275,0.2990218910107126,0,0,0,38.2,34.6,0,Adams County
11,adams_il,0.351,0.067,0.283,0.0459150646574435,0.4028554894846975,0.6575608005780782,0.114209335059539,0.4266583015942312,0.3626223704216659,28.9,19.3,52.0,42.7,56.2,51.5,42.6,1.0,0.0,65435.0,13513.0,37161.0,IL,1.0,0.722,0.278,7.721999999999999,1.4740000000000002,6.225999999999999,0.2065102773744937,0,0,0,52.0,42.7,0,Adams County
12,adams_in,0.316,0.056,0.26,0.1863901122318511,0.5765903196476773,0.5438497229720131,0.1973777155846001,0.6247739508452905,0.534507131694843,12.9,8.1,31.1,28.6,35.9,32.6,46.3,3.0,0.0,35777.0,5681.0,18860.0,IN,1.0,0.752,0.248,2.528,0.448,2.08,0.1587891662241104,0,0,0,31.1,28.6,0,Adams County
13,adams_ms,0.278,0.129,0.148,0.1359558753605731,0.8517010777569975,0.7192778837924367,0.6152492566646591,0.6355219165055315,0.79809977493898,17.3,7.2,49.7,40.9,63.3,53.3,36.9,4.0,0.0,30693.0,6005.0,18585.0,MS,0.0,0.425,0.575,0.556,0.258,0.296,0.1956472159775844,0,0,0,49.7,40.9,0,Adams County
14,adams_nd,0.262,0.062,0.2,0.068481497235219,0.168,0.3735,0.0761,0.6252,0.241,29.0,16.4,46.4,41.0,56.1,48.3,53.1,1.0,0.0,2216.0,632.0,1157.0,ND,1.0,0.773,0.227,1.572,0.372,1.2000000000000002,0.2851985559566787,0,0,0,46.4,41.0,0,Adams County
15,adams_ne,0.279,0.075,0.204,0.0700376784979261,0.4192500839058987,0.5531671563815976,0.37354145901276,0.4817236646297058,0.4329309438622044,2.0,1.0,0.0,34.6,0.0,41.7,62.6,2.0,0.0,31363.0,5916.0,18104.0,NE,1.0,0.688,0.312,3.3480000000000003,0.8999999999999999,2.448,0.1886299142301438,0,1,1,1.0,34.6,2,Adams County
16,adams_oh,0.256,0.1,0.156,0.0863763541143554,0.7815868893033934,0.9150530561733268,0.0616001650046631,0.6340874739938303,0.6907698184948705,7.7,3.8,23.9,23.1,38.6,34.5,40.4,4.0,0.0,27698.0,5112.0,15999.0,OH,1.0,0.813,0.187,2.56,1.0,1.56,0.1845620622427612,0,0,0,23.9,23.1,0,Adams County
17,adams_pa,0.201,0.067,0.134,0.0568891328425943,0.4245921400076453,0.5171561275398685,0.2750072287621419,0.442481610029111,0.3926238799094322,10.3,4.2,51.6,45.6,62.4,54.8,46.5,1.0,1.0,103009.0,21730.0,60882.0,PA,1.0,0.662,0.338,3.4170000000000003,1.139,2.278,0.2109524410488404,0,0,0,51.6,45.6,1,Adams County
18,adams_wa,0.226,0.064,0.162,0.1932449105490438,0.8158426691342793,0.7033186150524368,0.814253475221057,0.7897351531976147,0.8620751233806292,11.0,6.6,48.8,42.4,65.1,58.7,33.4,4.0,0.0,19983.0,2264.0,10550.0,WA,1.0,0.666,0.334,2.26,0.64,1.62,0.113296301856578,0,0,0,48.8,42.4,0,Adams County
19,adams_wi,0.303,0.06,0.243,0.0507647088128331,0.6304679918298212,0.5990960942559658,0.2178586708513924,0.535983774224082,0.5285751855726598,17.8,6.1,51.3,47.3,60.8,56.2,56.7,3.0,0.0,20220.0,6098.0,11274.0,WI,1.0,0.623,0.377,4.242,0.84,3.402,0.3015825914935707,0,0,0,51.3,47.3,0,Adams County
20,addison_vt,0.117,0.013,0.105,0.0426649340805111,0.324594932185495,0.4637560410406345,0.1439958796935488,0.4513814640353014,0.3008425187471236,13.7,7.1,66.9,60.5,79.1,70.3,62.6,1.0,0.0,36777.0,7598.0,23123.0,VT,0.0,0.489,0.511,2.2230000000000003,0.247,1.995,0.2065965141256763,0,0,0,66.9,60.5,1,Addison County
21,aiken_sc,0.219,0.054,0.166,0.1115823778201119,0.5909123785389934,0.6022707355355068,0.4490634676443454,0.5082652666451002,0.5622889885338413,12.9,6.1,43.3,35.9,55.3,45.2,36.2,3.0,1.0,170872.0,33992.0,100341.0,SC,1.0,0.606,0.394,5.037,1.242,3.818,0.1989325342946767,0,0,0,43.3,35.9,0,Aiken County
22,aitkin_mn,0.198,0.056,0.141,0.0426297840090943,0.5213555829228242,0.6555393772893774,0.105058936465833,0.534530516609827,0.4700997221169635,24.3,12.5,55.3,51.1,62.8,58.4,62.0,2.0,0.0,15886.0,5373.0,7895.0,MN,1.0,0.624,0.376,2.3760000000000003,0.672,1.6919999999999995,0.3382223341306811,0,0,0,55.3,51.1,1,Aitkin County
23,alachua_fl,0.201,0.052,0.15,0.0909830209615881,0.5046844319546415,0.3375658082143888,0.4889764125131104,0.5608679917764908,0.4572076109261708,19.0,13.8,63.2,55.0,75.0,65.6,43.6,2.0,1.0,269043.0,39272.0,181482.0,FL,0.0,0.371,0.629,4.422000000000001,1.144,3.3,0.1459692316841545,0,0,0,63.2,55.0,1,Alachua County
24,alamance_nc,0.182,0.042,0.14,0.1181247508967716,0.5805004664457951,0.6278012891092069,0.5287973009665206,0.591574710417497,0.6022112812624552,15.7,8.6,53.8,45.9,79.6,57.7,22.6,4.0,1.0,169509.0,29035.0,103110.0,NC,1.0,0.535,0.465,2.184,0.504,1.6800000000000002,0.1712888401205835,0,0,0,53.8,45.9,1,Alamance County
25,alameda_ca,0.047,0.013,0.034,0.0510500699641053,0.3676572901989414,0.2555464739916043,0.8015676097219687,0.6009420513475695,0.4867090278031271,18.3,7.1,75.6,67.2,89.7,81.1,59.0,2.0,1.0,1671329.0,238763.0,1092467.0,CA,0.0,0.198,0.802,2.491,0.689,1.802,0.1428581685592723,0,0,0,75.6,67.2,1,Alameda County
26,alamosa_co,0.155,0.035,0.121,0.1360374604719046,0.7463862442228169,0.5486068474823643,0.7363286061785453,0.824201605448796,0.8221088178058866,0.4,0.1,50.5,45.7,62.3,55.8,47.1,4.0,0.0,16233.0,2254.0,10054.0,CO,1.0,0.488,0.512,0.775,0.175,0.605,0.1388529538594221,0,0,0,50.5,45.7,1,Alamosa County
27,albany_ny,0.14,0.032,0.108,0.039050047816385,0.3406586843663191,0.3273547240636771,0.4545293325873543,0.4809429843279358,0.3588311648982194,16.2,9.5,67.6,63.4,81.7,73.8,56.5,2.0,1.0,305506.0,53272.0,196469.0,NY,0.0,0.352,0.648,6.300000000000001,1.44,4.86,0.1743730074041099,0,0,0,67.6,63.4,1,Albany County
28,albany_wy,0.249,0.044,0.205,0.0738543908456249,0.4450231982573093,0.1154077712456039,0.3058017925568211,0.5975273555193954,0.321735502073382,12.4,5.0,50.6,44.9,62.0,55.7,47.1,1.0,0.0,38880.0,4752.0,27875.0,WY,0.0,0.512,0.488,3.237,0.572,2.665,0.1222222222222222,0,0,0,50.6,44.9,1,Albany County
29,albemarle_va,0.067,0.02,0.047,0.0721357717079591,0.2989290621033332,0.3396015946593954,0.4352038174039772,0.4684310544873302,0.3362632269286822,7.3,4.1,25.8,22.6,73.9,64.3,27.3,1.0,1.0,109330.0,21155.0,66622.0,VA,0.0,0.343,0.657,1.608,0.48,1.128,0.193496752949785,0,0,0,25.8,22.6,1,Albemarle County
30,alcona_mi,0.23,0.05,0.18,0.0574102663064453,0.6809178598996526,0.6155243245851023,0.0891155441914318,0.4971115688923196,0.5047706773446546,21.9,8.0,50.5,49.4,59.5,57.9,55.6,2.0,0.0,10405.0,3761.0,5331.0,MI,1.0,0.686,0.314,2.99,0.65,2.34,0.3614608361364728,0,0,0,50.5,49.4,1,Alcona County
31,alcorn_ms,0.389,0.137,0.252,0.150887573964497,0.7494431226465842,0.801017533620226,0.2766074206562668,0.500451629908553,0.6406539564281872,12.5,7.7,35.6,29.7,44.5,38.3,38.9,3.0,0.0,36953.0,6965.0,21679.0,MS,1.0,0.811,0.189,1.945,0.685,1.26,0.1884826671718128,0,0,0,35.6,29.7,0,Alcorn County
32,aleutians east borough_ak,0.14,0.048,0.092,0.4551824817518248,0.4808,0.0991,0.9241,0.9573,0.7048,17.5,12.7,73.5,66.7,84.3,74.4,31.9,3.0,0.0,3337.0,351.0,2733.0,AK,1.0,0.528,0.428,0.7000000000000001,0.24,0.4599999999999999,0.1051842972729997,0,0,0,73.5,66.7,1,Aleutians East Borough
33,aleutians west census area_ak,0.088,0.041,0.047,0.1817391304347826,0.2725768173913043,0.1095072695652173,0.8579010782608696,0.9699543304347826,0.6064117739130435,16.4,7.6,63.8,52.4,73.0,62.3,30.0,2.0,0.0,5634.0,419.0,4574.0,AK,1.0,0.528,0.428,0.616,0.287,0.329,0.0743698970536031,0,0,0,63.8,52.4,1,Aleutians West Census Area
34,alexander_il,0.212,0.059,0.153,0.0672075933864053,0.8010137170851194,0.8492645744029393,0.270916595223515,0.615435104102878,0.7420949173300674,9.5,3.8,30.3,23.1,38.8,32.2,38.7,4.0,1.0,5761.0,1332.0,3149.0,IL,1.0,0.568,0.432,1.696,0.472,1.224,0.2312098593994098,0,0,0,30.3,23.1,0,Alexander County
35,alexander_nc,0.268,0.085,0.183,0.1042323338452005,0.6901307201163824,0.6371917912659285,0.3014408496996147,0.4978885476440636,0.5773833885611143,14.2,8.8,41.4,36.1,56.9,45.2,34.6,3.0,1.0,37497.0,7667.0,22373.0,NC,1.0,0.785,0.215,2.144,0.68,1.464,0.204469690908606,0,0,0,41.4,36.1,0,Alexander County
36,alexandria city_va,0.04,0.016,0.024,0.1213507555669148,0.2495101083032491,0.1356575099837066,0.6579852285869461,0.546816094054503,0.3307075205265007,6.9,3.7,32.1,28.6,77.3,62.5,29.3,1.0,1.0,159428.0,19395.0,111341.0,VA,0.0,0.197,0.803,0.32,0.128,0.192,0.1216536618410818,0,0,0,32.1,28.6,1,Alexandria city
37,alfalfa_ok,0.345,0.083,0.262,0.0882704456206248,0.4275957657503841,0.670040703431791,0.3722505378179955,0.5723205224517671,0.508250367082124,14.2,10.2,42.6,38.5,50.4,44.8,47.3,2.0,0.0,5702.0,1155.0,3442.0,OK,1.0,0.874,0.126,3.45,0.8300000000000001,2.62,0.2025605050859347,0,0,0,42.6,38.5,0,Alfalfa County
38,alger_mi,0.178,0.034,0.145,0.0644985860343702,0.5901218620839679,0.4922867739830324,0.261016336741353,0.7201381988253208,0.5679495975636284,29.0,15.9,58.9,55.0,66.3,61.8,55.7,2.0,0.0,9108.0,2393.0,5353.0,MI,1.0,0.588,0.412,2.492,0.476,2.03,0.262736056214317,0,0,0,58.9,55.0,1,Alger County
39,allamakee_ia,0.231,0.049,0.182,0.0735590778097982,0.3959862752161383,0.4459485518731989,0.224670144092219,0.720326181556196,0.4458654466858789,19.7,5.7,48.8,45.0,58.9,52.7,51.2,2.0,0.0,13687.0,3212.0,7264.0,IA,1.0,0.638,0.362,2.31,0.49,1.82,0.2346752392781471,0,0,0,48.8,45.0,1,Allamakee County
40,allegan_mi,0.203,0.043,0.161,0.0452494577006507,0.384792464208243,0.4443537752711496,0.2065816355748373,0.5214783722342733,0.3737216173535791,12.5,6.3,43.2,42.8,52.5,51.7,54.4,1.0,0.0,118081.0,20099.0,69884.0,MI,1.0,0.617,0.383,5.075,1.075,4.025,0.1702136668896774,0,0,0,43.2,42.8,1,Allegan County
41,allegany_md,0.252,0.047,0.205,0.0440418467010294,0.6221371993831363,0.6068915097878489,0.1850646706586826,0.5840896939300054,0.5433356488878391,15.2,11.0,50.2,45.3,61.8,55.2,49.1,3.0,1.0,70416.0,14471.0,43790.0,MD,1.0,0.682,0.318,3.78,0.705,3.075,0.2055072710747557,0,0,0,50.2,45.3,1,Allegany County
42,allegany_ny,0.203,0.061,0.142,0.0685409267805116,0.6206043383025328,0.669298549645918,0.1539521213023414,0.6632752823086575,0.5707546285860111,8.9,4.0,37.9,35.6,47.4,43.7,49.6,3.0,0.0,46091.0,9055.0,27762.0,NY,1.0,0.682,0.318,7.105,2.135,4.97,0.1964591785815018,0,0,0,37.9,35.6,0,Allegany County
43,alleghany_nc,0.124,0.044,0.08,0.1103617971384307,0.7883305477080106,0.7608493939670099,0.3578935842522555,0.5407369361159209,0.7020718490841155,22.1,13.8,57.3,46.3,80.2,58.5,27.9,3.0,0.0,11137.0,3116.0,6133.0,NC,1.0,0.745,0.255,0.868,0.308,0.56,0.2797880937415821,0,0,0,57.3,46.3,1,Alleghany County
44,alleghany_va,0.202,0.047,0.155,0.0690828208818526,0.6002796480439618,0.6828854114876357,0.1078835404945701,0.5858509682062017,0.5197496009420385,1.5,0.5,5.3,3.8,47.7,39.4,6.2,2.0,0.0,14860.0,3785.0,8361.0,VA,1.0,0.714,0.286,1.414,0.329,1.085,0.2547106325706595,0,0,0,5.3,3.8,2,Alleghany County
45,allegheny_pa,0.145,0.046,0.098,0.0428418984991894,0.3379892884223187,0.4258562678940281,0.2954807550953041,0.4052069365914083,0.3206353652996391,15.8,6.6,70.1,56.3,80.1,68.8,47.4,2.0,1.0,1216045.0,235279.0,754193.0,PA,0.0,0.406,0.594,16.529999999999998,5.244,11.172,0.1934788597461442,0,0,0,70.1,56.3,1,Allegheny County
46,allen parish_la,0.51,0.133,0.377,0.0882662405985737,0.7782877401504228,0.6459246560929036,0.3718653248119714,0.7502595573048595,0.7392626281127002,8.9,3.9,32.7,27.2,40.1,35.6,37.8,4.0,0.0,25627.0,3906.0,15987.0,LA,1.0,0.772,0.228,6.12,1.596,4.524,0.1524173723026495,0,0,0,32.7,27.2,0,Allen Parish
47,allen_in,0.242,0.05,0.192,0.0933353873929389,0.465050931489004,0.5593080489406728,0.3965157473398576,0.3532984999959459,0.4213118821942762,13.7,8.8,48.6,44.9,57.6,51.7,43.6,3.0,1.0,379299.0,56584.0,225761.0,IN,1.0,0.545,0.455,7.744,1.6,6.144,0.1491804618519954,0,0,0,48.6,44.9,1,Allen County
48,allen_ks,0.36,0.13,0.23,0.0570071258907363,0.541085740300871,0.8052194061757719,0.0815825732383214,0.6141317498020585,0.5276116547901821,13.7,3.9,41.2,36.3,51.9,45.7,48.2,2.0,0.0,12369.0,2594.0,7034.0,KS,1.0,0.711,0.289,3.6,1.3,2.3000000000000003,0.2097178429945832,0,0,0,41.2,36.3,0,Allen County
49,allen_ky,0.292,0.146,0.146,0.0760315475617966,0.7178502115994999,0.839524915841108,0.1377952245840146,0.5118007790708858,0.6188377993652016,10.0,5.5,36.6,32.9,43.9,39.2,40.5,3.0,1.0,21315.0,3851.0,12561.0,KY,1.0,0.81,0.19,1.7519999999999998,0.8759999999999999,0.8759999999999999,0.1806708890452733,0,0,0,36.6,32.9,0,Allen County
50,allen_oh,0.361,0.083,0.278,0.065678006985585,0.5046047490399644,0.685014980413346,0.2097276249011018,0.4684469066594623,0.4669155313482951,11.3,5.2,31.7,30.4,46.2,43.1,47.7,3.0,1.0,102351.0,18509.0,60350.0,OH,1.0,0.69,0.31,6.497999999999999,1.494,5.004,0.1808384871667106,0,0,0,31.7,30.4,0,Allen County
51,allendale_sc,0.3,0.1,0.201,0.1061428261341436,0.9054073800738008,0.7363947579769916,0.5367137725200781,0.8899161818971131,0.8954113305838942,10.4,4.7,53.9,44.7,68.4,57.6,35.4,4.0,0.0,8688.0,1818.0,5215.0,SC,0.0,0.244,0.756,1.7999999999999998,0.6000000000000001,1.206,0.2092541436464088,0,0,0,53.9,44.7,0,Allendale County
52,alpena_mi,0.311,0.061,0.249,0.0621417587026422,0.5481546064588284,0.7144584475045436,0.1178734272333286,0.5245533028100098,0.4901188347546484,21.5,9.6,47.4,45.2,56.2,55.3,54.8,2.0,0.0,28405.0,6781.0,16310.0,MI,1.0,0.63,0.37,2.488,0.488,1.992,0.2387255764830135,0,0,0,47.4,45.2,0,Alpena County
53,alpine_ca,0.122,0.032,0.089,0.1029668411867364,0.7318,0.7763,0.4677,0.9054,0.8197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1129.0,298.0,631.0,CA,0.0,0.358,0.642,0.366,0.096,0.267,0.2639503985828166,1,1,1,0.0,0.0,2,Alpine County
54,amador_ca,0.223,0.056,0.167,0.0383039467075524,0.4922057707050147,0.5609379787993338,0.3740908667953158,0.5976382008511989,0.5205757672684977,21.1,6.4,60.9,42.0,66.7,52.6,44.4,3.0,0.0,39752.0,10945.0,22797.0,CA,1.0,0.609,0.391,2.676,0.672,2.004,0.2753320587643389,0,0,0,60.9,42.0,1,Amador County
55,amelia_va,0.163,0.054,0.108,0.1109382293449509,0.4903788003734246,0.5922494398630777,0.4009575774078108,0.6651115606037031,0.5667965147035943,1.0,0.5,1.8,1.5,39.4,34.0,1.2,2.0,1.0,13145.0,2637.0,7768.0,VA,1.0,0.683,0.317,0.8150000000000001,0.27,0.54,0.200608596424496,0,0,0,1.8,1.5,2,Amelia County
56,amherst_va,0.128,0.053,0.075,0.1028166363465278,0.614160905840286,0.5191855780691299,0.3380610344394956,0.5025407220375133,0.5355650743366163,8.7,4.4,32.2,27.9,52.1,46.3,38.1,2.0,1.0,31605.0,6827.0,18664.0,VA,1.0,0.649,0.351,1.152,0.477,0.6749999999999999,0.2160101249802246,0,0,0,32.2,27.9,1,Amherst County
57,amite_ms,0.292,0.135,0.156,0.1495829323067051,0.8153396615335258,0.802146511068335,0.3512851459736926,0.5700488290022457,0.730387215271094,10.4,4.9,35.9,28.9,45.2,39.5,37.4,4.0,0.0,12297.0,2967.0,6836.0,MS,1.0,0.625,0.375,2.628,1.215,1.404,0.2412783605757502,0,0,0,35.9,28.9,0,Amite County
58,anchorage municipality_ak,0.161,0.049,0.112,0.1174893283622413,0.3257324964878154,0.3814707137839736,0.5667253714810613,0.609012481425947,0.4584469700653806,23.0,15.0,58.4,49.8,74.6,66.2,40.8,2.0,1.0,288000.0,33757.0,185045.0,AK,1.0,0.528,0.428,2.737,0.8330000000000001,1.904,0.1172118055555555,0,0,0,58.4,49.8,1,Anchorage Municipality
59,anderson_ks,0.292,0.079,0.213,0.0934793683138054,0.4717636907794192,0.7947728731533368,0.043606635252165,0.5835515919510953,0.4598006240448293,14.4,4.8,39.5,34.6,48.1,42.6,47.2,1.0,0.0,7858.0,1687.0,4151.0,KS,1.0,0.773,0.227,2.92,0.79,2.13,0.2146856706541104,0,0,0,39.5,34.6,0,Anderson County
60,anderson_ky,0.262,0.07,0.192,0.0401998739533627,0.5968848113802107,0.7051137886017826,0.1301403934455748,0.3606911047087422,0.4448935446115062,12.3,5.1,56.0,49.4,63.3,54.6,42.4,2.0,0.0,22747.0,3710.0,13692.0,KY,1.0,0.729,0.271,1.048,0.28,0.768,0.1630984305622719,0,0,0,56.0,49.4,1,Anderson County
61,anderson_sc,0.296,0.087,0.209,0.1048036939717849,0.5742675251919691,0.6739222087298146,0.3160059358657108,0.4815049822699558,0.5266181203602133,12.4,6.8,37.1,31.9,45.5,40.1,40.5,3.0,1.0,202558.0,37126.0,119532.0,SC,1.0,0.703,0.297,5.624,1.6529999999999998,3.971,0.1832857749385361,0,0,0,37.1,31.9,0,Anderson County
62,anderson_tn,0.207,0.063,0.143,0.0909138898053447,0.56553092708677,0.7503301181128341,0.2005329462223688,0.5398049237875289,0.5275614635433851,14.2,5.9,51.3,44.8,62.1,55.4,46.5,3.0,1.0,76978.0,15599.0,45088.0,TN,1.0,0.652,0.348,2.07,0.63,1.43,0.2026423133882408,0,0,0,51.3,44.8,1,Anderson County
63,anderson_tx,0.352,0.065,0.287,0.10778908801825,0.6025525620863074,0.5572334514283739,0.5660999533380571,0.6269160378825848,0.6184618097920951,0.0,0.0,0.0,0.0,44.3,39.0,30.8,4.0,0.0,57735.0,8658.0,38097.0,TX,1.0,0.786,0.214,3.52,0.65,2.87,0.1499610288386594,1,1,0,22.15,22.15,2,Anderson County
64,andrew_mo,0.278,0.06,0.218,0.0699879331149801,0.346538499109349,0.6107276963741884,0.0421864161351491,0.4282815146813767,0.3004429006493133,13.7,9.5,33.5,29.7,43.0,37.7,49.2,1.0,1.0,17712.0,3434.0,10219.0,MO,1.0,0.744,0.256,4.17,0.8999999999999999,3.27,0.1938798554652213,0,0,0,33.5,29.7,0,Andrew County
65,andrews_tx,0.17,0.093,0.077,0.1812212369513974,0.5662612189920305,0.307379419687956,0.817321018071613,0.6319446627006398,0.6213144965764956,0.0,0.0,0.0,0.0,49.8,43.7,32.3,2.0,0.0,18705.0,1833.0,11069.0,TX,1.0,0.843,0.157,0.17,0.093,0.077,0.0979951884522854,1,1,0,24.9,24.9,2,Andrews County
66,androscoggin_me,0.191,0.042,0.149,0.0822754178921112,0.4429412205427944,0.6582481506645322,0.2334113808123301,0.5839959318342579,0.4863018446818808,12.3,6.0,62.2,56.8,77.2,69.3,49.4,3.0,1.0,108277.0,19666.0,65298.0,ME,1.0,0.4985,0.4704,2.865,0.63,2.235,0.1816267536041818,0,0,0,62.2,56.8,1,Androscoggin County
67,angelina_tx,0.313,0.074,0.239,0.1875420913853915,0.7170267113358522,0.8521567842752291,0.5960466903329642,0.6706658406291734,0.7771341319757553,0.0,0.0,0.0,0.0,52.7,46.5,37.6,4.0,0.0,86715.0,14422.0,50236.0,TX,1.0,0.725,0.275,1.878,0.4439999999999999,1.434,0.1663149397451421,1,1,0,26.35,26.35,2,Angelina County
68,anne arundel_md,0.086,0.025,0.06,0.0458498333380815,0.2550471202743511,0.3398253577177288,0.4282538485370787,0.311011405836016,0.2628530955314663,15.0,8.0,70.3,64.1,85.7,76.1,47.9,1.0,1.0,579234.0,87001.0,363316.0,MD,0.0,0.442,0.558,3.612,1.05,2.52,0.1502000918454372,0,0,0,70.3,64.1,1,Anne Arundel County
69,anoka_mn,0.181,0.033,0.148,0.0412139388828285,0.2417320794632603,0.3763875889025447,0.3774942883622935,0.3648251963699267,0.2827004104412099,11.5,5.6,51.7,47.2,62.4,58.6,57.7,1.0,1.0,356921.0,51781.0,220381.0,MN,1.0,0.497,0.503,3.439,0.627,2.812,0.1450769217838121,0,0,0,51.7,47.2,1,Anoka County
70,anson_nc,0.2,0.054,0.147,0.1135303880502647,0.8161486406385837,0.617305263573856,0.5009030901762428,0.715293748518138,0.7703285110250533,16.3,7.7,34.1,23.7,56.6,45.7,32.5,4.0,0.0,24446.0,4730.0,14878.0,NC,0.0,0.483,0.517,1.6,0.432,1.176,0.1934876871471815,0,0,0,34.1,23.7,0,Anson County
71,antelope_ne,0.309,0.067,0.242,0.0649717514124293,0.3772841964846202,0.6972654425612053,0.1891877746390458,0.2946592906465788,0.328633882611425,6.1,3.7,0.0,31.4,0.0,36.9,59.8,1.0,0.0,6298.0,1515.0,3297.0,NE,1.0,0.863,0.137,3.399,0.7370000000000001,2.662,0.2405525563671006,0,1,1,3.05,31.4,2,Antelope County
72,antrim_mi,0.19,0.037,0.153,0.0706303663114294,0.4622538508003624,0.555013867195927,0.1608235621521335,0.4792866289856323,0.4051939638434655,17.9,9.8,51.1,50.8,61.1,57.7,57.3,1.0,0.0,23324.0,6536.0,12670.0,MI,1.0,0.611,0.389,3.04,0.592,2.448,0.2802263762647916,0,0,0,51.1,50.8,1,Antrim County
