county_state,state,candidate_won,party,winner_votes,nonwinner_votes,total_votes,pct_trump,pct_biden
bucks_pa,PA,Joe Biden,DEM,204712,191522,396234,0.483,0.517
centre_pa,PA,Joe Biden,DEM,40055,37438,77493,0.483,0.517
chester_pa,PA,Joe Biden,DEM,182372,133381,315753,0.422,0.578
dauphin_pa,PA,Joe Biden,DEM,78983,68385,147368,0.464,0.536
delaware_pa,PA,Joe Biden,DEM,206423,122583,329006,0.373,0.627
erie_pa,PA,Joe Biden,DEM,68286,68797,137083,0.502,0.498
lackawanna_pa,PA,Joe Biden,DEM,61991,53419,115410,0.463,0.537
lehigh_pa,PA,Joe Biden,DEM,98288,86425,184713,0.468,0.532
monroe_pa,PA,Joe Biden,DEM,44060,39769,83829,0.474,0.526
montgomery_pa,PA,Joe Biden,DEM,319511,190646,510157,0.374,0.626
northampton_pa,PA,Joe Biden,DEM,85087,86312,171399,0.504,0.496
philadelphia_pa,PA,Joe Biden,DEM,603790,137587,741377,0.186,0.814
east providence_ri,RI,Joe Biden,DEM,14735,8418,23153,0.364,0.636
jamestown_ri,RI,Joe Biden,DEM,2795,1289,4084,0.316,0.684
lincoln_ri,RI,Joe Biden,DEM,6633,6038,12671,0.477,0.523
little compton_ri,RI,Joe Biden,DEM,1524,1011,2535,0.399,0.601
middletown_ri,RI,Joe Biden,DEM,5529,3079,8608,0.358,0.642
barrington_ri,RI,Joe Biden,DEM,7713,3119,10832,0.288,0.712
narragansett_ri,RI,Joe Biden,DEM,5333,3697,9030,0.409,0.591
newport_ri,RI,Joe Biden,DEM,7866,2846,10712,0.266,0.734
new shoreham_ri,RI,Joe Biden,DEM,748,207,955,0.217,0.783
north kingstown_ri,RI,Joe Biden,DEM,10534,7043,17577,0.401,0.599
north providence_ri,RI,Joe Biden,DEM,9438,7413,16851,0.44,0.56
pawtucket_ri,RI,Joe Biden,DEM,18053,7735,25788,0.3,0.7
portsmouth_ri,RI,Joe Biden,DEM,6649,4268,10917,0.391,0.609
providence_ri,RI,Joe Biden,DEM,45941,11226,57167,0.196,0.804
richmond_ri,RI,Joe Biden,DEM,2346,2462,4808,0.512,0.488
bristol_ri,RI,Joe Biden,DEM,6813,4844,11657,0.416,0.584
south kingstown_ri,RI,Joe Biden,DEM,11254,5434,16688,0.326,0.674
tiverton_ri,RI,Joe Biden,DEM,5123,4169,9292,0.449,0.551
warren_ri,RI,Joe Biden,DEM,3524,2402,5926,0.405,0.595
warwick_ri,RI,Joe Biden,DEM,25845,20596,46441,0.443,0.557
westerly_ri,RI,Joe Biden,DEM,7153,5701,12854,0.444,0.556
west warwick_ri,RI,Joe Biden,DEM,7234,6767,14001,0.483,0.517
woonsocket_ri,RI,Joe Biden,DEM,7289,6549,13838,0.473,0.527
central falls_ri,RI,Joe Biden,DEM,3073,1199,4272,0.281,0.719
charlestown_ri,RI,Joe Biden,DEM,2909,2311,5220,0.443,0.557
cranston_ri,RI,Joe Biden,DEM,23039,18014,41053,0.439,0.561
cumberland_ri,RI,Joe Biden,DEM,10869,8809,19678,0.448,0.552
east greenwich_ri,RI,Joe Biden,DEM,5218,3429,8647,0.397,0.603
allendale_sc,SC,Joe Biden,DEM,2718,875,3593,0.244,0.756
bamberg_sc,SC,Joe Biden,DEM,4010,2472,6482,0.381,0.619
charleston_sc,SC,Joe Biden,DEM,121485,97372,218857,0.445,0.555
fairfield_sc,SC,Joe Biden,DEM,7382,4754,12136,0.392,0.608
hampton_sc,SC,Joe Biden,DEM,5323,3982,9305,0.428,0.572
jasper_sc,SC,Joe Biden,DEM,7185,7209,14394,0.501,0.499
lee_sc,SC,Joe Biden,DEM,5329,3102,8431,0.368,0.632
marion_sc,SC,Joe Biden,DEM,8872,5832,14704,0.397,0.603
marlboro_sc,SC,Joe Biden,DEM,6290,5156,11446,0.45,0.55
orangeburg_sc,SC,Joe Biden,DEM,27295,13910,41205,0.338,0.662
richland_sc,SC,Joe Biden,DEM,132570,61252,193822,0.316,0.684
sumter_sc,SC,Joe Biden,DEM,27379,21541,48920,0.44,0.56
williamsburg_sc,SC,Joe Biden,DEM,10289,5696,15985,0.356,0.644
buffalo_sd,SD,Joe Biden,DEM,352,197,549,0.359,0.641
clay_sd,SD,Joe Biden,DEM,3083,2615,5698,0.459,0.541
dewey_sd,SD,Joe Biden,DEM,1131,835,1966,0.425,0.575
oglala lakota_sd,SD,Joe Biden,DEM,2829,371,3200,0.116,0.884
todd_sd,SD,Joe Biden,DEM,1963,576,2539,0.227,0.773
ziebach_sd,SD,Joe Biden,DEM,481,425,906,0.469,0.531
davidson_tn,TN,Joe Biden,DEM,199703,109955,309658,0.355,0.645
haywood_tn,TN,Joe Biden,DEM,4012,3427,7439,0.461,0.539
shelby_tn,TN,Joe Biden,DEM,246105,135950,382055,0.356,0.644
bexar_tx,TX,Joe Biden,DEM,448452,320500,768952,0.417,0.583
brooks_tx,TX,Joe Biden,DEM,1470,1014,2484,0.408,0.592
cameron_tx,TX,Joe Biden,DEM,64063,50111,114174,0.439,0.561
culberson_tx,TX,Joe Biden,DEM,438,426,864,0.493,0.507
dallas_tx,TX,Joe Biden,DEM,598576,323062,921638,0.351,0.649
dimmit_tx,TX,Joe Biden,DEM,2264,1402,3666,0.382,0.618
duval_tx,TX,Joe Biden,DEM,2575,2478,5053,0.49,0.51
el paso_tx,TX,Joe Biden,DEM,178126,89089,267215,0.333,0.667
fort bend_tx,TX,Joe Biden,DEM,195552,161962,357514,0.453,0.547
harris_tx,TX,Joe Biden,DEM,918193,722625,1640818,0.44,0.56
hays_tx,TX,Joe Biden,DEM,59524,49833,109357,0.456,0.544
hidalgo_tx,TX,Joe Biden,DEM,128199,92685,220884,0.42,0.58
jim hogg_tx,TX,Joe Biden,DEM,1197,839,2036,0.412,0.588
maverick_tx,TX,Joe Biden,DEM,8332,7014,15346,0.457,0.543
presidio_tx,TX,Joe Biden,DEM,1463,754,2217,0.34,0.66
starr_tx,TX,Joe Biden,DEM,9123,8402,17525,0.479,0.521
tarrant_tx,TX,Joe Biden,DEM,411567,423130,834697,0.507,0.493
travis_tx,TX,Joe Biden,DEM,435860,174489,610349,0.286,0.714
webb_tx,TX,Joe Biden,DEM,41820,26577,68397,0.389,0.611
willacy_tx,TX,Joe Biden,DEM,3108,2441,5549,0.44,0.56
williamson_tx,TX,Joe Biden,DEM,143795,145517,289312,0.503,0.497
zavala_tx,TX,Joe Biden,DEM,2864,1515,4379,0.346,0.654
grand_ut,UT,Joe Biden,DEM,2806,2379,5185,0.459,0.541
salt lake_ut,UT,Joe Biden,DEM,289906,251269,541175,0.464,0.536
summit_ut,UT,Joe Biden,DEM,15244,10844,26088,0.416,0.584
jamaica_vt,VT,Joe Biden,DEM,406,175,581,0.301,0.699
jay_vt,VT,Joe Biden,DEM,144,150,294,0.51,0.49
jericho_vt,VT,Joe Biden,DEM,2657,1005,3662,0.274,0.726
johnson_vt,VT,Joe Biden,DEM,994,595,1589,0.374,0.626
kirby_vt,VT,Joe Biden,DEM,190,139,329,0.422,0.578
landgrove_vt,VT,Joe Biden,DEM,114,20,134,0.149,0.851
leicester_vt,VT,Joe Biden,DEM,296,246,542,0.454,0.546
lemington_vt,VT,Joe Biden,DEM,25,24,49,0.49,0.51
lincoln_vt,VT,Joe Biden,DEM,723,236,959,0.246,0.754
londonderry_vt,VT,Joe Biden,DEM,744,374,1118,0.335,0.665
barnet_vt,VT,Joe Biden,DEM,624,471,1095,0.43,0.57
ludlow_vt,VT,Joe Biden,DEM,718,519,1237,0.42,0.58
lyndon_vt,VT,Joe Biden,DEM,1207,1233,2440,0.505,0.495
manchester_vt,VT,Joe Biden,DEM,1985,800,2785,0.287,0.713
marlboro_vt,VT,Joe Biden,DEM,528,118,646,0.183,0.817
marshfield_vt,VT,Joe Biden,DEM,586,378,964,0.392,0.608
mendon_vt,VT,Joe Biden,DEM,445,335,780,0.429,0.571
middlebury_vt,VT,Joe Biden,DEM,3479,852,4331,0.197,0.803
barre_vt,VT,Joe Biden,DEM,2380,1427,3807,0.375,0.625
middlesex_vt,VT,Joe Biden,DEM,977,266,1243,0.214,0.786
middletown springs_vt,VT,Joe Biden,DEM,308,241,549,0.439,0.561
milton_vt,VT,Joe Biden,DEM,3344,2824,6168,0.458,0.542
monkton_vt,VT,Joe Biden,DEM,960,443,1403,0.316,0.684
montgomery_vt,VT,Joe Biden,DEM,449,307,756,0.406,0.594
montpelier_vt,VT,Joe Biden,DEM,4576,609,5185,0.117,0.883
moretown_vt,VT,Joe Biden,DEM,926,259,1185,0.219,0.781
morristown_vt,VT,Joe Biden,DEM,2256,941,3197,0.294,0.706
mount holly_vt,VT,Joe Biden,DEM,452,396,848,0.467,0.533
barre town_vt,VT,Joe Biden,DEM,2512,2254,4766,0.473,0.527
newark_vt,VT,Joe Biden,DEM,169,177,346,0.512,0.488
newbury_vt,VT,Joe Biden,DEM,682,532,1214,0.438,0.562
newfane_vt,VT,Joe Biden,DEM,842,299,1141,0.262,0.738
new haven_vt,VT,Joe Biden,DEM,732,440,1172,0.375,0.625
newport_vt,VT,Joe Biden,DEM,1033,809,1842,0.439,0.561
northfield_vt,VT,Joe Biden,DEM,1508,957,2465,0.388,0.612
north hero_vt,VT,Joe Biden,DEM,430,275,705,0.39,0.61
barton_vt,VT,Joe Biden,DEM,687,609,1296,0.47,0.53
norwich_vt,VT,Joe Biden,DEM,2316,254,2570,0.099,0.901
orwell_vt,VT,Joe Biden,DEM,367,385,752,0.512,0.488
panton_vt,VT,Joe Biden,DEM,271,149,420,0.355,0.645
pawlet_vt,VT,Joe Biden,DEM,496,391,887,0.441,0.559
peacham_vt,VT,Joe Biden,DEM,357,162,519,0.312,0.688
peru_vt,VT,Joe Biden,DEM,218,82,300,0.273,0.727
pittsfield_vt,VT,Joe Biden,DEM,206,126,332,0.38,0.62
pittsford_vt,VT,Joe Biden,DEM,896,841,1737,0.484,0.516
plainfield_vt,VT,Joe Biden,DEM,606,208,814,0.256,0.744
plymouth_vt,VT,Joe Biden,DEM,251,120,371,0.323,0.677
pomfret_vt,VT,Joe Biden,DEM,509,170,679,0.25,0.75
poultney_vt,VT,Joe Biden,DEM,844,820,1664,0.493,0.507
pownal_vt,VT,Joe Biden,DEM,892,886,1778,0.498,0.502
proctor_vt,VT,Joe Biden,DEM,534,421,955,0.441,0.559
putney_vt,VT,Joe Biden,DEM,1234,281,1515,0.185,0.815
randolph_vt,VT,Joe Biden,DEM,1685,901,2586,0.348,0.652
reading_vt,VT,Joe Biden,DEM,312,133,445,0.299,0.701
bennington_vt,VT,Joe Biden,DEM,4369,2727,7096,0.384,0.616
richmond_vt,VT,Joe Biden,DEM,2287,654,2941,0.222,0.778
ripton_vt,VT,Joe Biden,DEM,280,89,369,0.241,0.759
rochester_vt,VT,Joe Biden,DEM,526,206,732,0.281,0.719
rockingham_vt,VT,Joe Biden,DEM,1703,816,2519,0.324,0.676
roxbury_vt,VT,Joe Biden,DEM,281,152,433,0.351,0.649
royalton_vt,VT,Joe Biden,DEM,930,556,1486,0.374,0.626
rupert_vt,VT,Joe Biden,DEM,269,168,437,0.384,0.616
rutland_vt,VT,Joe Biden,DEM,4679,3321,8000,0.415,0.585
rutland town_vt,VT,Joe Biden,DEM,1376,1110,2486,0.447,0.553
ryegate_vt,VT,Joe Biden,DEM,329,319,648,0.492,0.508
st. albans_vt,VT,Joe Biden,DEM,1982,1075,3057,0.352,0.648
st. albans town_vt,VT,Joe Biden,DEM,2126,1668,3794,0.44,0.56
st. george_vt,VT,Joe Biden,DEM,310,143,453,0.316,0.684
st. johnsbury_vt,VT,Joe Biden,DEM,2034,1343,3377,0.398,0.602
salisbury_vt,VT,Joe Biden,DEM,393,283,676,0.419,0.581
sandgate_vt,VT,Joe Biden,DEM,147,106,253,0.419,0.581
shaftsbury_vt,VT,Joe Biden,DEM,1346,879,2225,0.395,0.605
sharon_vt,VT,Joe Biden,DEM,585,309,894,0.346,0.654
sheffield_vt,VT,Joe Biden,DEM,197,177,374,0.473,0.527
shelburne_vt,VT,Joe Biden,DEM,4358,1061,5419,0.196,0.804
killington_vt,VT,Joe Biden,DEM,560,276,836,0.33,0.67
shoreham_vt,VT,Joe Biden,DEM,445,297,742,0.4,0.6
shrewsbury_vt,VT,Joe Biden,DEM,395,295,690,0.428,0.572
south burlington_vt,VT,Joe Biden,DEM,10057,2613,12670,0.206,0.794
south hero_vt,VT,Joe Biden,DEM,903,406,1309,0.31,0.69
springfield_vt,VT,Joe Biden,DEM,2583,1933,4516,0.428,0.572
stannard_vt,VT,Joe Biden,DEM,82,32,114,0.281,0.719
berlin_vt,VT,Joe Biden,DEM,960,574,1534,0.374,0.626
starksboro_vt,VT,Joe Biden,DEM,636,387,1023,0.378,0.622
stockbridge_vt,VT,Joe Biden,DEM,341,136,477,0.285,0.715
stowe_vt,VT,Joe Biden,DEM,2706,700,3406,0.206,0.794
strafford_vt,VT,Joe Biden,DEM,656,144,800,0.18,0.82
stratton_vt,VT,Joe Biden,DEM,119,71,190,0.374,0.626
sudbury_vt,VT,Joe Biden,DEM,252,136,388,0.351,0.649
sunderland_vt,VT,Joe Biden,DEM,386,266,652,0.408,0.592
swanton_vt,VT,Joe Biden,DEM,1566,1662,3228,0.515,0.485
thetford_vt,VT,Joe Biden,DEM,1448,462,1910,0.242,0.758
bethel_vt,VT,Joe Biden,DEM,728,419,1147,0.365,0.635
addison_vt,VT,Joe Biden,DEM,445,425,870,0.489,0.511
tinmouth_vt,VT,Joe Biden,DEM,170,171,341,0.501,0.499
townshend_vt,VT,Joe Biden,DEM,553,216,769,0.281,0.719
tunbridge_vt,VT,Joe Biden,DEM,514,349,863,0.404,0.596
underhill_vt,VT,Joe Biden,DEM,1633,591,2224,0.266,0.734
vergennes_vt,VT,Joe Biden,DEM,1016,462,1478,0.313,0.687
vernon_vt,VT,Joe Biden,DEM,718,582,1300,0.448,0.552
vershire_vt,VT,Joe Biden,DEM,264,164,428,0.383,0.617
waitsfield_vt,VT,Joe Biden,DEM,1023,225,1248,0.18,0.82
walden_vt,VT,Joe Biden,DEM,351,235,586,0.401,0.599
wallingford_vt,VT,Joe Biden,DEM,703,595,1298,0.458,0.542
waltham_vt,VT,Joe Biden,DEM,216,110,326,0.337,0.663
wardsboro_vt,VT,Joe Biden,DEM,325,167,492,0.339,0.661
warren_vt,VT,Joe Biden,DEM,1039,225,1264,0.178,0.822
washington_vt,VT,Joe Biden,DEM,306,303,609,0.498,0.502
waterbury_vt,VT,Joe Biden,DEM,2778,720,3498,0.206,0.794
waterford_vt,VT,Joe Biden,DEM,421,410,831,0.493,0.507
waterville_vt,VT,Joe Biden,DEM,227,227,454,0.5,0.5
bolton_vt,VT,Joe Biden,DEM,537,241,778,0.31,0.69
weathersfield_vt,VT,Joe Biden,DEM,1018,774,1792,0.432,0.568
west fairlee_vt,VT,Joe Biden,DEM,219,138,357,0.387,0.613
westfield_vt,VT,Joe Biden,DEM,190,159,349,0.456,0.544
westford_vt,VT,Joe Biden,DEM,964,461,1425,0.324,0.676
west haven_vt,VT,Joe Biden,DEM,78,73,151,0.483,0.517
westminster_vt,VT,Joe Biden,DEM,1303,486,1789,0.272,0.728
westmore_vt,VT,Joe Biden,DEM,126,114,240,0.475,0.525
weston_vt,VT,Joe Biden,DEM,332,124,456,0.272,0.728
bradford_vt,VT,Joe Biden,DEM,893,601,1494,0.402,0.598
west windsor_vt,VT,Joe Biden,DEM,618,223,841,0.265,0.735
weybridge_vt,VT,Joe Biden,DEM,517,95,612,0.155,0.845
wheelock_vt,VT,Joe Biden,DEM,236,216,452,0.478,0.522
whiting_vt,VT,Joe Biden,DEM,124,94,218,0.431,0.569
whitingham_vt,VT,Joe Biden,DEM,397,378,775,0.488,0.512
williston_vt,VT,Joe Biden,DEM,4961,1912,6873,0.278,0.722
wilmington_vt,VT,Joe Biden,DEM,789,367,1156,0.317,0.683
windham_vt,VT,Joe Biden,DEM,187,95,282,0.337,0.663
windsor_vt,VT,Joe Biden,DEM,1266,624,1890,0.33,0.67
braintree_vt,VT,Joe Biden,DEM,434,283,717,0.395,0.605
winhall_vt,VT,Joe Biden,DEM,473,201,674,0.298,0.702
winooski_vt,VT,Joe Biden,DEM,3005,696,3701,0.188,0.812
wolcott_vt,VT,Joe Biden,DEM,589,334,923,0.362,0.638
woodbury_vt,VT,Joe Biden,DEM,372,216,588,0.367,0.633
woodstock_vt,VT,Joe Biden,DEM,1645,464,2109,0.22,0.78
worcester_vt,VT,Joe Biden,DEM,464,160,624,0.256,0.744
brandon_vt,VT,Joe Biden,DEM,1213,971,2184,0.445,0.555
brattleboro_vt,VT,Joe Biden,DEM,5423,1240,6663,0.186,0.814
bridgewater_vt,VT,Joe Biden,DEM,372,229,601,0.381,0.619
bridport_vt,VT,Joe Biden,DEM,392,346,738,0.469,0.531
bristol_vt,VT,Joe Biden,DEM,1482,763,2245,0.34,0.66
albany_vt,VT,Joe Biden,DEM,286,254,540,0.47,0.53
brookfield_vt,VT,Joe Biden,DEM,506,346,852,0.406,0.594
brookline_vt,VT,Joe Biden,DEM,217,112,329,0.34,0.66
burke_vt,VT,Joe Biden,DEM,534,390,924,0.422,0.578
burlington_vt,VT,Joe Biden,DEM,19238,2980,22218,0.134,0.866
cabot_vt,VT,Joe Biden,DEM,558,334,892,0.374,0.626
calais_vt,VT,Joe Biden,DEM,886,262,1148,0.228,0.772
cambridge_vt,VT,Joe Biden,DEM,1521,678,2199,0.308,0.692
alburgh_vt,VT,Joe Biden,DEM,550,529,1079,0.49,0.51
castleton_vt,VT,Joe Biden,DEM,1056,1105,2161,0.511,0.489
cavendish_vt,VT,Joe Biden,DEM,466,326,792,0.412,0.588
charlotte_vt,VT,Joe Biden,DEM,2285,601,2886,0.208,0.792
chelsea_vt,VT,Joe Biden,DEM,404,319,723,0.441,0.559
chester_vt,VT,Joe Biden,DEM,1089,683,1772,0.385,0.615
chittenden_vt,VT,Joe Biden,DEM,473,380,853,0.445,0.555
colchester_vt,VT,Joe Biden,DEM,6451,3143,9594,0.328,0.672
andover_vt,VT,Joe Biden,DEM,216,149,365,0.408,0.592
corinth_vt,VT,Joe Biden,DEM,459,371,830,0.447,0.553
cornwall_vt,VT,Joe Biden,DEM,663,187,850,0.22,0.78
craftsbury_vt,VT,Joe Biden,DEM,558,216,774,0.279,0.721
danville_vt,VT,Joe Biden,DEM,855,614,1469,0.418,0.582
dorset_vt,VT,Joe Biden,DEM,997,416,1413,0.294,0.706
dover_vt,VT,Joe Biden,DEM,613,335,948,0.353,0.647
dummerston_vt,VT,Joe Biden,DEM,1035,322,1357,0.237,0.763
arlington_vt,VT,Joe Biden,DEM,929,556,1485,0.374,0.626
duxbury_vt,VT,Joe Biden,DEM,648,266,914,0.291,0.709
east haven_vt,VT,Joe Biden,DEM,69,71,140,0.507,0.493
east montpelier_vt,VT,Joe Biden,DEM,1315,449,1764,0.255,0.745
elmore_vt,VT,Joe Biden,DEM,447,159,606,0.262,0.738
enosburgh_vt,VT,Joe Biden,DEM,640,634,1274,0.498,0.502
essex_vt,VT,Joe Biden,DEM,9573,3841,13414,0.286,0.714
fairfax_vt,VT,Joe Biden,DEM,1648,1348,2996,0.45,0.55
fairfield_vt,VT,Joe Biden,DEM,625,515,1140,0.452,0.548
athens_vt,VT,Joe Biden,DEM,120,94,214,0.439,0.561
fairlee_vt,VT,Joe Biden,DEM,442,179,621,0.288,0.712
fayston_vt,VT,Joe Biden,DEM,796,175,971,0.18,0.82
ferrisburg_vt,VT,Joe Biden,DEM,1202,628,1830,0.343,0.657
fletcher_vt,VT,Joe Biden,DEM,494,330,824,0.4,0.6
georgia_vt,VT,Joe Biden,DEM,1517,1400,2917,0.48,0.52
glover_vt,VT,Joe Biden,DEM,401,265,666,0.398,0.602
goshen_vt,VT,Joe Biden,DEM,90,36,126,0.286,0.714
grafton_vt,VT,Joe Biden,DEM,263,142,405,0.351,0.649
bakersfield_vt,VT,Joe Biden,DEM,395,301,696,0.432,0.568
grand isle_vt,VT,Joe Biden,DEM,831,578,1409,0.41,0.59
granville_vt,VT,Joe Biden,DEM,136,33,169,0.195,0.805
greensboro_vt,VT,Joe Biden,DEM,365,126,491,0.257,0.743
guilford_vt,VT,Joe Biden,DEM,975,379,1354,0.28,0.72
halifax_vt,VT,Joe Biden,DEM,273,219,492,0.445,0.555
hancock_vt,VT,Joe Biden,DEM,102,69,171,0.404,0.596
hardwick_vt,VT,Joe Biden,DEM,932,645,1577,0.409,0.591
hartford_vt,VT,Joe Biden,DEM,4516,1748,6264,0.279,0.721
hartland_vt,VT,Joe Biden,DEM,1511,687,2198,0.313,0.687
hinesburg_vt,VT,Joe Biden,DEM,2254,830,3084,0.269,0.731
hubbardton_vt,VT,Joe Biden,DEM,221,206,427,0.482,0.518
huntington_vt,VT,Joe Biden,DEM,1047,358,1405,0.255,0.745
hyde park_vt,VT,Joe Biden,DEM,1118,613,1731,0.354,0.646
ira_vt,VT,Joe Biden,DEM,130,132,262,0.504,0.496
isle la motte_vt,VT,Joe Biden,DEM,191,158,349,0.453,0.547
barnard_vt,VT,Joe Biden,DEM,465,204,669,0.305,0.695
albemarle_va,VA,Joe Biden,DEM,42466,22191,64657,0.343,0.657
arlington_va,VA,Joe Biden,DEM,105344,25355,130699,0.194,0.806
brunswick_va,VA,Joe Biden,DEM,4552,3396,7948,0.427,0.573
charles city_va,VA,Joe Biden,DEM,2624,1817,4441,0.409,0.591
chesterfield_va,VA,Joe Biden,DEM,106935,96949,203884,0.476,0.524
fairfax_va,VA,Joe Biden,DEM,419943,180880,600823,0.301,0.699
greensville_va,VA,Joe Biden,DEM,2627,1947,4574,0.426,0.574
henrico_va,VA,Joe Biden,DEM,116572,66580,183152,0.364,0.636
james city_va,VA,Joe Biden,DEM,25553,24069,49622,0.485,0.515
loudoun_va,VA,Joe Biden,DEM,138372,86490,224862,0.385,0.615
montgomery_va,VA,Joe Biden,DEM,23218,21819,45037,0.484,0.516
northampton_va,VA,Joe Biden,DEM,3667,3065,6732,0.455,0.545
prince edward_va,VA,Joe Biden,DEM,4973,4601,9574,0.481,0.519
prince william_va,VA,Joe Biden,DEM,142863,85193,228056,0.374,0.626
stafford_va,VA,Joe Biden,DEM,40245,39380,79625,0.495,0.505
surry_va,VA,Joe Biden,DEM,2397,2074,4471,0.464,0.536
sussex_va,VA,Joe Biden,DEM,2827,2261,5088,0.444,0.556
alexandria city_va,VA,Joe Biden,DEM,66240,16268,82508,0.197,0.803
charlottesville city_va,VA,Joe Biden,DEM,20696,3509,24205,0.145,0.855
chesapeake city_va,VA,Joe Biden,DEM,66377,60731,127108,0.478,0.522
danville city_va,VA,Joe Biden,DEM,11710,7679,19389,0.396,0.604
emporia city_va,VA,Joe Biden,DEM,1612,769,2381,0.323,0.677
fairfax city_va,VA,Joe Biden,DEM,9174,4309,13483,0.32,0.68
falls church city_va,VA,Joe Biden,DEM,7146,1673,8819,0.19,0.81
franklin city_va,VA,Joe Biden,DEM,2525,1533,4058,0.378,0.622
fredericksburg city_va,VA,Joe Biden,DEM,8517,4345,12862,0.338,0.662
hampton city_va,VA,Joe Biden,DEM,46220,19681,65901,0.299,0.701
harrisonburg city_va,VA,Joe Biden,DEM,11022,6064,17086,0.355,0.645
hopewell city_va,VA,Joe Biden,DEM,5430,4178,9608,0.435,0.565
lexington city_va,VA,Joe Biden,DEM,1791,971,2762,0.352,0.648
lynchburg city_va,VA,Joe Biden,DEM,18048,18315,36363,0.504,0.496
manassas city_va,VA,Joe Biden,DEM,10356,6612,16968,0.39,0.61
manassas park city_va,VA,Joe Biden,DEM,3992,2095,6087,0.344,0.656
martinsville city_va,VA,Joe Biden,DEM,3766,2247,6013,0.374,0.626
newport news city_va,VA,Joe Biden,DEM,53099,28104,81203,0.346,0.654
norfolk city_va,VA,Joe Biden,DEM,64440,25441,89881,0.283,0.717
petersburg city_va,VA,Joe Biden,DEM,12389,1729,14118,0.122,0.878
portsmouth city_va,VA,Joe Biden,DEM,30948,13634,44582,0.306,0.694
radford city_va,VA,Joe Biden,DEM,3358,2962,6320,0.469,0.531
richmond city_va,VA,Joe Biden,DEM,92175,18984,111159,0.171,0.829
roanoke city_va,VA,Joe Biden,DEM,26773,16550,43323,0.382,0.618
staunton city_va,VA,Joe Biden,DEM,6981,6009,12990,0.463,0.537
suffolk city_va,VA,Joe Biden,DEM,28676,20966,49642,0.422,0.578
virginia beach city_va,VA,Joe Biden,DEM,117393,110168,227561,0.484,0.516
williamsburg city_va,VA,Joe Biden,DEM,4790,2093,6883,0.304,0.696
winchester city_va,VA,Joe Biden,DEM,6610,5496,12106,0.454,0.546
clallam_wa,WA,Joe Biden,DEM,24721,24543,49264,0.498,0.502
clark_wa,WA,Joe Biden,DEM,140324,135079,275403,0.49,0.51
island_wa,WA,Joe Biden,DEM,29213,24712,53925,0.458,0.542
jefferson_wa,WA,Joe Biden,DEM,17204,7588,24792,0.306,0.694
king_wa,WA,Joe Biden,DEM,907310,303197,1210507,0.25,0.75
kitsap_wa,WA,Joe Biden,DEM,90277,68395,158672,0.431,0.569
pierce_wa,WA,Joe Biden,DEM,249506,214575,464081,0.462,0.538
san juan_wa,WA,Joe Biden,DEM,9725,3472,13197,0.263,0.737
skagit_wa,WA,Joe Biden,DEM,38252,35171,73423,0.479,0.521
snohomish_wa,WA,Joe Biden,DEM,256728,182068,438796,0.415,0.585
thurston_wa,WA,Joe Biden,DEM,96608,71526,168134,0.425,0.575
whatcom_wa,WA,Joe Biden,DEM,83660,54960,138620,0.396,0.604
whitman_wa,WA,Joe Biden,DEM,11184,9942,21126,0.471,0.529
ashland_wi,WI,Joe Biden,DEM,4801,3956,8757,0.452,0.548
bayfield_wi,WI,Joe Biden,DEM,6147,4733,10880,0.435,0.565
dane_wi,WI,Joe Biden,DEM,260185,84606,344791,0.245,0.755
door_wi,WI,Joe Biden,DEM,10044,10073,20117,0.501,0.499
douglas_wi,WI,Joe Biden,DEM,13218,11459,24677,0.464,0.536
eau claire_wi,WI,Joe Biden,DEM,31620,26655,58275,0.457,0.543
green_wi,WI,Joe Biden,DEM,10851,10555,21406,0.493,0.507
iowa_wi,WI,Joe Biden,DEM,7828,6164,13992,0.441,0.559
la crosse_wi,WI,Joe Biden,DEM,37846,30038,67884,0.442,0.558
menominee_wi,WI,Joe Biden,DEM,1303,287,1590,0.181,0.819
milwaukee_wi,WI,Joe Biden,DEM,317270,141701,458971,0.309,0.691
portage_wi,WI,Joe Biden,DEM,20428,20175,40603,0.497,0.503
rock_wi,WI,Joe Biden,DEM,46658,38702,85360,0.453,0.547
sauk_wi,WI,Joe Biden,DEM,18108,18095,36203,0.5,0.5
albany_wy,WY,Joe Biden,DEM,9092,9525,18617,0.512,0.488
teton_wy,WY,Joe Biden,DEM,9848,4829,14677,0.329,0.671
dallas_al,AL,Joe Biden,DEM,12230,5634,17864,0.315,0.685
greene_al,AL,Joe Biden,DEM,3884,891,4775,0.187,0.813
hale_al,AL,Joe Biden,DEM,4687,3235,7922,0.408,0.592
jefferson_al,AL,Joe Biden,DEM,181688,144160,325848,0.442,0.558
lowndes_al,AL,Joe Biden,DEM,4972,1863,6835,0.273,0.727
macon_al,AL,Joe Biden,DEM,7108,1615,8723,0.185,0.815
marengo_al,AL,Joe Biden,DEM,5488,5412,10900,0.497,0.503
montgomery_al,AL,Joe Biden,DEM,64529,34610,99139,0.349,0.651
perry_al,AL,Joe Biden,DEM,3860,1370,5230,0.262,0.738
russell_al,AL,Joe Biden,DEM,11228,10101,21329,0.474,0.526
sumter_al,AL,Joe Biden,DEM,4648,1643,6291,0.261,0.739
wilcox_al,AL,Joe Biden,DEM,4048,1855,5903,0.314,0.686
bullock_al,AL,Joe Biden,DEM,3446,1167,4613,0.253,0.747
