county_state,state,candidate_won,party,winner_votes,nonwinner_votes,total_votes,pct_trump,pct_biden
polk_ia,IA,Joe Biden,DEM,146250,112505,258755,0.435,0.565
scott_ia,IA,Joe Biden,DEM,46926,45673,92599,0.493,0.507
story_ia,IA,Joe Biden,DEM,29175,21863,51038,0.428,0.572
douglas_ks,KS,Joe Biden,DEM,39436,18104,57540,0.315,0.685
johnson_ks,KS,Joe Biden,DEM,184259,165127,349386,0.473,0.527
riley_ks,KS,Joe Biden,DEM,11940,11915,23855,0.499,0.501
shawnee_ks,KS,Joe Biden,DEM,43015,43107,86122,0.501,0.499
wyandotte_ks,KS,Joe Biden,DEM,35566,19541,55107,0.355,0.645
fayette_ky,KY,Joe Biden,DEM,90600,62312,152912,0.408,0.592
jefferson_ky,KY,Joe Biden,DEM,228358,158271,386629,0.409,0.591
caddo parish_la,LA,Joe Biden,DEM,55110,49802,104912,0.475,0.525
east baton rouge parish_la,LA,Joe Biden,DEM,115577,92605,208182,0.445,0.555
east carroll parish_la,LA,Joe Biden,DEM,1900,1136,3036,0.374,0.626
iberville parish_la,LA,Joe Biden,DEM,8514,8205,16719,0.491,0.509
madison parish_la,LA,Joe Biden,DEM,2654,2016,4670,0.432,0.568
orleans parish_la,LA,Joe Biden,DEM,147854,29965,177819,0.169,0.831
st. helena parish_la,LA,Joe Biden,DEM,3346,2812,6158,0.457,0.543
st. james parish_la,LA,Joe Biden,DEM,6510,6080,12590,0.483,0.517
st. john the baptist parish_la,LA,Joe Biden,DEM,13582,7850,21432,0.366,0.634
tensas parish_la,LA,Joe Biden,DEM,1329,1225,2554,0.48,0.52
franklin cty townships_me,ME,Joe Biden,DEM,31,21,52,0.404,0.596
indian township vtng dst_me,ME,Joe Biden,DEM,191,72,263,0.274,0.726
pleasant point votng dst_me,ME,Joe Biden,DEM,196,39,235,0.166,0.834
auburn_me,ME,Joe Biden,DEM,6482,5803,12285,0.472,0.528
durham_me,ME,Joe Biden,DEM,1361,1429,2790,0.512,0.488
lewiston_me,ME,Joe Biden,DEM,9616,7772,17388,0.447,0.553
cary plt._me,ME,Joe Biden,DEM,0,0,0,,
glenwood plt._me,ME,Joe Biden,DEM,0,1,1,1.0,0.0
madawaska_me,ME,Joe Biden,DEM,1143,969,2112,0.459,0.541
penobscot nation vot dst_me,ME,Joe Biden,DEM,237,65,302,0.215,0.785
st. francis_me,ME,Joe Biden,DEM,121,124,245,0.506,0.494
van buren_me,ME,Joe Biden,DEM,471,427,898,0.476,0.524
wallagrass_me,ME,Joe Biden,DEM,153,138,291,0.474,0.526
westmanland_me,ME,Joe Biden,DEM,30,25,55,0.455,0.545
bridgton_me,ME,Joe Biden,DEM,1656,1612,3268,0.493,0.507
brunswick_me,ME,Joe Biden,DEM,9728,4164,13892,0.3,0.7
cape elizabeth_me,ME,Joe Biden,DEM,5349,1590,6939,0.229,0.771
chebeague island_me,ME,Joe Biden,DEM,255,75,330,0.227,0.773
cumberland_me,ME,Joe Biden,DEM,4074,1928,6002,0.321,0.679
falmouth_me,ME,Joe Biden,DEM,6147,2884,9031,0.319,0.681
freeport_me,ME,Joe Biden,DEM,4327,1857,6184,0.3,0.7
frye island_me,ME,Joe Biden,DEM,38,19,57,0.333,0.667
gorham_me,ME,Joe Biden,DEM,6460,4655,11115,0.419,0.581
gray_me,ME,Joe Biden,DEM,2653,2737,5390,0.508,0.492
harpswell_me,ME,Joe Biden,DEM,2379,1505,3884,0.387,0.613
long island_me,ME,Joe Biden,DEM,133,58,191,0.304,0.696
north yarmouth_me,ME,Joe Biden,DEM,1862,1098,2960,0.371,0.629
portland_me,ME,Joe Biden,DEM,33786,7758,41544,0.187,0.813
pownal_me,ME,Joe Biden,DEM,685,521,1206,0.432,0.568
raymond_me,ME,Joe Biden,DEM,1589,1553,3142,0.494,0.506
scarborough_me,ME,Joe Biden,DEM,9487,5570,15057,0.37,0.63
south portland_me,ME,Joe Biden,DEM,12075,4211,16286,0.259,0.741
westbrook_me,ME,Joe Biden,DEM,7274,3913,11187,0.35,0.65
windham_me,ME,Joe Biden,DEM,5782,5660,11442,0.495,0.505
yarmouth_me,ME,Joe Biden,DEM,4785,1573,6358,0.247,0.753
carrabassett valley_me,ME,Joe Biden,DEM,348,179,527,0.34,0.66
coplin plt._me,ME,Joe Biden,DEM,59,51,110,0.464,0.536
farmington_me,ME,Joe Biden,DEM,2225,1681,3906,0.43,0.57
sandy river plt._me,ME,Joe Biden,DEM,65,37,102,0.363,0.637
temple_me,ME,Joe Biden,DEM,172,164,336,0.488,0.512
weld_me,ME,Joe Biden,DEM,149,150,299,0.502,0.498
bar harbor_me,ME,Joe Biden,DEM,2678,898,3576,0.251,0.749
blue hill_me,ME,Joe Biden,DEM,1310,667,1977,0.337,0.663
brooklin_me,ME,Joe Biden,DEM,426,198,624,0.317,0.683
brooksville_me,ME,Joe Biden,DEM,450,236,686,0.344,0.656
castine_me,ME,Joe Biden,DEM,346,153,499,0.307,0.693
cranberry isles_me,ME,Joe Biden,DEM,95,43,138,0.312,0.688
deer isle_me,ME,Joe Biden,DEM,806,517,1323,0.391,0.609
lamoine_me,ME,Joe Biden,DEM,616,595,1211,0.491,0.509
mount desert_me,ME,Joe Biden,DEM,1066,424,1490,0.285,0.715
penobscot_me,ME,Joe Biden,DEM,512,333,845,0.394,0.606
sedgwick_me,ME,Joe Biden,DEM,511,332,843,0.394,0.606
southwest harbor_me,ME,Joe Biden,DEM,728,409,1137,0.36,0.64
stonington_me,ME,Joe Biden,DEM,409,231,640,0.361,0.639
sullivan_me,ME,Joe Biden,DEM,354,370,724,0.511,0.489
surry_me,ME,Joe Biden,DEM,596,495,1091,0.454,0.546
swan's island_me,ME,Joe Biden,DEM,132,134,266,0.504,0.496
tremont_me,ME,Joe Biden,DEM,590,453,1043,0.434,0.566
trenton_me,ME,Joe Biden,DEM,509,478,987,0.484,0.516
augusta_me,ME,Joe Biden,DEM,5248,4490,9738,0.461,0.539
farmingdale_me,ME,Joe Biden,DEM,903,835,1738,0.48,0.52
gardiner_me,ME,Joe Biden,DEM,1694,1584,3278,0.483,0.517
hallowell_me,ME,Joe Biden,DEM,1277,503,1780,0.283,0.717
manchester_me,ME,Joe Biden,DEM,832,858,1690,0.508,0.492
mount vernon_me,ME,Joe Biden,DEM,576,582,1158,0.503,0.497
readfield_me,ME,Joe Biden,DEM,943,877,1820,0.482,0.518
waterville_me,ME,Joe Biden,DEM,5019,2886,7905,0.365,0.635
wayne_me,ME,Joe Biden,DEM,506,363,869,0.418,0.582
winthrop_me,ME,Joe Biden,DEM,1963,1774,3737,0.475,0.525
appleton_me,ME,Joe Biden,DEM,478,437,915,0.478,0.522
camden_me,ME,Joe Biden,DEM,2931,906,3837,0.236,0.764
hope_me,ME,Joe Biden,DEM,653,464,1117,0.415,0.585
isle au haut_me,ME,Joe Biden,DEM,54,12,66,0.182,0.818
matinicus isle plt._me,ME,Joe Biden,DEM,36,14,50,0.28,0.72
north haven_me,ME,Joe Biden,DEM,221,100,321,0.312,0.688
owl's head_me,ME,Joe Biden,DEM,584,481,1065,0.452,0.548
rockland_me,ME,Joe Biden,DEM,2493,1472,3965,0.371,0.629
rockport_me,ME,Joe Biden,DEM,1694,836,2530,0.33,0.67
st. george_me,ME,Joe Biden,DEM,1108,706,1814,0.389,0.611
south thomaston_me,ME,Joe Biden,DEM,574,423,997,0.424,0.576
thomaston_me,ME,Joe Biden,DEM,960,708,1668,0.424,0.576
vinalhaven_me,ME,Joe Biden,DEM,531,306,837,0.366,0.634
alna_me,ME,Joe Biden,DEM,320,197,517,0.381,0.619
boothbay_me,ME,Joe Biden,DEM,1229,979,2208,0.443,0.557
boothbay harbor_me,ME,Joe Biden,DEM,814,581,1395,0.416,0.584
bremen_me,ME,Joe Biden,DEM,367,196,563,0.348,0.652
bristol_me,ME,Joe Biden,DEM,1275,849,2124,0.4,0.6
damariscotta_me,ME,Joe Biden,DEM,980,496,1476,0.336,0.664
edgecomb_me,ME,Joe Biden,DEM,510,379,889,0.426,0.574
monhegan plt._me,ME,Joe Biden,DEM,51,11,62,0.177,0.823
newcastle_me,ME,Joe Biden,DEM,923,436,1359,0.321,0.679
nobleboro_me,ME,Joe Biden,DEM,729,581,1310,0.444,0.556
south bristol_me,ME,Joe Biden,DEM,429,287,716,0.401,0.599
southport_me,ME,Joe Biden,DEM,306,185,491,0.377,0.623
westport_me,ME,Joe Biden,DEM,303,248,551,0.45,0.55
wiscasset_me,ME,Joe Biden,DEM,1114,1199,2313,0.518,0.482
bethel_me,ME,Joe Biden,DEM,1006,824,1830,0.45,0.55
brownfield_me,ME,Joe Biden,DEM,468,489,957,0.511,0.489
denmark_me,ME,Joe Biden,DEM,404,423,827,0.511,0.489
fryeburg_me,ME,Joe Biden,DEM,1060,877,1937,0.453,0.547
greenwood_me,ME,Joe Biden,DEM,278,255,533,0.478,0.522
hanover_me,ME,Joe Biden,DEM,101,97,198,0.49,0.51
lovell_me,ME,Joe Biden,DEM,399,367,766,0.479,0.521
newry_me,ME,Joe Biden,DEM,163,126,289,0.436,0.564
norway_me,ME,Joe Biden,DEM,1400,1454,2854,0.509,0.491
stow_me,ME,Joe Biden,DEM,126,127,253,0.502,0.498
sweden_me,ME,Joe Biden,DEM,165,118,283,0.417,0.583
bangor_me,ME,Joe Biden,DEM,9452,6721,16173,0.416,0.584
hampden_me,ME,Joe Biden,DEM,2451,2427,4878,0.498,0.502
old town_me,ME,Joe Biden,DEM,2365,1894,4259,0.445,0.555
orono_me,ME,Joe Biden,DEM,3728,1472,5200,0.283,0.717
seboeis plt._me,ME,Joe Biden,DEM,22,19,41,0.463,0.537
veazie_me,ME,Joe Biden,DEM,646,577,1223,0.472,0.528
kingsbury plt._me,ME,Joe Biden,DEM,0,0,0,,
arrowsic_me,ME,Joe Biden,DEM,260,113,373,0.303,0.697
bath_me,ME,Joe Biden,DEM,3421,1721,5142,0.335,0.665
bowdoinham_me,ME,Joe Biden,DEM,1123,944,2067,0.457,0.543
georgetown_me,ME,Joe Biden,DEM,525,314,839,0.374,0.626
phippsburg_me,ME,Joe Biden,DEM,794,776,1570,0.494,0.506
topsham_me,ME,Joe Biden,DEM,3944,2608,6552,0.398,0.602
west bath_me,ME,Joe Biden,DEM,737,655,1392,0.471,0.529
the forks plt._me,ME,Joe Biden,DEM,18,20,38,0.526,0.474
belfast_me,ME,Joe Biden,DEM,2847,1390,4237,0.328,0.672
islesboro_me,ME,Joe Biden,DEM,309,136,445,0.306,0.694
lincolnville_me,ME,Joe Biden,DEM,1059,595,1654,0.36,0.64
monroe_me,ME,Joe Biden,DEM,308,294,602,0.488,0.512
montville_me,ME,Joe Biden,DEM,346,304,650,0.468,0.532
northport_me,ME,Joe Biden,DEM,670,439,1109,0.396,0.604
searsport_me,ME,Joe Biden,DEM,843,765,1608,0.476,0.524
stockton springs_me,ME,Joe Biden,DEM,529,536,1065,0.503,0.497
thorndike_me,ME,Joe Biden,DEM,228,218,446,0.489,0.511
eastport_me,ME,Joe Biden,DEM,474,361,835,0.432,0.568
lubec_me,ME,Joe Biden,DEM,457,426,883,0.482,0.518
roque bluffs_me,ME,Joe Biden,DEM,101,82,183,0.448,0.552
alfred_me,ME,Joe Biden,DEM,983,1012,1995,0.507,0.493
arundel_me,ME,Joe Biden,DEM,1405,1420,2825,0.503,0.497
biddeford_me,ME,Joe Biden,DEM,7022,4044,11066,0.365,0.635
eliot_me,ME,Joe Biden,DEM,2839,1889,4728,0.4,0.6
kennebunk_me,ME,Joe Biden,DEM,5368,2868,8236,0.348,0.652
kennebunkport_me,ME,Joe Biden,DEM,1777,969,2746,0.353,0.647
kittery_me,ME,Joe Biden,DEM,4418,1994,6412,0.311,0.689
ogunquit_me,ME,Joe Biden,DEM,731,327,1058,0.309,0.691
old orchrd bch_me,ME,Joe Biden,DEM,3708,2507,6215,0.403,0.597
saco_me,ME,Joe Biden,DEM,7794,4862,12656,0.384,0.616
sanford_me,ME,Joe Biden,DEM,5392,5539,10931,0.507,0.493
south berwick_me,ME,Joe Biden,DEM,2748,1886,4634,0.407,0.593
wells_me,ME,Joe Biden,DEM,4465,3510,7975,0.44,0.56
york_me,ME,Joe Biden,DEM,6117,3541,9658,0.367,0.633
anne arundel_md,MD,Joe Biden,DEM,172823,136794,309617,0.442,0.558
baltimore_md,MD,Joe Biden,DEM,258409,156523,414932,0.377,0.623
charles_md,MD,Joe Biden,DEM,62171,27327,89498,0.305,0.695
frederick_md,MD,Joe Biden,DEM,77675,67940,145615,0.467,0.533
howard_md,MD,Joe Biden,DEM,129433,53629,183062,0.293,0.707
kent_md,MD,Joe Biden,DEM,5329,5465,10794,0.506,0.494
montgomery_md,MD,Joe Biden,DEM,419569,114174,533743,0.214,0.786
prince george's_md,MD,Joe Biden,DEM,379208,45647,424855,0.107,0.893
talbot_md,MD,Joe Biden,DEM,11062,11493,22555,0.51,0.49
baltimore city_md,MD,Joe Biden,DEM,207260,30201,237461,0.127,0.873
barnstable_ma,MA,Joe Biden,DEM,16491,11936,28427,0.42,0.58
bourne_ma,MA,Joe Biden,DEM,6527,5592,12119,0.461,0.539
brewster_ma,MA,Joe Biden,DEM,4940,2496,7436,0.336,0.664
chatham_ma,MA,Joe Biden,DEM,3107,1968,5075,0.388,0.612
dennis_ma,MA,Joe Biden,DEM,6181,4140,10321,0.401,0.599
eastham_ma,MA,Joe Biden,DEM,2864,1236,4100,0.301,0.699
falmouth_ma,MA,Joe Biden,DEM,14134,7756,21890,0.354,0.646
harwich_ma,MA,Joe Biden,DEM,5833,3615,9448,0.383,0.617
mashpee_ma,MA,Joe Biden,DEM,5982,4281,10263,0.417,0.583
orleans_ma,MA,Joe Biden,DEM,3288,1554,4842,0.321,0.679
provincetown_ma,MA,Joe Biden,DEM,2402,211,2613,0.081,0.919
sandwich_ma,MA,Joe Biden,DEM,7739,6322,14061,0.45,0.55
truro_ma,MA,Joe Biden,DEM,1386,376,1762,0.213,0.787
wellfleet_ma,MA,Joe Biden,DEM,1971,545,2516,0.217,0.783
yarmouth_ma,MA,Joe Biden,DEM,9149,6303,15452,0.408,0.592
adams_ma,MA,Joe Biden,DEM,2894,1547,4441,0.348,0.652
alford_ma,MA,Joe Biden,DEM,271,54,325,0.166,0.834
becket_ma,MA,Joe Biden,DEM,757,438,1195,0.367,0.633
cheshire_ma,MA,Joe Biden,DEM,1124,822,1946,0.422,0.578
clarksburg_ma,MA,Joe Biden,DEM,583,407,990,0.411,0.589
dalton_ma,MA,Joe Biden,DEM,2682,1139,3821,0.298,0.702
egremont_ma,MA,Joe Biden,DEM,783,190,973,0.195,0.805
florida_ma,MA,Joe Biden,DEM,209,209,418,0.5,0.5
great barrington_ma,MA,Joe Biden,DEM,3368,744,4112,0.181,0.819
hancock_ma,MA,Joe Biden,DEM,257,221,478,0.462,0.538
hinsdale_ma,MA,Joe Biden,DEM,771,439,1210,0.363,0.637
lanesborough_ma,MA,Joe Biden,DEM,1237,654,1891,0.346,0.654
lee_ma,MA,Joe Biden,DEM,2415,1074,3489,0.308,0.692
lenox_ma,MA,Joe Biden,DEM,2701,667,3368,0.198,0.802
monterey_ma,MA,Joe Biden,DEM,481,111,592,0.188,0.812
mount washington_ma,MA,Joe Biden,DEM,102,23,125,0.184,0.816
new ashford_ma,MA,Joe Biden,DEM,98,53,151,0.351,0.649
new marlborough_ma,MA,Joe Biden,DEM,678,281,959,0.293,0.707
north adams_ma,MA,Joe Biden,DEM,4216,1716,5932,0.289,0.711
otis_ma,MA,Joe Biden,DEM,550,464,1014,0.458,0.542
peru_ma,MA,Joe Biden,DEM,299,234,533,0.439,0.561
pittsfield_ma,MA,Joe Biden,DEM,16404,5538,21942,0.252,0.748
richmond_ma,MA,Joe Biden,DEM,828,229,1057,0.217,0.783
sandisfield_ma,MA,Joe Biden,DEM,306,209,515,0.406,0.594
savoy_ma,MA,Joe Biden,DEM,226,173,399,0.434,0.566
sheffield_ma,MA,Joe Biden,DEM,1542,620,2162,0.287,0.713
stockbridge_ma,MA,Joe Biden,DEM,1099,264,1363,0.194,0.806
tyringham_ma,MA,Joe Biden,DEM,234,80,314,0.255,0.745
washington_ma,MA,Joe Biden,DEM,240,113,353,0.32,0.68
west stockbridge_ma,MA,Joe Biden,DEM,784,187,971,0.193,0.807
williamstown_ma,MA,Joe Biden,DEM,3196,561,3757,0.149,0.851
windsor_ma,MA,Joe Biden,DEM,370,209,579,0.361,0.639
attleboro_ma,MA,Joe Biden,DEM,13661,9894,23555,0.42,0.58
dartmouth_ma,MA,Joe Biden,DEM,9792,8092,17884,0.452,0.548
easton_ma,MA,Joe Biden,DEM,8715,5804,14519,0.4,0.6
fairhaven_ma,MA,Joe Biden,DEM,5093,4464,9557,0.467,0.533
fall river_ma,MA,Joe Biden,DEM,17459,14157,31616,0.448,0.552
mansfield_ma,MA,Joe Biden,DEM,9024,5513,14537,0.379,0.621
new bedford_ma,MA,Joe Biden,DEM,21267,13610,34877,0.39,0.61
north attleborough_ma,MA,Joe Biden,DEM,9724,7467,17191,0.434,0.566
norton_ma,MA,Joe Biden,DEM,5918,5056,10974,0.461,0.539
raynham_ma,MA,Joe Biden,DEM,4372,4439,8811,0.504,0.496
seekonk_ma,MA,Joe Biden,DEM,4786,4169,8955,0.466,0.534
somerset_ma,MA,Joe Biden,DEM,5815,5307,11122,0.477,0.523
taunton_ma,MA,Joe Biden,DEM,14996,11777,26773,0.44,0.56
westport_ma,MA,Joe Biden,DEM,5319,5227,10546,0.496,0.504
aquinnah_ma,MA,Joe Biden,DEM,311,44,355,0.124,0.876
chilmark_ma,MA,Joe Biden,DEM,796,125,921,0.136,0.864
edgartown_ma,MA,Joe Biden,DEM,2185,916,3101,0.295,0.705
gosnold_ma,MA,Joe Biden,DEM,56,26,82,0.317,0.683
oak bluffs_ma,MA,Joe Biden,DEM,2420,789,3209,0.246,0.754
tisbury_ma,MA,Joe Biden,DEM,2225,610,2835,0.215,0.785
west tisbury_ma,MA,Joe Biden,DEM,1921,374,2295,0.163,0.837
amesbury_ma,MA,Joe Biden,DEM,6786,3609,10395,0.347,0.653
andover_ma,MA,Joe Biden,DEM,14503,7240,21743,0.333,0.667
beverly_ma,MA,Joe Biden,DEM,16703,7747,24450,0.317,0.683
boxford_ma,MA,Joe Biden,DEM,3117,2426,5543,0.438,0.562
danvers_ma,MA,Joe Biden,DEM,9833,7074,16907,0.418,0.582
essex_ma,MA,Joe Biden,DEM,1650,862,2512,0.343,0.657
georgetown_ma,MA,Joe Biden,DEM,3051,2534,5585,0.454,0.546
gloucester_ma,MA,Joe Biden,DEM,12138,6021,18159,0.332,0.668
groveland_ma,MA,Joe Biden,DEM,2421,2115,4536,0.466,0.534
hamilton_ma,MA,Joe Biden,DEM,3364,1624,4988,0.326,0.674
haverhill_ma,MA,Joe Biden,DEM,19020,13381,32401,0.413,0.587
ipswich_ma,MA,Joe Biden,DEM,6273,3341,9614,0.348,0.652
lawrence_ma,MA,Joe Biden,DEM,17023,6185,23208,0.267,0.733
lynn_ma,MA,Joe Biden,DEM,24662,11115,35777,0.311,0.689
lynnfield_ma,MA,Joe Biden,DEM,4213,4132,8345,0.495,0.505
manchester_ma,MA,Joe Biden,DEM,2712,1107,3819,0.29,0.71
marblehead_ma,MA,Joe Biden,DEM,10128,4106,14234,0.288,0.712
merrimac_ma,MA,Joe Biden,DEM,2549,1842,4391,0.419,0.581
methuen_ma,MA,Joe Biden,DEM,14328,11591,25919,0.447,0.553
nahant_ma,MA,Joe Biden,DEM,1629,895,2524,0.355,0.645
newbury_ma,MA,Joe Biden,DEM,3138,1887,5025,0.376,0.624
newburyport_ma,MA,Joe Biden,DEM,9224,3484,12708,0.274,0.726
north andover_ma,MA,Joe Biden,DEM,11022,6990,18012,0.388,0.612
peabody_ma,MA,Joe Biden,DEM,16860,13230,30090,0.44,0.56
rockport_ma,MA,Joe Biden,DEM,3861,1414,5275,0.268,0.732
rowley_ma,MA,Joe Biden,DEM,2180,2047,4227,0.484,0.516
salem_ma,MA,Joe Biden,DEM,18023,5995,24018,0.25,0.75
salisbury_ma,MA,Joe Biden,DEM,2845,2711,5556,0.488,0.512
saugus_ma,MA,Joe Biden,DEM,8001,7796,15797,0.494,0.506
swampscott_ma,MA,Joe Biden,DEM,6845,2727,9572,0.285,0.715
topsfield_ma,MA,Joe Biden,DEM,2460,1684,4144,0.406,0.594
wenham_ma,MA,Joe Biden,DEM,1761,847,2608,0.325,0.675
west newbury_ma,MA,Joe Biden,DEM,2111,1159,3270,0.354,0.646
ashfield_ma,MA,Joe Biden,DEM,993,225,1218,0.185,0.815
bernardston_ma,MA,Joe Biden,DEM,916,459,1375,0.334,0.666
buckland_ma,MA,Joe Biden,DEM,889,302,1191,0.254,0.746
charlemont_ma,MA,Joe Biden,DEM,492,251,743,0.338,0.662
colrain_ma,MA,Joe Biden,DEM,667,340,1007,0.338,0.662
conway_ma,MA,Joe Biden,DEM,989,314,1303,0.241,0.759
deerfield_ma,MA,Joe Biden,DEM,2425,925,3350,0.276,0.724
erving_ma,MA,Joe Biden,DEM,550,379,929,0.408,0.592
gill_ma,MA,Joe Biden,DEM,679,308,987,0.312,0.688
greenfield_ma,MA,Joe Biden,DEM,6883,2526,9409,0.268,0.732
hawley_ma,MA,Joe Biden,DEM,155,76,231,0.329,0.671
heath_ma,MA,Joe Biden,DEM,294,174,468,0.372,0.628
leverett_ma,MA,Joe Biden,DEM,1193,193,1386,0.139,0.861
leyden_ma,MA,Joe Biden,DEM,330,172,502,0.343,0.657
montague_ma,MA,Joe Biden,DEM,3520,1378,4898,0.281,0.719
new salem_ma,MA,Joe Biden,DEM,419,262,681,0.385,0.615
northfield_ma,MA,Joe Biden,DEM,1211,644,1855,0.347,0.653
orange_ma,MA,Joe Biden,DEM,1984,1816,3800,0.478,0.522
rowe_ma,MA,Joe Biden,DEM,152,115,267,0.431,0.569
shelburne_ma,MA,Joe Biden,DEM,927,247,1174,0.21,0.79
shutesbury_ma,MA,Joe Biden,DEM,1154,176,1330,0.132,0.868
sunderland_ma,MA,Joe Biden,DEM,1605,445,2050,0.217,0.783
warwick_ma,MA,Joe Biden,DEM,343,180,523,0.344,0.656
wendell_ma,MA,Joe Biden,DEM,487,127,614,0.207,0.793
whately_ma,MA,Joe Biden,DEM,745,362,1107,0.327,0.673
chicopee_ma,MA,Joe Biden,DEM,14502,11293,25795,0.438,0.562
east longmeadow_ma,MA,Joe Biden,DEM,5295,4827,10122,0.477,0.523
holyoke_ma,MA,Joe Biden,DEM,11152,5161,16313,0.316,0.684
longmeadow_ma,MA,Joe Biden,DEM,6679,3716,10395,0.357,0.643
springfield_ma,MA,Joe Biden,DEM,39361,15012,54373,0.276,0.724
westfield_ma,MA,Joe Biden,DEM,10200,10485,20685,0.507,0.493
west springfield_ma,MA,Joe Biden,DEM,7157,6356,13513,0.47,0.53
wilbraham_ma,MA,Joe Biden,DEM,4928,4469,9397,0.476,0.524
amherst_ma,MA,Joe Biden,DEM,10718,1153,11871,0.097,0.903
belchertown_ma,MA,Joe Biden,DEM,5893,3716,9609,0.387,0.613
chesterfield_ma,MA,Joe Biden,DEM,510,312,822,0.38,0.62
cummington_ma,MA,Joe Biden,DEM,413,178,591,0.301,0.699
easthampton_ma,MA,Joe Biden,DEM,7796,2796,10592,0.264,0.736
goshen_ma,MA,Joe Biden,DEM,418,254,672,0.378,0.622
granby_ma,MA,Joe Biden,DEM,2055,1901,3956,0.481,0.519
hadley_ma,MA,Joe Biden,DEM,2476,1017,3493,0.291,0.709
hatfield_ma,MA,Joe Biden,DEM,1578,735,2313,0.318,0.682
middlefield_ma,MA,Joe Biden,DEM,199,135,334,0.404,0.596
northampton_ma,MA,Joe Biden,DEM,15649,2276,17925,0.127,0.873
pelham_ma,MA,Joe Biden,DEM,819,106,925,0.115,0.885
plainfield_ma,MA,Joe Biden,DEM,316,127,443,0.287,0.713
southampton_ma,MA,Joe Biden,DEM,2231,1963,4194,0.468,0.532
south hadley_ma,MA,Joe Biden,DEM,6590,3469,10059,0.345,0.655
westhampton_ma,MA,Joe Biden,DEM,746,449,1195,0.376,0.624
williamsburg_ma,MA,Joe Biden,DEM,1446,376,1822,0.206,0.794
worthington_ma,MA,Joe Biden,DEM,571,299,870,0.344,0.656
acton_ma,MA,Joe Biden,DEM,11105,2822,13927,0.203,0.797
arlington_ma,MA,Joe Biden,DEM,23671,4880,28551,0.171,0.829
ashland_ma,MA,Joe Biden,DEM,7308,3136,10444,0.3,0.7
ayer_ma,MA,Joe Biden,DEM,2932,1693,4625,0.366,0.634
bedford_ma,MA,Joe Biden,DEM,6452,2407,8859,0.272,0.728
belmont_ma,MA,Joe Biden,DEM,11999,3357,15356,0.219,0.781
billerica_ma,MA,Joe Biden,DEM,13328,11316,24644,0.459,0.541
boxborough_ma,MA,Joe Biden,DEM,2526,876,3402,0.257,0.743
burlington_ma,MA,Joe Biden,DEM,9447,5899,15346,0.384,0.616
cambridge_ma,MA,Joe Biden,DEM,50233,4562,54795,0.083,0.917
carlisle_ma,MA,Joe Biden,DEM,2772,866,3638,0.238,0.762
chelmsford_ma,MA,Joe Biden,DEM,13901,8448,22349,0.378,0.622
concord_ma,MA,Joe Biden,DEM,10024,2287,12311,0.186,0.814
dunstable_ma,MA,Joe Biden,DEM,1243,930,2173,0.428,0.572
everett_ma,MA,Joe Biden,DEM,10492,4325,14817,0.292,0.708
framingham_ma,MA,Joe Biden,DEM,23622,8426,32048,0.263,0.737
groton_ma,MA,Joe Biden,DEM,4941,2344,7285,0.322,0.678
holliston_ma,MA,Joe Biden,DEM,6771,2846,9617,0.296,0.704
hopkinton_ma,MA,Joe Biden,DEM,7047,3249,10296,0.316,0.684
hudson_ma,MA,Joe Biden,DEM,7414,4169,11583,0.36,0.64
lexington_ma,MA,Joe Biden,DEM,16308,3740,20048,0.187,0.813
lincoln_ma,MA,Joe Biden,DEM,3493,778,4271,0.182,0.818
littleton_ma,MA,Joe Biden,DEM,4479,2212,6691,0.331,0.669
lowell_ma,MA,Joe Biden,DEM,25544,13137,38681,0.34,0.66
malden_ma,MA,Joe Biden,DEM,19111,6512,25623,0.254,0.746
marlborough_ma,MA,Joe Biden,DEM,12610,6533,19143,0.341,0.659
maynard_ma,MA,Joe Biden,DEM,4942,1844,6786,0.272,0.728
medford_ma,MA,Joe Biden,DEM,23495,8218,31713,0.259,0.741
melrose_ma,MA,Joe Biden,DEM,13213,5028,18241,0.276,0.724
natick_ma,MA,Joe Biden,DEM,16330,5446,21776,0.25,0.75
newton_ma,MA,Joe Biden,DEM,40907,9388,50295,0.187,0.813
north reading_ma,MA,Joe Biden,DEM,5585,4345,9930,0.438,0.562
pepperell_ma,MA,Joe Biden,DEM,3869,3438,7307,0.471,0.529
reading_ma,MA,Joe Biden,DEM,11134,5818,16952,0.343,0.657
sherborn_ma,MA,Joe Biden,DEM,2267,696,2963,0.235,0.765
shirley_ma,MA,Joe Biden,DEM,2100,1600,3700,0.432,0.568
somerville_ma,MA,Joe Biden,DEM,37027,5173,42200,0.123,0.877
stoneham_ma,MA,Joe Biden,DEM,8676,5646,14322,0.394,0.606
stow_ma,MA,Joe Biden,DEM,3551,1413,4964,0.285,0.715
sudbury_ma,MA,Joe Biden,DEM,9345,3009,12354,0.244,0.756
tewksbury_ma,MA,Joe Biden,DEM,9954,9183,19137,0.48,0.52
townsend_ma,MA,Joe Biden,DEM,2687,2789,5476,0.509,0.491
tyngsborough_ma,MA,Joe Biden,DEM,4034,3511,7545,0.465,0.535
wakefield_ma,MA,Joe Biden,DEM,10215,6408,16623,0.385,0.615
waltham_ma,MA,Joe Biden,DEM,20424,8472,28896,0.293,0.707
watertown_ma,MA,Joe Biden,DEM,14970,4257,19227,0.221,0.779
